,location_name,datetimeUtc,O3,pm25,No2,unit,AQI_O3,AQI_PM25,AQI_NO2,AQI
1361,Sofienbergparken,2024-05-05 23:00:00+00:00,80.0,6.8,2.8,µg/m³,35.0,28.0,3.0,35.0
1362,Sofienbergparken,2024-05-06 00:00:00+00:00,87.0,5.7,2.0,µg/m³,38.0,24.0,2.0,38.0
1363,Sofienbergparken,2024-05-06 01:00:00+00:00,86.0,2.8,2.3,µg/m³,37.0,12.0,2.0,37.0
1364,Sofienbergparken,2024-05-06 02:00:00+00:00,85.0,5.2,2.0,µg/m³,37.0,22.0,2.0,37.0
1365,Sofienbergparken,2024-05-06 03:00:00+00:00,84.0,4.3,3.1,µg/m³,36.0,18.0,3.0,36.0
1366,Sofienbergparken,2024-05-06 04:00:00+00:00,83.0,5.2,5.6,µg/m³,36.0,22.0,5.0,36.0
1367,Sofienbergparken,2024-05-06 05:00:00+00:00,74.0,4.6,7.5,µg/m³,32.0,19.0,7.0,32.0
1368,Sofienbergparken,2024-05-06 06:00:00+00:00,58.0,4.5,8.8,µg/m³,25.0,19.0,8.0,25.0
1369,Sofienbergparken,2024-05-06 07:00:00+00:00,56.0,3.2,10.0,µg/m³,24.0,13.0,9.0,24.0
1370,Sofienbergparken,2024-05-06 08:00:00+00:00,62.0,2.8,9.0,µg/m³,27.0,12.0,8.0,27.0
1371,Sofienbergparken,2024-05-06 09:00:00+00:00,11.0,2.8,1.9,µg/m³,5.0,12.0,2.0,12.0
1372,Sofienbergparken,2024-05-06 10:00:00+00:00,0.29,0.0,-0.38,µg/m³,0.0,0.0,,0.0
1373,Sofienbergparken,2024-05-06 11:00:00+00:00,0.44,0.0,-0.4,µg/m³,0.0,0.0,,0.0
1374,Sofienbergparken,2024-05-06 12:00:00+00:00,0.54,0.0,-0.36,µg/m³,0.0,0.0,,0.0
1375,Sofienbergparken,2024-05-06 13:00:00+00:00,0.31,0.0,-0.26,µg/m³,0.0,0.0,,0.0
1376,Sofienbergparken,2024-05-06 14:00:00+00:00,0.43,0.0,-0.29,µg/m³,0.0,0.0,,0.0
1377,Sofienbergparken,2024-05-06 15:00:00+00:00,0.41,0.0,-0.34,µg/m³,0.0,0.0,,0.0
1378,Sofienbergparken,2024-05-06 16:00:00+00:00,0.5,-1.0,-0.35,µg/m³,0.0,,,0.0
1379,Sofienbergparken,2024-05-06 17:00:00+00:00,53.0,-1.0,41.0,µg/m³,23.0,,39.0,39.0
1380,Sofienbergparken,2024-05-06 18:00:00+00:00,63.0,-1.0,14.0,µg/m³,27.0,,13.0,27.0
1381,Sofienbergparken,2024-05-06 19:00:00+00:00,63.0,4.6,10.0,µg/m³,27.0,19.0,9.0,27.0
1382,Sofienbergparken,2024-05-06 20:00:00+00:00,63.0,4.0,7.9,µg/m³,27.0,17.0,7.0,27.0
1383,Sofienbergparken,2024-05-06 21:00:00+00:00,62.0,4.5,6.5,µg/m³,27.0,19.0,6.0,27.0
1384,Sofienbergparken,2024-05-06 22:00:00+00:00,62.0,7.0,6.4,µg/m³,27.0,29.0,6.0,29.0
1385,Sofienbergparken,2024-05-06 23:00:00+00:00,63.0,2.6,4.7,µg/m³,27.0,11.0,4.0,27.0
1386,Sofienbergparken,2024-05-07 00:00:00+00:00,68.0,1.6,3.7,µg/m³,29.0,7.0,3.0,29.0
1387,Sofienbergparken,2024-05-07 01:00:00+00:00,67.0,4.3,3.2,µg/m³,29.0,18.0,3.0,29.0
1388,Sofienbergparken,2024-05-07 02:00:00+00:00,64.0,1.5,4.6,µg/m³,28.0,6.0,4.0,28.0
1389,Sofienbergparken,2024-05-07 03:00:00+00:00,59.0,1.9,7.6,µg/m³,26.0,8.0,7.0,26.0
1390,Sofienbergparken,2024-05-07 04:00:00+00:00,59.0,2.7,7.2,µg/m³,26.0,11.0,7.0,26.0
1391,Sofienbergparken,2024-05-07 05:00:00+00:00,63.0,3.4,6.3,µg/m³,27.0,14.0,6.0,27.0
1392,Sofienbergparken,2024-05-07 06:00:00+00:00,58.0,2.5,12.0,µg/m³,25.0,10.0,11.0,25.0
1393,Sofienbergparken,2024-05-07 07:00:00+00:00,63.0,6.4,8.9,µg/m³,27.0,27.0,8.0,27.0
1394,Sofienbergparken,2024-05-07 08:00:00+00:00,59.0,5.3,11.0,µg/m³,26.0,22.0,10.0,26.0
1395,Sofienbergparken,2024-05-07 09:00:00+00:00,65.0,2.3,6.0,µg/m³,28.0,10.0,6.0,28.0
1396,Sofienbergparken,2024-05-07 10:00:00+00:00,66.0,5.1,5.4,µg/m³,29.0,21.0,5.0,29.0
1397,Sofienbergparken,2024-05-07 11:00:00+00:00,66.0,4.1,5.7,µg/m³,29.0,17.0,5.0,29.0
1398,Sofienbergparken,2024-05-07 12:00:00+00:00,70.0,4.6,5.9,µg/m³,30.0,19.0,6.0,30.0
1399,Sofienbergparken,2024-05-07 13:00:00+00:00,67.0,4.1,9.0,µg/m³,29.0,17.0,8.0,29.0
1400,Sofienbergparken,2024-05-07 14:00:00+00:00,72.0,1.8,6.2,µg/m³,31.0,8.0,6.0,31.0
1401,Sofienbergparken,2024-05-07 15:00:00+00:00,76.0,3.9,4.9,µg/m³,33.0,16.0,5.0,33.0
1402,Sofienbergparken,2024-05-07 16:00:00+00:00,75.0,4.7,6.9,µg/m³,32.0,20.0,7.0,32.0
1403,Sofienbergparken,2024-05-07 17:00:00+00:00,73.0,6.7,8.2,µg/m³,32.0,28.0,8.0,32.0
1404,Sofienbergparken,2024-05-07 18:00:00+00:00,75.0,7.4,6.7,µg/m³,32.0,31.0,6.0,32.0
1405,Sofienbergparken,2024-05-07 19:00:00+00:00,77.0,3.7,6.5,µg/m³,33.0,15.0,6.0,33.0
1406,Sofienbergparken,2024-05-07 20:00:00+00:00,73.0,5.4,8.2,µg/m³,32.0,23.0,8.0,32.0
1407,Sofienbergparken,2024-05-07 21:00:00+00:00,74.0,4.9,7.4,µg/m³,32.0,20.0,7.0,32.0
1408,Sofienbergparken,2024-05-07 22:00:00+00:00,74.0,4.5,7.2,µg/m³,32.0,19.0,7.0,32.0
1409,Sofienbergparken,2024-05-07 23:00:00+00:00,71.0,4.3,7.5,µg/m³,31.0,18.0,7.0,31.0
1410,Sofienbergparken,2024-05-08 00:00:00+00:00,61.0,4.1,10.0,µg/m³,26.0,17.0,9.0,26.0
1411,Sofienbergparken,2024-05-08 01:00:00+00:00,40.0,6.6,9.9,µg/m³,17.0,28.0,9.0,28.0
1412,Sofienbergparken,2024-05-08 02:00:00+00:00,32.0,4.3,7.6,µg/m³,14.0,18.0,7.0,18.0
1413,Sofienbergparken,2024-05-08 03:00:00+00:00,29.0,5.1,6.3,µg/m³,13.0,21.0,6.0,21.0
1414,Sofienbergparken,2024-05-08 04:00:00+00:00,27.0,5.4,6.5,µg/m³,12.0,23.0,6.0,23.0
1415,Sofienbergparken,2024-05-08 05:00:00+00:00,20.0,8.0,12.0,µg/m³,9.0,33.0,11.0,33.0
1416,Sofienbergparken,2024-05-08 06:00:00+00:00,19.0,7.3,29.0,µg/m³,8.0,30.0,27.0,30.0
1417,Sofienbergparken,2024-05-08 07:00:00+00:00,39.0,7.7,19.0,µg/m³,17.0,32.0,18.0,32.0
1418,Sofienbergparken,2024-05-08 08:00:00+00:00,45.0,8.1,15.0,µg/m³,19.0,34.0,14.0,34.0
1419,Sofienbergparken,2024-05-08 09:00:00+00:00,41.0,8.2,20.0,µg/m³,18.0,34.0,19.0,34.0
1420,Sofienbergparken,2024-05-08 10:00:00+00:00,37.0,6.0,25.0,µg/m³,16.0,25.0,24.0,25.0
1421,Sofienbergparken,2024-05-08 11:00:00+00:00,41.0,6.1,23.0,µg/m³,18.0,25.0,22.0,25.0
1422,Sofienbergparken,2024-05-08 12:00:00+00:00,62.0,3.1,6.9,µg/m³,27.0,13.0,7.0,27.0
1423,Sofienbergparken,2024-05-08 13:00:00+00:00,71.0,2.2,4.9,µg/m³,31.0,9.0,5.0,31.0
1424,Sofienbergparken,2024-05-08 14:00:00+00:00,75.0,2.1,4.7,µg/m³,32.0,9.0,4.0,32.0
1425,Sofienbergparken,2024-05-08 15:00:00+00:00,66.0,3.0,6.5,µg/m³,29.0,12.0,6.0,29.0
1426,Sofienbergparken,2024-05-08 16:00:00+00:00,52.0,6.9,7.7,µg/m³,22.0,29.0,7.0,29.0
1427,Sofienbergparken,2024-05-08 17:00:00+00:00,49.0,6.5,7.8,µg/m³,21.0,27.0,7.0,27.0
1428,Sofienbergparken,2024-05-08 18:00:00+00:00,53.0,4.5,5.2,µg/m³,23.0,19.0,5.0,23.0
1429,Sofienbergparken,2024-05-08 19:00:00+00:00,50.0,3.8,5.5,µg/m³,22.0,16.0,5.0,22.0
1430,Sofienbergparken,2024-05-08 20:00:00+00:00,48.0,3.1,4.0,µg/m³,21.0,13.0,4.0,21.0
1431,Sofienbergparken,2024-05-08 21:00:00+00:00,46.0,4.0,3.5,µg/m³,20.0,17.0,3.0,20.0
1432,Sofienbergparken,2024-05-08 22:00:00+00:00,46.0,5.7,3.1,µg/m³,20.0,24.0,3.0,24.0
1433,Sofienbergparken,2024-05-08 23:00:00+00:00,46.0,4.8,3.3,µg/m³,20.0,20.0,3.0,20.0
1434,Sofienbergparken,2024-05-09 00:00:00+00:00,46.0,6.9,3.5,µg/m³,20.0,29.0,3.0,29.0
1435,Sofienbergparken,2024-05-09 01:00:00+00:00,57.0,6.2,2.0,µg/m³,25.0,26.0,2.0,26.0
1436,Sofienbergparken,2024-05-09 02:00:00+00:00,66.0,6.9,1.6,µg/m³,29.0,29.0,2.0,29.0
1437,Sofienbergparken,2024-05-09 03:00:00+00:00,68.0,5.8,1.8,µg/m³,29.0,24.0,2.0,29.0
1438,Sofienbergparken,2024-05-09 04:00:00+00:00,74.0,2.5,2.3,µg/m³,32.0,10.0,2.0,32.0
1439,Sofienbergparken,2024-05-09 05:00:00+00:00,80.0,4.4,3.0,µg/m³,35.0,18.0,3.0,35.0
1440,Sofienbergparken,2024-05-09 06:00:00+00:00,81.0,4.3,1.9,µg/m³,35.0,18.0,2.0,35.0
1441,Sofienbergparken,2024-05-09 07:00:00+00:00,78.0,2.7,2.4,µg/m³,34.0,11.0,2.0,34.0
1442,Sofienbergparken,2024-05-09 08:00:00+00:00,82.0,5.0,2.1,µg/m³,35.0,21.0,2.0,35.0
1443,Sofienbergparken,2024-05-09 09:00:00+00:00,73.0,8.5,7.8,µg/m³,32.0,35.0,7.0,35.0
1444,Sofienbergparken,2024-05-09 10:00:00+00:00,76.0,4.9,2.2,µg/m³,33.0,20.0,2.0,33.0
1445,Sofienbergparken,2024-05-09 11:00:00+00:00,69.0,3.6,4.3,µg/m³,30.0,15.0,4.0,30.0
1446,Sofienbergparken,2024-05-09 12:00:00+00:00,64.0,4.9,4.6,µg/m³,28.0,20.0,4.0,28.0
1447,Sofienbergparken,2024-05-09 13:00:00+00:00,65.0,6.6,4.3,µg/m³,28.0,28.0,4.0,28.0
1448,Sofienbergparken,2024-05-09 14:00:00+00:00,68.0,9.1,4.9,µg/m³,29.0,38.0,5.0,38.0
1449,Sofienbergparken,2024-05-09 15:00:00+00:00,70.0,4.2,4.2,µg/m³,30.0,18.0,4.0,30.0
1450,Sofienbergparken,2024-05-09 16:00:00+00:00,68.0,9.9,4.4,µg/m³,29.0,41.0,4.0,41.0
1451,Sofienbergparken,2024-05-09 17:00:00+00:00,66.0,8.3,4.0,µg/m³,29.0,35.0,4.0,35.0
1452,Sofienbergparken,2024-05-09 18:00:00+00:00,64.0,7.6,5.1,µg/m³,28.0,32.0,5.0,32.0
1453,Sofienbergparken,2024-05-09 19:00:00+00:00,64.0,7.4,6.2,µg/m³,28.0,31.0,6.0,31.0
1454,Sofienbergparken,2024-05-09 20:00:00+00:00,58.0,5.5,9.1,µg/m³,25.0,23.0,9.0,25.0
1455,Sofienbergparken,2024-05-09 21:00:00+00:00,41.0,4.8,14.0,µg/m³,18.0,20.0,13.0,20.0
1456,Sofienbergparken,2024-05-09 22:00:00+00:00,31.0,6.5,15.0,µg/m³,13.0,27.0,14.0,27.0
1457,Sofienbergparken,2024-05-09 23:00:00+00:00,50.0,2.1,6.6,µg/m³,22.0,9.0,6.0,22.0
1458,Sofienbergparken,2024-05-10 00:00:00+00:00,64.0,2.0,2.1,µg/m³,28.0,8.0,2.0,28.0
1459,Sofienbergparken,2024-05-10 01:00:00+00:00,74.0,0.028,1.2,µg/m³,32.0,0.0,1.0,32.0
1460,Sofienbergparken,2024-05-10 02:00:00+00:00,76.0,0.71,1.6,µg/m³,33.0,3.0,2.0,33.0
1461,Sofienbergparken,2024-05-10 03:00:00+00:00,74.0,-1.4,1.4,µg/m³,32.0,,1.0,32.0
1462,Sofienbergparken,2024-05-10 04:00:00+00:00,73.0,1.2,1.7,µg/m³,32.0,5.0,2.0,32.0
1463,Sofienbergparken,2024-05-10 05:00:00+00:00,73.0,2.9,3.4,µg/m³,32.0,12.0,3.0,32.0
1464,Sofienbergparken,2024-05-10 06:00:00+00:00,72.0,0.53,4.5,µg/m³,31.0,2.0,4.0,31.0
1465,Sofienbergparken,2024-05-10 07:00:00+00:00,74.0,3.0,3.9,µg/m³,32.0,12.0,4.0,32.0
1466,Sofienbergparken,2024-05-10 08:00:00+00:00,73.0,2.1,3.8,µg/m³,32.0,9.0,4.0,32.0
1467,Sofienbergparken,2024-05-10 09:00:00+00:00,76.0,1.6,4.6,µg/m³,33.0,7.0,4.0,33.0
1468,Sofienbergparken,2024-05-10 10:00:00+00:00,78.0,-0.54,3.5,µg/m³,34.0,,3.0,34.0
1469,Sofienbergparken,2024-05-10 11:00:00+00:00,81.0,4.3,3.0,µg/m³,35.0,18.0,3.0,35.0
1470,Sofienbergparken,2024-05-10 12:00:00+00:00,80.0,4.6,3.7,µg/m³,35.0,19.0,3.0,35.0
1471,Sofienbergparken,2024-05-10 13:00:00+00:00,81.0,4.9,5.5,µg/m³,35.0,20.0,5.0,35.0
1472,Sofienbergparken,2024-05-10 14:00:00+00:00,80.0,2.6,7.2,µg/m³,35.0,11.0,7.0,35.0
1473,Sofienbergparken,2024-05-10 15:00:00+00:00,85.0,3.1,2.6,µg/m³,37.0,13.0,2.0,37.0
1474,Sofienbergparken,2024-05-10 16:00:00+00:00,85.0,4.6,3.1,µg/m³,37.0,19.0,3.0,37.0
1475,Sofienbergparken,2024-05-10 17:00:00+00:00,85.0,1.7,3.4,µg/m³,37.0,7.0,3.0,37.0
1476,Sofienbergparken,2024-05-10 18:00:00+00:00,84.0,5.2,4.1,µg/m³,36.0,22.0,4.0,36.0
1477,Sofienbergparken,2024-05-10 19:00:00+00:00,81.0,2.3,5.6,µg/m³,35.0,10.0,5.0,35.0
1478,Sofienbergparken,2024-05-10 20:00:00+00:00,76.0,4.3,7.7,µg/m³,33.0,18.0,7.0,33.0
1479,Sofienbergparken,2024-05-10 21:00:00+00:00,74.0,4.1,6.3,µg/m³,32.0,17.0,6.0,32.0
1480,Sofienbergparken,2024-05-10 22:00:00+00:00,69.0,4.0,6.7,µg/m³,30.0,17.0,6.0,30.0
1481,Sofienbergparken,2024-05-10 23:00:00+00:00,59.0,6.0,10.0,µg/m³,26.0,25.0,9.0,26.0
1482,Sofienbergparken,2024-05-11 00:00:00+00:00,43.0,6.9,11.0,µg/m³,19.0,29.0,10.0,29.0
1483,Sofienbergparken,2024-05-11 01:00:00+00:00,37.0,4.4,7.9,µg/m³,16.0,18.0,7.0,18.0
1484,Sofienbergparken,2024-05-11 02:00:00+00:00,39.0,3.7,6.9,µg/m³,17.0,15.0,7.0,17.0
1485,Sofienbergparken,2024-05-11 03:00:00+00:00,41.0,3.4,5.0,µg/m³,18.0,14.0,5.0,18.0
1486,Sofienbergparken,2024-05-11 04:00:00+00:00,40.0,0.86,4.3,µg/m³,17.0,4.0,4.0,17.0
1487,Sofienbergparken,2024-05-11 05:00:00+00:00,40.0,0.91,5.8,µg/m³,17.0,4.0,5.0,17.0
1488,Sofienbergparken,2024-05-11 06:00:00+00:00,43.0,3.9,7.4,µg/m³,19.0,16.0,7.0,19.0
1489,Sofienbergparken,2024-05-11 07:00:00+00:00,44.0,3.8,9.0,µg/m³,19.0,16.0,8.0,19.0
1490,Sofienbergparken,2024-05-11 08:00:00+00:00,58.0,8.2,7.1,µg/m³,25.0,34.0,7.0,34.0
1491,Sofienbergparken,2024-05-11 09:00:00+00:00,79.0,2.9,5.0,µg/m³,34.0,12.0,5.0,34.0
1492,Sofienbergparken,2024-05-11 10:00:00+00:00,69.0,3.0,16.0,µg/m³,30.0,12.0,15.0,30.0
1493,Sofienbergparken,2024-05-11 11:00:00+00:00,83.0,3.9,3.9,µg/m³,36.0,16.0,4.0,36.0
1494,Sofienbergparken,2024-05-11 12:00:00+00:00,87.0,4.0,5.2,µg/m³,38.0,17.0,5.0,38.0
1495,Sofienbergparken,2024-05-11 13:00:00+00:00,91.0,3.7,2.3,µg/m³,39.0,15.0,2.0,39.0
1496,Sofienbergparken,2024-05-11 14:00:00+00:00,92.0,5.6,4.6,µg/m³,40.0,23.0,4.0,40.0
1497,Sofienbergparken,2024-05-11 15:00:00+00:00,94.0,0.42,1.9,µg/m³,41.0,2.0,2.0,41.0
1498,Sofienbergparken,2024-05-11 16:00:00+00:00,93.0,3.0,2.9,µg/m³,40.0,12.0,3.0,40.0
1499,Sofienbergparken,2024-05-11 17:00:00+00:00,90.0,3.1,3.7,µg/m³,39.0,13.0,3.0,39.0
1500,Sofienbergparken,2024-05-11 18:00:00+00:00,90.0,3.5,4.2,µg/m³,39.0,15.0,4.0,39.0
1501,Sofienbergparken,2024-05-11 19:00:00+00:00,88.0,4.2,5.5,µg/m³,38.0,18.0,5.0,38.0
1502,Sofienbergparken,2024-05-11 20:00:00+00:00,78.0,3.8,11.0,µg/m³,34.0,16.0,10.0,34.0
1503,Sofienbergparken,2024-05-11 21:00:00+00:00,76.0,6.5,8.1,µg/m³,33.0,27.0,8.0,33.0
1504,Sofienbergparken,2024-05-11 22:00:00+00:00,67.0,2.4,10.0,µg/m³,29.0,10.0,9.0,29.0
1505,Sofienbergparken,2024-05-11 23:00:00+00:00,58.0,5.4,10.0,µg/m³,25.0,23.0,9.0,25.0
1506,Sofienbergparken,2024-05-12 00:00:00+00:00,59.0,3.8,9.1,µg/m³,26.0,16.0,9.0,26.0
1507,Sofienbergparken,2024-05-12 01:00:00+00:00,43.0,7.6,10.0,µg/m³,19.0,32.0,9.0,32.0
1508,Sofienbergparken,2024-05-12 02:00:00+00:00,36.0,7.4,8.2,µg/m³,16.0,31.0,8.0,31.0
1509,Sofienbergparken,2024-05-12 03:00:00+00:00,34.0,7.3,8.2,µg/m³,15.0,30.0,8.0,30.0
1510,Sofienbergparken,2024-05-12 04:00:00+00:00,32.0,6.5,7.3,µg/m³,14.0,27.0,7.0,27.0
1511,Sofienbergparken,2024-05-12 05:00:00+00:00,50.0,8.2,5.4,µg/m³,22.0,34.0,5.0,34.0
1512,Sofienbergparken,2024-05-12 06:00:00+00:00,53.0,8.5,5.4,µg/m³,23.0,35.0,5.0,35.0
1513,Sofienbergparken,2024-05-12 07:00:00+00:00,54.0,7.7,5.0,µg/m³,23.0,32.0,5.0,32.0
1514,Sofienbergparken,2024-05-12 08:00:00+00:00,56.0,6.1,3.7,µg/m³,24.0,25.0,3.0,25.0
1515,Sofienbergparken,2024-05-12 09:00:00+00:00,60.0,6.6,4.2,µg/m³,26.0,28.0,4.0,28.0
1516,Sofienbergparken,2024-05-12 10:00:00+00:00,69.0,7.0,2.7,µg/m³,30.0,29.0,3.0,30.0
1517,Sofienbergparken,2024-05-12 11:00:00+00:00,75.0,5.3,3.3,µg/m³,32.0,22.0,3.0,32.0
1518,Sofienbergparken,2024-05-12 12:00:00+00:00,83.0,5.4,3.4,µg/m³,36.0,23.0,3.0,36.0
1519,Sofienbergparken,2024-05-12 13:00:00+00:00,81.0,8.1,7.4,µg/m³,35.0,34.0,7.0,35.0
1520,Sofienbergparken,2024-05-12 14:00:00+00:00,80.0,8.2,8.0,µg/m³,35.0,34.0,8.0,35.0
1521,Sofienbergparken,2024-05-12 15:00:00+00:00,89.0,7.5,3.8,µg/m³,39.0,31.0,4.0,39.0
1522,Sofienbergparken,2024-05-12 16:00:00+00:00,87.0,5.1,3.8,µg/m³,38.0,21.0,4.0,38.0
1523,Sofienbergparken,2024-05-12 17:00:00+00:00,88.0,5.0,3.3,µg/m³,38.0,21.0,3.0,38.0
1524,Sofienbergparken,2024-05-12 18:00:00+00:00,86.0,4.1,3.5,µg/m³,37.0,17.0,3.0,37.0
1525,Sofienbergparken,2024-05-12 19:00:00+00:00,73.0,3.9,5.9,µg/m³,32.0,16.0,6.0,32.0
1526,Sofienbergparken,2024-05-12 20:00:00+00:00,75.0,4.6,7.7,µg/m³,32.0,19.0,7.0,32.0
1527,Sofienbergparken,2024-05-12 21:00:00+00:00,82.0,6.8,6.1,µg/m³,35.0,28.0,6.0,35.0
1528,Sofienbergparken,2024-05-12 22:00:00+00:00,81.0,6.7,5.7,µg/m³,35.0,28.0,5.0,35.0
1529,Sofienbergparken,2024-05-12 23:00:00+00:00,76.0,7.5,7.0,µg/m³,33.0,31.0,7.0,33.0
1530,Sofienbergparken,2024-05-13 00:00:00+00:00,57.0,8.5,19.0,µg/m³,25.0,35.0,18.0,35.0
1531,Sofienbergparken,2024-05-13 01:00:00+00:00,35.0,8.9,29.0,µg/m³,15.0,37.0,27.0,37.0
1532,Sofienbergparken,2024-05-13 02:00:00+00:00,35.0,6.1,8.1,µg/m³,15.0,25.0,8.0,25.0
1533,Sofienbergparken,2024-05-13 03:00:00+00:00,31.0,10.0,6.7,µg/m³,13.0,42.0,6.0,42.0
1534,Sofienbergparken,2024-05-13 04:00:00+00:00,30.0,6.2,5.8,µg/m³,13.0,26.0,5.0,26.0
1535,Sofienbergparken,2024-05-13 05:00:00+00:00,47.0,11.0,10.0,µg/m³,20.0,46.0,9.0,46.0
1536,Sofienbergparken,2024-05-13 06:00:00+00:00,51.0,11.0,9.7,µg/m³,22.0,46.0,9.0,46.0
1537,Sofienbergparken,2024-05-13 07:00:00+00:00,46.0,15.0,18.0,µg/m³,20.0,57.0,17.0,57.0
1538,Sofienbergparken,2024-05-13 08:00:00+00:00,44.0,15.0,18.0,µg/m³,19.0,57.0,17.0,57.0
1539,Sofienbergparken,2024-05-13 09:00:00+00:00,43.0,13.0,20.0,µg/m³,19.0,53.0,19.0,53.0
1540,Sofienbergparken,2024-05-13 10:00:00+00:00,69.0,6.2,11.0,µg/m³,30.0,26.0,10.0,30.0
1541,Sofienbergparken,2024-05-13 11:00:00+00:00,86.0,5.0,5.2,µg/m³,37.0,21.0,5.0,37.0
1542,Sofienbergparken,2024-05-13 12:00:00+00:00,70.0,6.8,21.0,µg/m³,30.0,28.0,20.0,30.0
1543,Sofienbergparken,2024-05-13 13:00:00+00:00,83.0,2.6,12.0,µg/m³,36.0,11.0,11.0,36.0
1544,Sofienbergparken,2024-05-13 14:00:00+00:00,75.0,6.4,21.0,µg/m³,32.0,27.0,20.0,32.0
1545,Sofienbergparken,2024-05-13 15:00:00+00:00,77.0,7.0,19.0,µg/m³,33.0,29.0,18.0,33.0
1546,Sofienbergparken,2024-05-13 16:00:00+00:00,88.0,4.8,6.3,µg/m³,38.0,20.0,6.0,38.0
1547,Sofienbergparken,2024-05-13 17:00:00+00:00,69.0,6.3,28.0,µg/m³,30.0,26.0,26.0,30.0
1548,Sofienbergparken,2024-05-13 18:00:00+00:00,59.0,5.6,38.0,µg/m³,26.0,23.0,36.0,36.0
1549,Sofienbergparken,2024-05-13 19:00:00+00:00,89.0,7.2,7.8,µg/m³,39.0,30.0,7.0,39.0
1550,Sofienbergparken,2024-05-13 20:00:00+00:00,84.0,7.1,9.5,µg/m³,36.0,30.0,9.0,36.0
1551,Sofienbergparken,2024-05-13 21:00:00+00:00,74.0,9.3,12.0,µg/m³,32.0,39.0,11.0,39.0
1552,Sofienbergparken,2024-05-13 22:00:00+00:00,73.0,5.6,11.0,µg/m³,32.0,23.0,10.0,32.0
1553,Sofienbergparken,2024-05-13 23:00:00+00:00,70.0,6.0,10.0,µg/m³,30.0,25.0,9.0,30.0
1554,Sofienbergparken,2024-05-14 00:00:00+00:00,46.0,4.9,11.0,µg/m³,20.0,20.0,10.0,20.0
1555,Sofienbergparken,2024-05-14 01:00:00+00:00,41.0,7.2,8.3,µg/m³,18.0,30.0,8.0,30.0
1556,Sofienbergparken,2024-05-14 02:00:00+00:00,42.0,7.1,6.7,µg/m³,18.0,30.0,6.0,30.0
1557,Sofienbergparken,2024-05-14 03:00:00+00:00,36.0,8.2,7.6,µg/m³,16.0,34.0,7.0,34.0
1558,Sofienbergparken,2024-05-14 04:00:00+00:00,35.0,5.6,8.8,µg/m³,15.0,23.0,8.0,23.0
1559,Sofienbergparken,2024-05-14 05:00:00+00:00,37.0,6.1,12.0,µg/m³,16.0,25.0,11.0,25.0
1560,Sofienbergparken,2024-05-14 06:00:00+00:00,44.0,6.4,19.0,µg/m³,19.0,27.0,18.0,27.0
1561,Sofienbergparken,2024-05-14 07:00:00+00:00,54.0,8.1,22.0,µg/m³,23.0,34.0,21.0,34.0
1562,Sofienbergparken,2024-05-14 08:00:00+00:00,67.0,9.5,22.0,µg/m³,29.0,40.0,21.0,40.0
1563,Sofienbergparken,2024-05-14 09:00:00+00:00,87.0,7.2,14.0,µg/m³,38.0,30.0,13.0,38.0
1564,Sofienbergparken,2024-05-14 10:00:00+00:00,95.0,4.9,8.0,µg/m³,41.0,20.0,8.0,41.0
1565,Sofienbergparken,2024-05-14 11:00:00+00:00,100.0,4.4,5.4,µg/m³,43.0,18.0,5.0,43.0
1566,Sofienbergparken,2024-05-14 12:00:00+00:00,100.0,8.2,5.3,µg/m³,43.0,34.0,5.0,43.0
1567,Sofienbergparken,2024-05-14 13:00:00+00:00,100.0,3.2,7.5,µg/m³,43.0,13.0,7.0,43.0
1568,Sofienbergparken,2024-05-14 14:00:00+00:00,100.0,0.89,3.7,µg/m³,43.0,4.0,3.0,43.0
1569,Sofienbergparken,2024-05-14 15:00:00+00:00,100.0,3.3,4.2,µg/m³,43.0,14.0,4.0,43.0
1570,Sofienbergparken,2024-05-14 16:00:00+00:00,99.0,2.9,3.9,µg/m³,43.0,12.0,4.0,43.0
1571,Sofienbergparken,2024-05-14 17:00:00+00:00,100.0,4.3,3.4,µg/m³,43.0,18.0,3.0,43.0
1572,Sofienbergparken,2024-05-14 18:00:00+00:00,60.0,4.3,2.6,µg/m³,26.0,18.0,2.0,26.0
1573,Sofienbergparken,2024-05-14 19:00:00+00:00,0.1,-1.0,-0.0037,µg/m³,0.0,,,0.0
1574,Sofienbergparken,2024-05-14 20:00:00+00:00,0.33,0.0,-0.062,µg/m³,0.0,0.0,,0.0
1575,Sofienbergparken,2024-05-14 21:00:00+00:00,0.37,0.0,-0.074,µg/m³,0.0,0.0,,0.0
1576,Sofienbergparken,2024-05-14 22:00:00+00:00,0.32,0.0,-0.06,µg/m³,0.0,0.0,,0.0
1577,Sofienbergparken,2024-05-14 23:00:00+00:00,0.24,0.0,-0.078,µg/m³,0.0,0.0,,0.0
1578,Sofienbergparken,2024-05-15 00:00:00+00:00,0.37,0.0,-0.097,µg/m³,0.0,0.0,,0.0
1579,Sofienbergparken,2024-05-15 01:00:00+00:00,0.3,0.0,-0.019,µg/m³,0.0,0.0,,0.0
1580,Sofienbergparken,2024-05-15 02:00:00+00:00,0.27,-1.0,-0.062,µg/m³,0.0,,,0.0
1581,Sofienbergparken,2024-05-15 03:00:00+00:00,0.41,0.0,0.093,µg/m³,0.0,0.0,0.0,0.0
1582,Sofienbergparken,2024-05-15 04:00:00+00:00,0.51,-1.0,0.069,µg/m³,0.0,,0.0,0.0
