location_name,datetimeUtc,pm25,O3,unit,AQI_O3,AQI_PM25,AQI
Beijing,2024-03-17 13:00:00+00:00,22.0,86.38036809815951,µg/m³,37.0,72,72.0
Beijing,2024-03-17 14:00:00+00:00,24.0,68.7116564417178,µg/m³,30.0,76,76.0
Beijing,2024-03-17 15:00:00+00:00,33.0,60.858895705521476,µg/m³,26.0,95,95.0
Beijing,2024-03-17 16:00:00+00:00,34.0,53.00613496932515,µg/m³,23.0,97,97.0
Beijing,2024-03-17 17:00:00+00:00,41.0,31.411042944785276,µg/m³,14.0,115,115.0
Beijing,2024-03-17 18:00:00+00:00,40.0,19.631901840490798,µg/m³,8.0,112,112.0
Beijing,2024-03-17 19:00:00+00:00,40.0,15.705521472392638,µg/m³,7.0,112,112.0
Beijing,2024-03-17 20:00:00+00:00,40.0,15.705521472392638,µg/m³,7.0,112,112.0
Beijing,2024-03-17 21:00:00+00:00,45.0,9.815950920245399,µg/m³,4.0,124,124.0
Beijing,2024-03-17 22:00:00+00:00,46.0,5.889570552147241,µg/m³,3.0,127,127.0
Beijing,2024-03-17 23:00:00+00:00,49.0,5.889570552147241,µg/m³,3.0,134,134.0
Beijing,2024-03-18 00:00:00+00:00,47.0,19.631901840490798,µg/m³,8.0,129,129.0
Beijing,2024-03-18 01:00:00+00:00,47.0,35.33742331288343,µg/m³,15.0,129,129.0
Beijing,2024-03-18 02:00:00+00:00,53.0,43.190184049079754,µg/m³,19.0,144,144.0
Beijing,2024-03-18 03:00:00+00:00,51.0,54.969325153374236,µg/m³,24.0,139,139.0
Beijing,2024-03-18 04:00:00+00:00,51.0,66.74846625766872,µg/m³,29.0,139,139.0
Beijing,2024-03-18 05:00:00+00:00,55.0,68.7116564417178,µg/m³,30.0,149,149.0
Beijing,2024-03-18 06:00:00+00:00,54.0,74.60122699386503,µg/m³,32.0,147,147.0
Beijing,2024-03-18 07:00:00+00:00,54.0,78.52760736196319,µg/m³,34.0,147,147.0
Beijing,2024-03-18 08:00:00+00:00,55.0,84.41717791411043,µg/m³,37.0,149,149.0
Beijing,2024-03-18 09:00:00+00:00,50.0,88.34355828220859,µg/m³,38.0,137,137.0
Beijing,2024-03-18 10:00:00+00:00,59.0,78.52760736196319,µg/m³,34.0,153,153.0
Beijing,2024-03-18 11:00:00+00:00,46.0,76.56441717791411,µg/m³,33.0,127,127.0
Beijing,2024-03-18 12:00:00+00:00,38.0,82.45398773006136,µg/m³,36.0,107,107.0
Beijing,2024-03-18 13:00:00+00:00,47.0,86.38036809815951,µg/m³,37.0,129,129.0
Beijing,2024-03-18 14:00:00+00:00,80.0,86.38036809815951,µg/m³,37.0,164,164.0
Beijing,2024-03-18 15:00:00+00:00,77.0,88.34355828220859,µg/m³,38.0,162,162.0
Beijing,2024-03-18 16:00:00+00:00,65.0,84.41717791411043,µg/m³,37.0,156,156.0
Beijing,2024-03-18 17:00:00+00:00,57.0,80.49079754601227,µg/m³,35.0,152,152.0
Beijing,2024-03-18 18:00:00+00:00,42.0,76.56441717791411,µg/m³,33.0,117,117.0
Beijing,2024-03-18 19:00:00+00:00,23.0,78.52760736196319,µg/m³,34.0,74,74.0
Beijing,2024-03-18 20:00:00+00:00,20.0,72.63803680981594,µg/m³,31.0,68,68.0
Beijing,2024-03-18 21:00:00+00:00,13.0,62.82208588957055,µg/m³,27.0,53,53.0
Beijing,2024-03-18 22:00:00+00:00,17.0,58.895705521472394,µg/m³,25.0,61,61.0
Beijing,2024-03-18 23:00:00+00:00,19.0,58.895705521472394,µg/m³,25.0,66,66.0
Beijing,2024-03-19 00:00:00+00:00,21.0,49.079754601227,µg/m³,21.0,70,70.0
Beijing,2024-03-19 01:00:00+00:00,16.0,70.67484662576686,µg/m³,31.0,59,59.0
Beijing,2024-03-19 02:00:00+00:00,14.0,70.67484662576686,µg/m³,31.0,55,55.0
Beijing,2024-03-19 03:00:00+00:00,16.0,74.60122699386503,µg/m³,32.0,59,59.0
Beijing,2024-03-19 04:00:00+00:00,15.0,82.45398773006136,µg/m³,36.0,57,57.0
Beijing,2024-03-19 05:00:00+00:00,14.0,84.41717791411043,µg/m³,37.0,55,55.0
Beijing,2024-03-19 06:00:00+00:00,12.0,88.34355828220859,µg/m³,38.0,50,50.0
Beijing,2024-03-19 07:00:00+00:00,13.0,88.34355828220859,µg/m³,38.0,53,53.0
Beijing,2024-03-19 08:00:00+00:00,12.0,88.34355828220859,µg/m³,38.0,50,50.0
Beijing,2024-03-19 09:00:00+00:00,14.0,86.38036809815951,µg/m³,37.0,55,55.0
Beijing,2024-03-19 10:00:00+00:00,18.0,84.41717791411043,µg/m³,37.0,63,63.0
Beijing,2024-03-19 11:00:00+00:00,19.0,84.41717791411043,µg/m³,37.0,66,66.0
Beijing,2024-03-19 12:00:00+00:00,20.0,84.41717791411043,µg/m³,37.0,68,68.0
Beijing,2024-03-19 13:00:00+00:00,21.0,84.41717791411043,µg/m³,37.0,70,70.0
Beijing,2024-03-19 14:00:00+00:00,14.0,86.38036809815951,µg/m³,37.0,55,55.0
Beijing,2024-03-19 15:00:00+00:00,12.0,84.41717791411043,µg/m³,37.0,50,50.0
Beijing,2024-03-19 16:00:00+00:00,13.0,74.60122699386503,µg/m³,32.0,53,53.0
Beijing,2024-03-19 17:00:00+00:00,13.0,68.7116564417178,µg/m³,30.0,53,53.0
Beijing,2024-03-19 18:00:00+00:00,17.0,53.00613496932515,µg/m³,23.0,61,61.0
Beijing,2024-03-19 19:00:00+00:00,13.0,45.15337423312884,µg/m³,20.0,53,53.0
Beijing,2024-03-19 20:00:00+00:00,11.0,53.00613496932515,µg/m³,23.0,46,46.0
Beijing,2024-03-19 21:00:00+00:00,12.0,43.190184049079754,µg/m³,19.0,50,50.0
Beijing,2024-03-19 22:00:00+00:00,11.0,53.00613496932515,µg/m³,23.0,46,46.0
Beijing,2024-03-19 23:00:00+00:00,13.0,39.263803680981596,µg/m³,17.0,53,53.0
Beijing,2024-03-20 00:00:00+00:00,12.0,47.116564417177926,µg/m³,20.0,50,50.0
Beijing,2024-03-20 01:00:00+00:00,16.0,62.82208588957055,µg/m³,27.0,59,59.0
Beijing,2024-03-20 02:00:00+00:00,15.0,70.67484662576686,µg/m³,31.0,57,57.0
Beijing,2024-03-20 03:00:00+00:00,14.0,76.56441717791411,µg/m³,33.0,55,55.0
Beijing,2024-03-20 04:00:00+00:00,17.0,78.52760736196319,µg/m³,34.0,61,61.0
Beijing,2024-03-20 06:00:00+00:00,11.0,86.38036809815951,µg/m³,37.0,46,46.0
Beijing,2024-03-20 07:00:00+00:00,20.0,92.26993865030676,µg/m³,40.0,68,68.0
Beijing,2024-03-20 08:00:00+00:00,17.0,94.23312883435585,µg/m³,41.0,61,61.0
Beijing,2024-03-20 09:00:00+00:00,20.0,92.26993865030676,µg/m³,40.0,68,68.0
Beijing,2024-03-20 10:00:00+00:00,27.0,88.34355828220859,µg/m³,38.0,82,82.0
Beijing,2024-03-20 11:00:00+00:00,28.0,82.45398773006136,µg/m³,36.0,84,84.0
Beijing,2024-03-20 12:00:00+00:00,33.0,78.52760736196319,µg/m³,34.0,95,95.0
Beijing,2024-03-20 13:00:00+00:00,25.0,78.52760736196319,µg/m³,34.0,78,78.0
Beijing,2024-03-20 14:00:00+00:00,31.0,76.56441717791411,µg/m³,33.0,91,91.0
Beijing,2024-03-20 15:00:00+00:00,31.0,70.67484662576686,µg/m³,31.0,91,91.0
Beijing,2024-03-20 17:00:00+00:00,33.0,43.190184049079754,µg/m³,19.0,95,95.0
Beijing,2024-03-20 18:00:00+00:00,35.0,5.889570552147241,µg/m³,3.0,99,99.0
Beijing,2024-03-20 20:00:00+00:00,39.0,3.9263803680981595,µg/m³,2.0,110,110.0
Beijing,2024-03-20 21:00:00+00:00,39.0,5.889570552147241,µg/m³,3.0,110,110.0
Beijing,2024-03-20 22:00:00+00:00,41.0,3.9263803680981595,µg/m³,2.0,115,115.0
Beijing,2024-03-21 04:00:00+00:00,59.0,62.82208588957055,µg/m³,27.0,153,153.0
Beijing,2024-03-21 05:00:00+00:00,61.0,60.858895705521476,µg/m³,26.0,154,154.0
Beijing,2024-03-21 07:00:00+00:00,76.0,49.079754601227,µg/m³,21.0,162,162.0
Beijing,2024-03-21 08:00:00+00:00,72.0,51.04294478527608,µg/m³,22.0,160,160.0
Beijing,2024-03-21 09:00:00+00:00,71.0,62.82208588957055,µg/m³,27.0,159,159.0
Beijing,2024-03-21 10:00:00+00:00,70.0,51.04294478527608,µg/m³,22.0,158,158.0
Beijing,2024-03-21 11:00:00+00:00,63.0,47.116564417177926,µg/m³,20.0,155,155.0
Beijing,2024-03-21 12:00:00+00:00,60.0,43.190184049079754,µg/m³,19.0,153,153.0
Beijing,2024-03-21 13:00:00+00:00,50.0,54.969325153374236,µg/m³,24.0,137,137.0
Beijing,2024-03-21 14:00:00+00:00,54.0,66.74846625766872,µg/m³,29.0,147,147.0
Beijing,2024-03-21 15:00:00+00:00,62.0,66.74846625766872,µg/m³,29.0,154,154.0
Beijing,2024-03-21 16:00:00+00:00,64.0,70.67484662576686,µg/m³,31.0,155,155.0
Beijing,2024-03-21 17:00:00+00:00,66.0,60.858895705521476,µg/m³,26.0,156,156.0
Beijing,2024-03-21 18:00:00+00:00,64.0,53.00613496932515,µg/m³,23.0,155,155.0
Beijing,2024-03-21 19:00:00+00:00,63.0,23.558282208588963,µg/m³,10.0,155,155.0
Beijing,2024-03-21 20:00:00+00:00,70.0,5.889570552147241,µg/m³,3.0,158,158.0
Beijing,2024-03-21 21:00:00+00:00,67.0,5.889570552147241,µg/m³,3.0,157,157.0
Beijing,2024-03-21 22:00:00+00:00,65.0,5.889570552147241,µg/m³,3.0,156,156.0
Beijing,2024-03-21 23:00:00+00:00,60.0,9.815950920245399,µg/m³,4.0,153,153.0
Beijing,2024-03-22 00:00:00+00:00,69.0,13.742331288343559,µg/m³,6.0,158,158.0
Beijing,2024-03-22 01:00:00+00:00,72.0,29.447852760736197,µg/m³,13.0,160,160.0
Beijing,2024-03-22 02:00:00+00:00,68.0,47.116564417177926,µg/m³,20.0,157,157.0
Beijing,2024-03-22 03:00:00+00:00,55.0,82.45398773006136,µg/m³,36.0,149,149.0
Beijing,2024-03-22 04:00:00+00:00,43.0,96.19631901840494,µg/m³,42.0,119,119.0
Beijing,2024-03-22 05:00:00+00:00,25.0,102.08588957055215,µg/m³,44.0,78,78.0
Beijing,2024-03-22 06:00:00+00:00,14.0,104.04907975460122,µg/m³,45.0,55,55.0
Beijing,2024-03-22 07:00:00+00:00,13.0,106.0122699386503,µg/m³,46.0,53,53.0
Beijing,2024-03-22 08:00:00+00:00,11.0,106.0122699386503,µg/m³,46.0,46,46.0
Beijing,2024-03-22 09:00:00+00:00,10.0,106.0122699386503,µg/m³,46.0,42,46.0
Beijing,2024-03-22 10:00:00+00:00,14.0,98.159509202454,µg/m³,42.0,55,55.0
Beijing,2024-03-22 11:00:00+00:00,11.0,82.45398773006136,µg/m³,36.0,46,46.0
Beijing,2024-03-22 12:00:00+00:00,39.0,86.38036809815951,µg/m³,37.0,110,110.0
Beijing,2024-03-22 13:00:00+00:00,53.0,92.26993865030676,µg/m³,40.0,144,144.0
Beijing,2024-03-22 14:00:00+00:00,0.0,62.82208588957055,µg/m³,27.0,0,27.0
Beijing,2024-03-22 15:00:00+00:00,150.0,54.969325153374236,µg/m³,24.0,200,200.0
Beijing,2024-03-22 16:00:00+00:00,100.0,23.558282208588963,µg/m³,10.0,174,174.0
Beijing,2024-03-22 17:00:00+00:00,82.0,5.889570552147241,µg/m³,3.0,165,165.0
Beijing,2024-03-22 18:00:00+00:00,130.0,5.889570552147241,µg/m³,3.0,189,189.0
Beijing,2024-03-22 19:00:00+00:00,71.0,5.889570552147241,µg/m³,3.0,159,159.0
Beijing,2024-03-22 20:00:00+00:00,27.0,5.889570552147241,µg/m³,3.0,82,82.0
Beijing,2024-03-22 21:00:00+00:00,19.0,5.889570552147241,µg/m³,3.0,66,66.0
Beijing,2024-03-22 22:00:00+00:00,38.0,5.889570552147241,µg/m³,3.0,107,107.0
Beijing,2024-03-22 23:00:00+00:00,27.0,5.889570552147241,µg/m³,3.0,82,82.0
Beijing,2024-03-23 00:00:00+00:00,20.0,13.742331288343559,µg/m³,6.0,68,68.0
Beijing,2024-03-23 01:00:00+00:00,47.0,15.705521472392638,µg/m³,7.0,129,129.0
Beijing,2024-03-23 02:00:00+00:00,74.0,25.52147239263804,µg/m³,11.0,161,161.0
Beijing,2024-03-23 03:00:00+00:00,91.0,58.895705521472394,µg/m³,25.0,169,169.0
Beijing,2024-03-23 04:00:00+00:00,95.0,78.52760736196319,µg/m³,34.0,171,171.0
Beijing,2024-03-23 05:00:00+00:00,92.0,104.04907975460122,µg/m³,45.0,170,170.0
Beijing,2024-03-23 06:00:00+00:00,91.0,133.49693251533745,µg/m³,75.0,169,169.0
Beijing,2024-03-23 07:00:00+00:00,94.0,145.2760736196319,µg/m³,93.0,171,171.0
Beijing,2024-03-23 08:00:00+00:00,95.0,133.49693251533745,µg/m³,75.0,171,171.0
Beijing,2024-03-23 09:00:00+00:00,96.0,131.53374233128835,µg/m³,72.0,172,172.0
Beijing,2024-03-23 10:00:00+00:00,100.0,131.53374233128835,µg/m³,72.0,174,174.0
Beijing,2024-03-23 11:00:00+00:00,89.0,121.71779141104295,µg/m³,57.0,168,168.0
Beijing,2024-03-23 12:00:00+00:00,94.0,106.0122699386503,µg/m³,46.0,171,171.0
Beijing,2024-03-23 13:00:00+00:00,97.0,94.23312883435585,µg/m³,41.0,172,172.0
Beijing,2024-03-23 14:00:00+00:00,86.0,84.41717791411043,µg/m³,37.0,167,167.0
Beijing,2024-03-23 15:00:00+00:00,83.0,76.56441717791411,µg/m³,33.0,165,165.0
Beijing,2024-03-23 16:00:00+00:00,81.0,68.7116564417178,µg/m³,30.0,164,164.0
Beijing,2024-03-23 17:00:00+00:00,71.0,54.969325153374236,µg/m³,24.0,159,159.0
Beijing,2024-03-23 18:00:00+00:00,68.0,47.116564417177926,µg/m³,20.0,157,157.0
Beijing,2024-03-23 19:00:00+00:00,76.0,41.22699386503068,µg/m³,18.0,162,162.0
Beijing,2024-03-23 20:00:00+00:00,75.0,43.190184049079754,µg/m³,19.0,161,161.0
Beijing,2024-03-23 21:00:00+00:00,74.0,31.411042944785276,µg/m³,14.0,161,161.0
Beijing,2024-03-23 22:00:00+00:00,79.0,21.595092024539877,µg/m³,9.0,163,163.0
Beijing,2024-03-23 23:00:00+00:00,79.0,31.411042944785276,µg/m³,14.0,163,163.0
Beijing,2024-03-24 00:00:00+00:00,69.0,45.15337423312884,µg/m³,20.0,158,158.0
Beijing,2024-03-24 01:00:00+00:00,81.0,54.969325153374236,µg/m³,24.0,164,164.0
Beijing,2024-03-24 02:00:00+00:00,79.0,72.63803680981594,µg/m³,31.0,163,163.0
Beijing,2024-03-24 03:00:00+00:00,63.0,90.30674846625767,µg/m³,39.0,155,155.0
Beijing,2024-03-24 04:00:00+00:00,58.0,98.159509202454,µg/m³,42.0,152,152.0
Beijing,2024-03-24 05:00:00+00:00,63.0,100.12269938650307,µg/m³,43.0,155,155.0
Beijing,2024-03-24 06:00:00+00:00,58.0,90.30674846625767,µg/m³,39.0,152,152.0
Beijing,2024-03-24 07:00:00+00:00,66.0,84.41717791411043,µg/m³,37.0,156,156.0
Beijing,2024-03-24 08:00:00+00:00,65.0,80.49079754601227,µg/m³,35.0,156,156.0
Beijing,2024-03-24 09:00:00+00:00,61.0,88.34355828220859,µg/m³,38.0,154,154.0
Beijing,2024-03-24 10:00:00+00:00,65.0,84.41717791411043,µg/m³,37.0,156,156.0
Beijing,2024-03-24 11:00:00+00:00,88.0,88.34355828220859,µg/m³,38.0,168,168.0
Beijing,2024-03-24 12:00:00+00:00,31.0,80.49079754601227,µg/m³,35.0,91,91.0
Beijing,2024-03-24 13:00:00+00:00,46.0,74.60122699386503,µg/m³,32.0,127,127.0
Beijing,2024-03-24 14:00:00+00:00,42.0,84.41717791411043,µg/m³,37.0,117,117.0
Beijing,2024-03-24 15:00:00+00:00,43.0,72.63803680981594,µg/m³,31.0,119,119.0
Beijing,2024-03-24 16:00:00+00:00,72.0,51.04294478527608,µg/m³,22.0,160,160.0
Beijing,2024-03-24 17:00:00+00:00,82.0,47.116564417177926,µg/m³,20.0,165,165.0
Beijing,2024-03-24 18:00:00+00:00,80.0,56.932515337423325,µg/m³,25.0,164,164.0
Beijing,2024-03-24 19:00:00+00:00,83.0,49.079754601227,µg/m³,21.0,165,165.0
Beijing,2024-03-24 20:00:00+00:00,77.0,45.15337423312884,µg/m³,20.0,162,162.0
Beijing,2024-03-24 21:00:00+00:00,85.0,45.15337423312884,µg/m³,20.0,166,166.0
Beijing,2024-03-24 22:00:00+00:00,91.0,39.263803680981596,µg/m³,17.0,169,169.0
Beijing,2024-03-24 23:00:00+00:00,92.0,27.484662576687118,µg/m³,12.0,170,170.0
Beijing,2024-03-25 00:00:00+00:00,77.0,41.22699386503068,µg/m³,18.0,162,162.0
Beijing,2024-03-25 01:00:00+00:00,80.0,49.079754601227,µg/m³,21.0,164,164.0
Beijing,2024-03-25 02:00:00+00:00,70.0,62.82208588957055,µg/m³,27.0,158,158.0
Beijing,2024-03-25 03:00:00+00:00,71.0,58.895705521472394,µg/m³,25.0,159,159.0
Beijing,2024-03-25 04:00:00+00:00,70.0,66.74846625766872,µg/m³,29.0,158,158.0
Beijing,2024-03-25 05:00:00+00:00,62.0,84.41717791411043,µg/m³,37.0,154,154.0
Beijing,2024-03-25 06:00:00+00:00,53.0,98.159509202454,µg/m³,42.0,144,144.0
Beijing,2024-03-25 07:00:00+00:00,55.0,104.04907975460122,µg/m³,45.0,149,149.0
Beijing,2024-03-25 08:00:00+00:00,58.0,107.97546012269939,µg/m³,47.0,152,152.0
Beijing,2024-03-25 09:00:00+00:00,61.0,113.86503067484665,µg/m³,49.0,154,154.0
Beijing,2024-03-25 10:00:00+00:00,69.0,106.0122699386503,µg/m³,46.0,158,158.0
Beijing,2024-03-25 11:00:00+00:00,65.0,94.23312883435585,µg/m³,41.0,156,156.0
Beijing,2024-03-25 12:00:00+00:00,65.0,86.38036809815951,µg/m³,37.0,156,156.0
Beijing,2024-03-25 13:00:00+00:00,69.0,72.63803680981594,µg/m³,31.0,158,158.0
Beijing,2024-03-25 14:00:00+00:00,69.0,68.7116564417178,µg/m³,30.0,158,158.0
Beijing,2024-03-25 15:00:00+00:00,78.0,54.969325153374236,µg/m³,24.0,163,163.0
Beijing,2024-03-25 16:00:00+00:00,92.0,19.631901840490798,µg/m³,8.0,170,170.0
Beijing,2024-03-25 17:00:00+00:00,94.0,5.889570552147241,µg/m³,3.0,171,171.0
Beijing,2024-03-25 18:00:00+00:00,88.0,1.9631901840490797,µg/m³,1.0,168,168.0
Beijing,2024-03-25 19:00:00+00:00,87.0,3.9263803680981595,µg/m³,2.0,167,167.0
Beijing,2024-03-25 20:00:00+00:00,86.0,3.9263803680981595,µg/m³,2.0,167,167.0
Beijing,2024-03-25 21:00:00+00:00,77.0,1.9631901840490797,µg/m³,1.0,162,162.0
Beijing,2024-03-25 22:00:00+00:00,81.0,3.9263803680981595,µg/m³,2.0,164,164.0
Beijing,2024-03-25 23:00:00+00:00,80.0,3.9263803680981595,µg/m³,2.0,164,164.0
Beijing,2024-03-26 00:00:00+00:00,83.0,9.815950920245399,µg/m³,4.0,165,165.0
Beijing,2024-03-26 01:00:00+00:00,87.0,11.779141104294482,µg/m³,5.0,167,167.0
Beijing,2024-03-26 02:00:00+00:00,89.0,15.705521472392638,µg/m³,7.0,168,168.0
Beijing,2024-03-26 03:00:00+00:00,88.0,25.52147239263804,µg/m³,11.0,168,168.0
Beijing,2024-03-26 04:00:00+00:00,79.0,31.411042944785276,µg/m³,14.0,163,163.0
Beijing,2024-03-26 05:00:00+00:00,90.0,43.190184049079754,µg/m³,19.0,169,169.0
Beijing,2024-03-26 06:00:00+00:00,94.0,43.190184049079754,µg/m³,19.0,171,171.0
Beijing,2024-03-26 07:00:00+00:00,100.0,37.30061349693251,µg/m³,16.0,174,174.0
Beijing,2024-03-26 08:00:00+00:00,100.0,43.190184049079754,µg/m³,19.0,174,174.0
Beijing,2024-03-26 09:00:00+00:00,110.0,47.116564417177926,µg/m³,20.0,179,179.0
Beijing,2024-03-26 10:00:00+00:00,110.0,31.411042944785276,µg/m³,14.0,179,179.0
Beijing,2024-03-26 11:00:00+00:00,110.0,29.447852760736197,µg/m³,13.0,179,179.0
Beijing,2024-03-26 12:00:00+00:00,110.0,27.484662576687118,µg/m³,12.0,179,179.0
Beijing,2024-03-26 13:00:00+00:00,110.0,25.52147239263804,µg/m³,11.0,179,179.0
Beijing,2024-03-26 14:00:00+00:00,110.0,21.595092024539877,µg/m³,9.0,179,179.0
Beijing,2024-03-26 15:00:00+00:00,110.0,9.815950920245399,µg/m³,4.0,179,179.0
Beijing,2024-03-26 16:00:00+00:00,100.0,3.9263803680981595,µg/m³,2.0,174,174.0
Beijing,2024-03-26 17:00:00+00:00,120.0,3.9263803680981595,µg/m³,2.0,184,184.0
Beijing,2024-03-26 18:00:00+00:00,110.0,7.852760736196319,µg/m³,3.0,179,179.0
Beijing,2024-03-26 19:00:00+00:00,98.0,11.779141104294482,µg/m³,5.0,173,173.0
Beijing,2024-03-26 20:00:00+00:00,100.0,3.9263803680981595,µg/m³,2.0,174,174.0
Beijing,2024-03-26 21:00:00+00:00,100.0,5.889570552147241,µg/m³,3.0,174,174.0
Beijing,2024-03-26 22:00:00+00:00,100.0,7.852760736196319,µg/m³,3.0,174,174.0
Beijing,2024-03-26 23:00:00+00:00,110.0,21.595092024539877,µg/m³,9.0,179,179.0
Beijing,2024-03-27 00:00:00+00:00,110.0,23.558282208588963,µg/m³,10.0,179,179.0
Beijing,2024-03-27 01:00:00+00:00,110.0,15.705521472392638,µg/m³,7.0,179,179.0
Beijing,2024-03-27 02:00:00+00:00,110.0,15.705521472392638,µg/m³,7.0,179,179.0
Beijing,2024-03-27 03:00:00+00:00,120.0,17.668711656441715,µg/m³,8.0,184,184.0
Beijing,2024-03-27 04:00:00+00:00,120.0,19.631901840490798,µg/m³,8.0,184,184.0
Beijing,2024-03-27 05:00:00+00:00,130.0,21.595092024539877,µg/m³,9.0,189,189.0
Beijing,2024-03-27 06:00:00+00:00,140.0,25.52147239263804,µg/m³,11.0,195,195.0
Beijing,2024-03-27 07:00:00+00:00,140.0,255.21472392638037,µg/m³,215.0,195,215.0
Beijing,2024-03-27 08:00:00+00:00,0.0,25.52147239263804,µg/m³,11.0,0,11.0
Beijing,2024-03-27 09:00:00+00:00,0.0,19.631901840490798,µg/m³,8.0,0,8.0
Beijing,2024-03-27 10:00:00+00:00,160.0,19.631901840490798,µg/m³,8.0,210,210.0
Beijing,2024-03-27 11:00:00+00:00,150.0,7.852760736196319,µg/m³,3.0,200,200.0
Beijing,2024-03-27 12:00:00+00:00,140.0,3.9263803680981595,µg/m³,2.0,195,195.0
Beijing,2024-03-27 13:00:00+00:00,150.0,1.9631901840490797,µg/m³,1.0,200,200.0
Beijing,2024-03-27 14:00:00+00:00,140.0,3.9263803680981595,µg/m³,2.0,195,195.0
Beijing,2024-03-27 15:00:00+00:00,130.0,3.9263803680981595,µg/m³,2.0,189,189.0
Beijing,2024-03-27 16:00:00+00:00,140.0,3.9263803680981595,µg/m³,2.0,195,195.0
Beijing,2024-03-27 17:00:00+00:00,180.0,33.37423312883436,µg/m³,14.0,230,230.0
Beijing,2024-03-27 18:00:00+00:00,340.0,90.30674846625767,µg/m³,39.0,390,390.0
Beijing,2024-03-27 19:00:00+00:00,240.0,98.159509202454,µg/m³,42.0,290,290.0
Beijing,2024-03-27 20:00:00+00:00,230.0,92.26993865030676,µg/m³,40.0,280,280.0
Beijing,2024-03-27 21:00:00+00:00,200.0,94.23312883435585,µg/m³,41.0,250,250.0
Beijing,2024-03-27 22:00:00+00:00,170.0,98.159509202454,µg/m³,42.0,220,220.0
Beijing,2024-03-27 23:00:00+00:00,130.0,96.19631901840494,µg/m³,42.0,189,189.0
Beijing,2024-03-28 00:00:00+00:00,63.0,96.19631901840494,µg/m³,42.0,155,155.0
Beijing,2024-03-28 01:00:00+00:00,36.0,100.12269938650307,µg/m³,43.0,102,102.0
Beijing,2024-03-28 02:00:00+00:00,19.0,102.08588957055215,µg/m³,44.0,66,66.0
Beijing,2024-03-28 03:00:00+00:00,16.0,102.08588957055215,µg/m³,44.0,59,59.0
Beijing,2024-03-28 04:00:00+00:00,11.0,106.0122699386503,µg/m³,46.0,46,46.0
Beijing,2024-03-28 05:00:00+00:00,21.0,106.0122699386503,µg/m³,46.0,70,70.0
Beijing,2024-03-28 06:00:00+00:00,13.0,106.0122699386503,µg/m³,46.0,53,53.0
Beijing,2024-03-28 07:00:00+00:00,16.0,104.04907975460122,µg/m³,45.0,59,59.0
Beijing,2024-03-28 08:00:00+00:00,18.0,106.0122699386503,µg/m³,46.0,63,63.0
Beijing,2024-03-28 09:00:00+00:00,19.0,104.04907975460122,µg/m³,45.0,66,66.0
Beijing,2024-03-28 10:00:00+00:00,23.0,98.159509202454,µg/m³,42.0,74,74.0
Beijing,2024-03-28 11:00:00+00:00,23.0,92.26993865030676,µg/m³,40.0,74,74.0
Beijing,2024-03-28 12:00:00+00:00,19.0,86.38036809815951,µg/m³,37.0,66,66.0
Beijing,2024-03-28 13:00:00+00:00,25.0,64.78527607361963,µg/m³,28.0,78,78.0
Beijing,2024-03-28 14:00:00+00:00,27.0,43.190184049079754,µg/m³,19.0,82,82.0
Beijing,2024-03-28 15:00:00+00:00,24.0,41.22699386503068,µg/m³,18.0,76,76.0
Beijing,2024-03-28 16:00:00+00:00,11.0,58.895705521472394,µg/m³,25.0,46,46.0
Beijing,2024-03-28 17:00:00+00:00,18.0,72.63803680981594,µg/m³,31.0,63,63.0
Beijing,2024-03-28 18:00:00+00:00,68.0,92.26993865030676,µg/m³,40.0,157,157.0
Beijing,2024-03-28 19:00:00+00:00,69.0,96.19631901840494,µg/m³,42.0,158,158.0
Beijing,2024-03-28 20:00:00+00:00,66.0,94.23312883435585,µg/m³,41.0,156,156.0
Beijing,2024-03-28 21:00:00+00:00,61.0,94.23312883435585,µg/m³,41.0,154,154.0
Beijing,2024-03-28 22:00:00+00:00,43.0,96.19631901840494,µg/m³,42.0,119,119.0
Beijing,2024-03-28 23:00:00+00:00,44.0,94.23312883435585,µg/m³,41.0,122,122.0
Beijing,2024-03-29 00:00:00+00:00,47.0,92.26993865030676,µg/m³,40.0,129,129.0
Beijing,2024-03-29 01:00:00+00:00,35.0,96.19631901840494,µg/m³,42.0,99,99.0
Beijing,2024-03-29 02:00:00+00:00,27.0,100.12269938650307,µg/m³,43.0,82,82.0
Beijing,2024-03-29 03:00:00+00:00,23.0,104.04907975460122,µg/m³,45.0,74,74.0
Beijing,2024-03-29 04:00:00+00:00,14.0,104.04907975460122,µg/m³,45.0,55,55.0
Beijing,2024-03-29 05:00:00+00:00,16.0,106.0122699386503,µg/m³,46.0,59,59.0
Beijing,2024-03-29 06:00:00+00:00,16.0,109.93865030674847,µg/m³,48.0,59,59.0
Beijing,2024-03-29 07:00:00+00:00,12.0,111.90184049079755,µg/m³,48.0,50,50.0
Beijing,2024-03-29 08:00:00+00:00,10.0,111.90184049079755,µg/m³,48.0,42,48.0
Beijing,2024-03-29 09:00:00+00:00,10.0,109.93865030674847,µg/m³,48.0,42,48.0
Beijing,2024-03-29 10:00:00+00:00,22.0,104.04907975460122,µg/m³,45.0,72,72.0
Beijing,2024-03-29 11:00:00+00:00,24.0,92.26993865030676,µg/m³,40.0,76,76.0
Beijing,2024-03-29 12:00:00+00:00,28.0,82.45398773006136,µg/m³,36.0,84,84.0
