location_name,datetimeUtc,o3,pm25,no2,unit
Sofienbergparken,2024-03-01 01:00:00+00:00,50.0,-0.4,5.6,µg/m³
Sofienbergparken,2024-03-01 02:00:00+00:00,50.0,-1.5,5.2,µg/m³
Sofienbergparken,2024-03-01 03:00:00+00:00,52.0,2.6,4.3,µg/m³
Sofienbergparken,2024-03-01 04:00:00+00:00,52.0,3.6,4.8,µg/m³
Sofienbergparken,2024-03-01 05:00:00+00:00,51.0,7.3,5.5,µg/m³
Sofienbergparken,2024-03-01 06:00:00+00:00,47.0,6.6,6.6,µg/m³
Sofienbergparken,2024-03-01 07:00:00+00:00,31.0,5.5,20.0,µg/m³
Sofienbergparken,2024-03-01 08:00:00+00:00,40.0,14.0,13.0,µg/m³
Sofienbergparken,2024-03-01 09:00:00+00:00,41.0,22.0,10.0,µg/m³
Sofienbergparken,2024-03-01 10:00:00+00:00,43.0,16.0,7.1,µg/m³
Sofienbergparken,2024-03-01 12:00:00+00:00,30.0,21.0,21.0,µg/m³
Sofienbergparken,2024-03-01 13:00:00+00:00,45.0,15.0,11.0,µg/m³
Sofienbergparken,2024-03-01 14:00:00+00:00,41.0,13.0,16.0,µg/m³
Sofienbergparken,2024-03-01 15:00:00+00:00,35.0,14.0,19.0,µg/m³
Sofienbergparken,2024-03-01 17:00:00+00:00,33.0,14.0,14.0,µg/m³
Sofienbergparken,2024-03-01 18:00:00+00:00,34.0,13.0,11.0,µg/m³
Sofienbergparken,2024-03-01 19:00:00+00:00,30.0,15.0,10.0,µg/m³
Sofienbergparken,2024-03-01 20:00:00+00:00,27.0,13.0,9.5,µg/m³
Sofienbergparken,2024-03-01 21:00:00+00:00,21.0,11.0,12.0,µg/m³
Sofienbergparken,2024-03-01 22:00:00+00:00,20.0,10.0,11.0,µg/m³
Sofienbergparken,2024-03-01 23:00:00+00:00,20.0,8.5,10.0,µg/m³
Sofienbergparken,2024-03-02 00:00:00+00:00,19.0,6.6,9.9,µg/m³
Sofienbergparken,2024-03-02 01:00:00+00:00,18.0,5.7,9.9,µg/m³
Sofienbergparken,2024-03-02 02:00:00+00:00,22.0,3.1,5.4,µg/m³
Sofienbergparken,2024-03-02 03:00:00+00:00,22.0,3.0,5.6,µg/m³
Sofienbergparken,2024-03-02 04:00:00+00:00,23.0,6.9,4.4,µg/m³
Sofienbergparken,2024-03-02 05:00:00+00:00,27.0,2.7,3.5,µg/m³
Sofienbergparken,2024-03-02 06:00:00+00:00,29.0,5.2,2.6,µg/m³
Sofienbergparken,2024-03-02 07:00:00+00:00,29.0,4.7,3.1,µg/m³
Sofienbergparken,2024-03-02 08:00:00+00:00,27.0,4.8,4.5,µg/m³
Sofienbergparken,2024-03-02 09:00:00+00:00,29.0,3.0,4.8,µg/m³
Sofienbergparken,2024-03-02 11:00:00+00:00,33.0,3.1,4.5,µg/m³
Sofienbergparken,2024-03-02 12:00:00+00:00,36.0,5.0,4.3,µg/m³
Sofienbergparken,2024-03-02 14:00:00+00:00,34.0,2.6,7.9,µg/m³
Sofienbergparken,2024-03-02 15:00:00+00:00,34.0,3.2,9.1,µg/m³
Sofienbergparken,2024-03-02 16:00:00+00:00,34.0,5.5,8.9,µg/m³
Sofienbergparken,2024-03-02 17:00:00+00:00,31.0,7.0,10.0,µg/m³
Sofienbergparken,2024-03-02 18:00:00+00:00,31.0,6.0,9.3,µg/m³
Sofienbergparken,2024-03-02 20:00:00+00:00,31.0,3.8,7.8,µg/m³
Sofienbergparken,2024-03-02 21:00:00+00:00,32.0,3.6,6.6,µg/m³
Sofienbergparken,2024-03-02 22:00:00+00:00,31.0,6.3,5.6,µg/m³
Sofienbergparken,2024-03-02 23:00:00+00:00,32.0,5.0,5.1,µg/m³
Sofienbergparken,2024-03-03 00:00:00+00:00,32.0,6.8,4.5,µg/m³
Sofienbergparken,2024-03-03 01:00:00+00:00,32.0,4.4,3.7,µg/m³
Sofienbergparken,2024-03-03 02:00:00+00:00,33.0,3.8,2.6,µg/m³
Sofienbergparken,2024-03-03 03:00:00+00:00,34.0,-0.54,2.1,µg/m³
Sofienbergparken,2024-03-03 04:00:00+00:00,34.0,3.3,2.2,µg/m³
Sofienbergparken,2024-03-03 05:00:00+00:00,34.0,3.3,2.0,µg/m³
Sofienbergparken,2024-03-03 06:00:00+00:00,35.0,2.2,1.9,µg/m³
Sofienbergparken,2024-03-03 07:00:00+00:00,35.0,3.8,1.9,µg/m³
Sofienbergparken,2024-03-03 08:00:00+00:00,35.0,4.2,2.3,µg/m³
Sofienbergparken,2024-03-03 09:00:00+00:00,35.0,7.0,2.7,µg/m³
Sofienbergparken,2024-03-03 10:00:00+00:00,35.0,5.9,3.3,µg/m³
Sofienbergparken,2024-03-03 11:00:00+00:00,35.0,11.0,3.9,µg/m³
Sofienbergparken,2024-03-03 12:00:00+00:00,34.0,10.0,5.3,µg/m³
Sofienbergparken,2024-03-03 13:00:00+00:00,33.0,10.0,5.8,µg/m³
Sofienbergparken,2024-03-03 14:00:00+00:00,31.0,8.0,7.4,µg/m³
Sofienbergparken,2024-03-03 15:00:00+00:00,33.0,7.8,7.2,µg/m³
Sofienbergparken,2024-03-03 16:00:00+00:00,33.0,5.0,7.8,µg/m³
Sofienbergparken,2024-03-03 17:00:00+00:00,35.0,4.1,7.6,µg/m³
Sofienbergparken,2024-03-03 18:00:00+00:00,38.0,8.8,6.2,µg/m³
Sofienbergparken,2024-03-03 19:00:00+00:00,39.0,8.6,5.4,µg/m³
Sofienbergparken,2024-03-03 20:00:00+00:00,40.0,11.0,5.9,µg/m³
Sofienbergparken,2024-03-03 21:00:00+00:00,44.0,18.0,4.6,µg/m³
Sofienbergparken,2024-03-03 22:00:00+00:00,46.0,15.0,4.5,µg/m³
Sofienbergparken,2024-03-03 23:00:00+00:00,48.0,15.0,2.9,µg/m³
Sofienbergparken,2024-03-04 00:00:00+00:00,49.0,17.0,2.4,µg/m³
Sofienbergparken,2024-03-04 01:00:00+00:00,49.0,14.0,2.4,µg/m³
Sofienbergparken,2024-03-04 02:00:00+00:00,52.0,12.0,1.7,µg/m³
Sofienbergparken,2024-03-04 03:00:00+00:00,53.0,11.0,1.8,µg/m³
Sofienbergparken,2024-03-04 04:00:00+00:00,53.0,15.0,2.0,µg/m³
Sofienbergparken,2024-03-04 05:00:00+00:00,53.0,14.0,2.3,µg/m³
Sofienbergparken,2024-03-04 07:00:00+00:00,47.0,13.0,9.3,µg/m³
Sofienbergparken,2024-03-04 08:00:00+00:00,44.0,14.0,13.0,µg/m³
Sofienbergparken,2024-03-04 09:00:00+00:00,48.0,14.0,9.4,µg/m³
Sofienbergparken,2024-03-04 11:00:00+00:00,49.0,12.0,8.6,µg/m³
Sofienbergparken,2024-03-04 12:00:00+00:00,49.0,13.0,8.1,µg/m³
Sofienbergparken,2024-03-04 13:00:00+00:00,48.0,10.0,11.0,µg/m³
Sofienbergparken,2024-03-04 15:00:00+00:00,54.0,11.0,8.6,µg/m³
Sofienbergparken,2024-03-04 16:00:00+00:00,55.0,9.9,7.3,µg/m³
Sofienbergparken,2024-03-04 17:00:00+00:00,57.0,11.0,6.1,µg/m³
Sofienbergparken,2024-03-04 18:00:00+00:00,55.0,7.2,7.9,µg/m³
Sofienbergparken,2024-03-04 19:00:00+00:00,58.0,11.0,7.0,µg/m³
Sofienbergparken,2024-03-04 20:00:00+00:00,62.0,17.0,4.9,µg/m³
Sofienbergparken,2024-03-04 22:00:00+00:00,61.0,9.1,3.6,µg/m³
Sofienbergparken,2024-03-05 00:00:00+00:00,57.0,7.4,2.8,µg/m³
Sofienbergparken,2024-03-05 01:00:00+00:00,55.0,9.8,2.3,µg/m³
Sofienbergparken,2024-03-05 02:00:00+00:00,55.0,8.4,2.0,µg/m³
Sofienbergparken,2024-03-05 03:00:00+00:00,52.0,9.0,2.4,µg/m³
Sofienbergparken,2024-03-05 04:00:00+00:00,51.0,7.4,1.8,µg/m³
Sofienbergparken,2024-03-05 05:00:00+00:00,49.0,8.2,1.8,µg/m³
Sofienbergparken,2024-03-05 06:00:00+00:00,50.0,6.9,3.4,µg/m³
Sofienbergparken,2024-03-05 07:00:00+00:00,48.0,6.6,8.7,µg/m³
Sofienbergparken,2024-03-05 08:00:00+00:00,54.0,10.0,12.0,µg/m³
Sofienbergparken,2024-03-05 09:00:00+00:00,62.0,11.0,8.3,µg/m³
Sofienbergparken,2024-03-05 14:00:00+00:00,71.0,8.1,6.2,µg/m³
Sofienbergparken,2024-03-05 16:00:00+00:00,68.0,5.7,5.7,µg/m³
Sofienbergparken,2024-03-05 18:00:00+00:00,65.0,10.0,5.7,µg/m³
Sofienbergparken,2024-03-05 19:00:00+00:00,62.0,7.0,7.4,µg/m³
Sofienbergparken,2024-03-05 20:00:00+00:00,62.0,7.6,6.1,µg/m³
Sofienbergparken,2024-03-05 21:00:00+00:00,62.0,5.2,4.9,µg/m³
Sofienbergparken,2024-03-05 22:00:00+00:00,66.0,4.1,3.0,µg/m³
Sofienbergparken,2024-03-05 23:00:00+00:00,71.0,9.3,1.4,µg/m³
Sofienbergparken,2024-03-06 00:00:00+00:00,71.0,6.9,1.2,µg/m³
Sofienbergparken,2024-03-06 01:00:00+00:00,71.0,6.1,1.0,µg/m³
Sofienbergparken,2024-03-06 02:00:00+00:00,69.0,2.3,1.3,µg/m³
Sofienbergparken,2024-03-06 03:00:00+00:00,69.0,2.7,1.1,µg/m³
Sofienbergparken,2024-03-06 04:00:00+00:00,70.0,0.93,1.1,µg/m³
Sofienbergparken,2024-03-06 05:00:00+00:00,70.0,3.2,1.6,µg/m³
Sofienbergparken,2024-03-06 06:00:00+00:00,68.0,3.0,4.4,µg/m³
Sofienbergparken,2024-03-06 07:00:00+00:00,62.0,0.41,8.4,µg/m³
Sofienbergparken,2024-03-06 08:00:00+00:00,61.0,6.2,7.6,µg/m³
Sofienbergparken,2024-03-06 09:00:00+00:00,,3.5,,µg/m³
Sofienbergparken,2024-03-06 10:00:00+00:00,,6.1,5.2,µg/m³
Sofienbergparken,2024-03-06 11:00:00+00:00,,3.1,6.5,µg/m³
Sofienbergparken,2024-03-06 12:00:00+00:00,,2.1,7.5,µg/m³
Sofienbergparken,2024-03-06 13:00:00+00:00,,4.2,4.2,µg/m³
Sofienbergparken,2024-03-06 15:00:00+00:00,70.0,1.8,4.9,µg/m³
Sofienbergparken,2024-03-06 16:00:00+00:00,69.0,4.6,6.0,µg/m³
Sofienbergparken,2024-03-06 17:00:00+00:00,67.0,4.4,6.3,µg/m³
Sofienbergparken,2024-03-06 18:00:00+00:00,46.0,11.0,25.0,µg/m³
Sofienbergparken,2024-03-06 20:00:00+00:00,35.0,9.1,21.0,µg/m³
Sofienbergparken,2024-03-06 21:00:00+00:00,34.0,11.0,20.0,µg/m³
Sofienbergparken,2024-03-06 22:00:00+00:00,27.0,11.0,25.0,µg/m³
Sofienbergparken,2024-03-06 23:00:00+00:00,36.0,9.5,13.0,µg/m³
Sofienbergparken,2024-03-07 00:00:00+00:00,40.0,8.4,7.6,µg/m³
Sofienbergparken,2024-03-07 01:00:00+00:00,39.0,4.3,5.7,µg/m³
Sofienbergparken,2024-03-07 02:00:00+00:00,30.0,3.9,13.0,µg/m³
Sofienbergparken,2024-03-07 03:00:00+00:00,38.0,4.9,6.8,µg/m³
Sofienbergparken,2024-03-07 04:00:00+00:00,39.0,2.8,5.3,µg/m³
Sofienbergparken,2024-03-07 05:00:00+00:00,35.0,4.7,6.5,µg/m³
Sofienbergparken,2024-03-07 06:00:00+00:00,32.0,6.3,9.8,µg/m³
Sofienbergparken,2024-03-07 07:00:00+00:00,16.0,7.3,29.0,µg/m³
Sofienbergparken,2024-03-07 08:00:00+00:00,15.0,7.4,35.0,µg/m³
Sofienbergparken,2024-03-07 09:00:00+00:00,26.0,,28.0,µg/m³
Sofienbergparken,2024-03-07 10:00:00+00:00,34.0,,23.0,µg/m³
Sofienbergparken,2024-03-07 11:00:00+00:00,31.0,4.3,30.0,µg/m³
Sofienbergparken,2024-03-07 12:00:00+00:00,24.0,11.0,34.0,µg/m³
Sofienbergparken,2024-03-07 13:00:00+00:00,33.0,12.0,30.0,µg/m³
Sofienbergparken,2024-03-07 14:00:00+00:00,30.0,6.9,40.0,µg/m³
Sofienbergparken,2024-03-07 17:00:00+00:00,21.0,14.0,50.0,µg/m³
Sofienbergparken,2024-03-07 18:00:00+00:00,13.0,15.0,57.0,µg/m³
Sofienbergparken,2024-03-07 20:00:00+00:00,21.0,16.0,33.0,µg/m³
Sofienbergparken,2024-03-07 21:00:00+00:00,9.3,17.0,46.0,µg/m³
Sofienbergparken,2024-03-07 22:00:00+00:00,15.0,18.0,38.0,µg/m³
Sofienbergparken,2024-03-07 23:00:00+00:00,30.0,8.5,20.0,µg/m³
Sofienbergparken,2024-03-08 00:00:00+00:00,35.0,8.9,16.0,µg/m³
Sofienbergparken,2024-03-08 01:00:00+00:00,39.0,4.1,14.0,µg/m³
Sofienbergparken,2024-03-08 02:00:00+00:00,48.0,5.4,8.8,µg/m³
Sofienbergparken,2024-03-08 03:00:00+00:00,50.0,4.9,6.6,µg/m³
Sofienbergparken,2024-03-08 04:00:00+00:00,57.0,3.7,4.8,µg/m³
Sofienbergparken,2024-03-08 07:00:00+00:00,42.0,6.6,26.0,µg/m³
Sofienbergparken,2024-03-08 09:00:00+00:00,39.0,7.0,33.0,µg/m³
Sofienbergparken,2024-03-08 13:00:00+00:00,68.0,3.1,15.0,µg/m³
Sofienbergparken,2024-03-08 15:00:00+00:00,80.0,4.4,5.2,µg/m³
Sofienbergparken,2024-03-08 17:00:00+00:00,73.0,4.5,9.9,µg/m³
Sofienbergparken,2024-03-08 18:00:00+00:00,64.0,4.4,14.0,µg/m³
Sofienbergparken,2024-03-08 19:00:00+00:00,62.0,9.3,14.0,µg/m³
Sofienbergparken,2024-03-08 20:00:00+00:00,63.0,6.9,10.0,µg/m³
Sofienbergparken,2024-03-08 23:00:00+00:00,62.0,8.1,11.0,µg/m³
Sofienbergparken,2024-03-09 01:00:00+00:00,69.0,9.1,5.7,µg/m³
Sofienbergparken,2024-03-09 02:00:00+00:00,69.0,4.1,4.4,µg/m³
Sofienbergparken,2024-03-09 03:00:00+00:00,69.0,4.5,4.6,µg/m³
Sofienbergparken,2024-03-09 04:00:00+00:00,71.0,5.0,2.0,µg/m³
Sofienbergparken,2024-03-09 05:00:00+00:00,69.0,2.5,1.7,µg/m³
Sofienbergparken,2024-03-09 07:00:00+00:00,59.0,4.3,5.6,µg/m³
Sofienbergparken,2024-03-09 08:00:00+00:00,61.0,-0.4,4.1,µg/m³
Sofienbergparken,2024-03-09 10:00:00+00:00,63.0,6.0,9.9,µg/m³
Sofienbergparken,2024-03-09 11:00:00+00:00,69.0,5.9,5.4,µg/m³
Sofienbergparken,2024-03-09 14:00:00+00:00,79.0,4.5,4.6,µg/m³
Sofienbergparken,2024-03-09 21:00:00+00:00,74.0,3.4,8.9,µg/m³
Sofienbergparken,2024-03-09 22:00:00+00:00,78.0,3.5,3.1,µg/m³
Sofienbergparken,2024-03-09 23:00:00+00:00,79.0,2.2,4.1,µg/m³
Sofienbergparken,2024-03-10 00:00:00+00:00,82.0,5.4,1.9,µg/m³
Sofienbergparken,2024-03-10 02:00:00+00:00,76.0,-0.91,2.9,µg/m³
Sofienbergparken,2024-03-10 05:00:00+00:00,76.0,2.2,2.1,µg/m³
Sofienbergparken,2024-03-10 06:00:00+00:00,75.0,3.2,0.62,µg/m³
Sofienbergparken,2024-03-10 09:00:00+00:00,70.0,5.2,1.8,µg/m³
Sofienbergparken,2024-03-10 16:00:00+00:00,70.0,2.5,6.4,µg/m³
Sofienbergparken,2024-03-10 17:00:00+00:00,70.0,4.4,6.5,µg/m³
Sofienbergparken,2024-03-10 18:00:00+00:00,69.0,6.1,7.1,µg/m³
Sofienbergparken,2024-03-10 19:00:00+00:00,69.0,7.6,6.7,µg/m³
Sofienbergparken,2024-03-10 20:00:00+00:00,71.0,7.8,6.0,µg/m³
Sofienbergparken,2024-03-10 22:00:00+00:00,73.0,4.4,4.1,µg/m³
Sofienbergparken,2024-03-10 23:00:00+00:00,74.0,1.6,2.7,µg/m³
Sofienbergparken,2024-03-11 00:00:00+00:00,74.0,6.1,2.7,µg/m³
Sofienbergparken,2024-03-11 04:00:00+00:00,76.0,0.69,0.89,µg/m³
Sofienbergparken,2024-03-11 05:00:00+00:00,75.0,3.1,1.1,µg/m³
Sofienbergparken,2024-03-11 10:00:00+00:00,72.0,4.6,6.8,µg/m³
Sofienbergparken,2024-03-11 11:00:00+00:00,75.0,2.3,5.1,µg/m³
Sofienbergparken,2024-03-11 14:00:00+00:00,77.0,0.98,4.3,µg/m³
Sofienbergparken,2024-03-11 15:00:00+00:00,77.0,6.2,5.0,µg/m³
Sofienbergparken,2024-03-11 17:00:00+00:00,70.0,7.5,13.0,µg/m³
Sofienbergparken,2024-03-11 18:00:00+00:00,64.0,5.9,16.0,µg/m³
Sofienbergparken,2024-03-11 19:00:00+00:00,62.0,1.4,16.0,µg/m³
Sofienbergparken,2024-03-11 20:00:00+00:00,55.0,7.5,21.0,µg/m³
Sofienbergparken,2024-03-11 21:00:00+00:00,62.0,8.0,13.0,µg/m³
Sofienbergparken,2024-03-11 22:00:00+00:00,70.0,4.6,6.0,µg/m³
Sofienbergparken,2024-03-11 23:00:00+00:00,73.0,8.4,3.5,µg/m³
Sofienbergparken,2024-03-12 00:00:00+00:00,73.0,8.7,2.7,µg/m³
Sofienbergparken,2024-03-12 01:00:00+00:00,71.0,4.5,2.6,µg/m³
Sofienbergparken,2024-03-12 02:00:00+00:00,69.0,2.7,2.2,µg/m³
Sofienbergparken,2024-03-12 03:00:00+00:00,64.0,4.7,5.9,µg/m³
Sofienbergparken,2024-03-12 04:00:00+00:00,63.0,2.4,6.0,µg/m³
Sofienbergparken,2024-03-12 05:00:00+00:00,59.0,6.8,10.0,µg/m³
Sofienbergparken,2024-03-12 06:00:00+00:00,56.0,2.7,12.0,µg/m³
Sofienbergparken,2024-03-12 07:00:00+00:00,34.0,7.0,33.0,µg/m³
Sofienbergparken,2024-03-12 08:00:00+00:00,33.0,6.0,37.0,µg/m³
Sofienbergparken,2024-03-12 09:00:00+00:00,29.0,8.0,41.0,µg/m³
Sofienbergparken,2024-03-12 10:00:00+00:00,40.0,7.7,30.0,µg/m³
Sofienbergparken,2024-03-12 11:00:00+00:00,56.0,6.4,18.0,µg/m³
Sofienbergparken,2024-03-12 12:00:00+00:00,57.0,8.8,20.0,µg/m³
Sofienbergparken,2024-03-12 13:00:00+00:00,61.0,5.8,20.0,µg/m³
Sofienbergparken,2024-03-12 14:00:00+00:00,54.0,9.6,24.0,µg/m³
Sofienbergparken,2024-03-12 15:00:00+00:00,53.0,12.0,28.0,µg/m³
Sofienbergparken,2024-03-12 16:00:00+00:00,63.0,7.7,22.0,µg/m³
Sofienbergparken,2024-03-12 17:00:00+00:00,55.0,10.0,28.0,µg/m³
Sofienbergparken,2024-03-12 18:00:00+00:00,29.0,14.0,51.0,µg/m³
Sofienbergparken,2024-03-12 19:00:00+00:00,45.0,21.0,33.0,µg/m³
Sofienbergparken,2024-03-12 20:00:00+00:00,54.0,17.0,16.0,µg/m³
Sofienbergparken,2024-03-12 21:00:00+00:00,52.0,16.0,17.0,µg/m³
Sofienbergparken,2024-03-12 22:00:00+00:00,48.0,16.0,19.0,µg/m³
Sofienbergparken,2024-03-12 23:00:00+00:00,40.0,13.0,25.0,µg/m³
Sofienbergparken,2024-03-13 00:00:00+00:00,57.0,10.0,8.4,µg/m³
Sofienbergparken,2024-03-13 01:00:00+00:00,58.0,7.8,6.4,µg/m³
Sofienbergparken,2024-03-13 02:00:00+00:00,55.0,6.9,8.7,µg/m³
Sofienbergparken,2024-03-13 03:00:00+00:00,47.0,11.0,15.0,µg/m³
Sofienbergparken,2024-03-13 04:00:00+00:00,16.0,14.0,41.0,µg/m³
Sofienbergparken,2024-03-13 05:00:00+00:00,33.0,7.6,24.0,µg/m³
Sofienbergparken,2024-03-13 06:00:00+00:00,29.0,16.0,32.0,µg/m³
Sofienbergparken,2024-03-13 08:00:00+00:00,21.0,15.0,37.0,µg/m³
Sofienbergparken,2024-03-13 09:00:00+00:00,,10.0,32.0,µg/m³
Sofienbergparken,2024-03-13 10:00:00+00:00,,9.1,5.1,µg/m³
Sofienbergparken,2024-03-13 11:00:00+00:00,,7.3,23.0,µg/m³
Sofienbergparken,2024-03-13 12:00:00+00:00,37.0,12.0,24.0,µg/m³
Sofienbergparken,2024-03-13 13:00:00+00:00,35.0,11.0,23.0,µg/m³
Sofienbergparken,2024-03-13 14:00:00+00:00,30.0,9.0,19.0,µg/m³
Sofienbergparken,2024-03-13 15:00:00+00:00,19.0,11.0,23.0,µg/m³
Sofienbergparken,2024-03-13 16:00:00+00:00,19.0,8.1,16.0,µg/m³
Sofienbergparken,2024-03-13 17:00:00+00:00,24.0,12.0,15.0,µg/m³
Sofienbergparken,2024-03-13 18:00:00+00:00,33.0,16.0,15.0,µg/m³
Sofienbergparken,2024-03-13 20:00:00+00:00,40.0,11.0,14.0,µg/m³
Sofienbergparken,2024-03-13 22:00:00+00:00,39.0,16.0,13.0,µg/m³
Sofienbergparken,2024-03-13 23:00:00+00:00,36.0,13.0,13.0,µg/m³
Sofienbergparken,2024-03-14 00:00:00+00:00,39.0,9.3,8.3,µg/m³
Sofienbergparken,2024-03-14 01:00:00+00:00,40.0,3.5,8.4,µg/m³
Sofienbergparken,2024-03-14 02:00:00+00:00,41.0,7.3,9.9,µg/m³
Sofienbergparken,2024-03-14 03:00:00+00:00,46.0,0.34,11.0,µg/m³
Sofienbergparken,2024-03-14 04:00:00+00:00,49.0,2.8,11.0,µg/m³
Sofienbergparken,2024-03-14 05:00:00+00:00,54.0,1.0,7.3,µg/m³
Sofienbergparken,2024-03-14 06:00:00+00:00,46.0,3.5,15.0,µg/m³
Sofienbergparken,2024-03-14 07:00:00+00:00,42.0,3.0,18.0,µg/m³
Sofienbergparken,2024-03-14 08:00:00+00:00,43.0,5.7,18.0,µg/m³
Sofienbergparken,2024-03-14 09:00:00+00:00,52.0,3.9,12.0,µg/m³
Sofienbergparken,2024-03-14 12:00:00+00:00,70.0,1.9,7.0,µg/m³
Sofienbergparken,2024-03-14 13:00:00+00:00,77.0,3.0,4.7,µg/m³
Sofienbergparken,2024-03-14 15:00:00+00:00,76.0,8.3,6.2,µg/m³
Sofienbergparken,2024-03-14 16:00:00+00:00,67.0,2.6,8.5,µg/m³
Sofienbergparken,2024-03-14 17:00:00+00:00,64.0,3.1,8.8,µg/m³
Sofienbergparken,2024-03-14 20:00:00+00:00,61.0,5.9,11.0,µg/m³
Sofienbergparken,2024-03-14 21:00:00+00:00,61.0,6.5,11.0,µg/m³
Sofienbergparken,2024-03-14 22:00:00+00:00,59.0,2.9,12.0,µg/m³
Sofienbergparken,2024-03-14 23:00:00+00:00,60.0,6.7,6.9,µg/m³
Sofienbergparken,2024-03-15 00:00:00+00:00,58.0,2.5,5.6,µg/m³
Sofienbergparken,2024-03-15 01:00:00+00:00,56.0,5.0,5.7,µg/m³
Sofienbergparken,2024-03-15 02:00:00+00:00,49.0,4.5,7.3,µg/m³
Sofienbergparken,2024-03-15 03:00:00+00:00,50.0,4.2,6.4,µg/m³
Sofienbergparken,2024-03-15 04:00:00+00:00,50.0,2.6,5.2,µg/m³
Sofienbergparken,2024-03-15 05:00:00+00:00,48.0,6.1,6.1,µg/m³
Sofienbergparken,2024-03-15 06:00:00+00:00,45.0,4.9,6.7,µg/m³
Sofienbergparken,2024-03-15 07:00:00+00:00,14.0,3.0,22.0,µg/m³
Sofienbergparken,2024-03-15 08:00:00+00:00,21.0,3.5,27.0,µg/m³
Sofienbergparken,2024-03-15 09:00:00+00:00,29.0,-1.7,25.0,µg/m³
Sofienbergparken,2024-03-15 10:00:00+00:00,27.0,1.6,22.0,µg/m³
Sofienbergparken,2024-03-15 11:00:00+00:00,24.0,2.2,20.0,µg/m³
Sofienbergparken,2024-03-15 12:00:00+00:00,21.0,3.5,25.0,µg/m³
Sofienbergparken,2024-03-15 14:00:00+00:00,12.0,7.7,32.0,µg/m³
Sofienbergparken,2024-03-15 15:00:00+00:00,19.0,3.4,29.0,µg/m³
Sofienbergparken,2024-03-15 16:00:00+00:00,27.0,3.3,24.0,µg/m³
Sofienbergparken,2024-03-15 18:00:00+00:00,14.0,8.5,35.0,µg/m³
Sofienbergparken,2024-03-15 19:00:00+00:00,20.0,7.5,25.0,µg/m³
Sofienbergparken,2024-03-15 20:00:00+00:00,12.0,11.0,33.0,µg/m³
Sofienbergparken,2024-03-15 21:00:00+00:00,19.0,11.0,30.0,µg/m³
Sofienbergparken,2024-03-15 22:00:00+00:00,43.0,6.3,10.0,µg/m³
Sofienbergparken,2024-03-15 23:00:00+00:00,51.0,7.5,7.6,µg/m³
Sofienbergparken,2024-03-16 00:00:00+00:00,54.0,3.5,5.9,µg/m³
Sofienbergparken,2024-03-16 01:00:00+00:00,39.0,8.5,14.0,µg/m³
Sofienbergparken,2024-03-16 02:00:00+00:00,37.0,4.8,8.3,µg/m³
Sofienbergparken,2024-03-16 03:00:00+00:00,38.0,0.24,6.0,µg/m³
Sofienbergparken,2024-03-16 04:00:00+00:00,37.0,1.6,4.4,µg/m³
Sofienbergparken,2024-03-16 05:00:00+00:00,42.0,,3.4,µg/m³
Sofienbergparken,2024-03-16 06:00:00+00:00,63.0,-0.0045,1.3,µg/m³
Sofienbergparken,2024-03-16 07:00:00+00:00,78.0,-3.2,1.0,µg/m³
Sofienbergparken,2024-03-16 08:00:00+00:00,82.0,-0.42,1.2,µg/m³
Sofienbergparken,2024-03-16 09:00:00+00:00,82.0,-3.0,1.1,µg/m³
Sofienbergparken,2024-03-16 10:00:00+00:00,81.0,3.4,1.7,µg/m³
Sofienbergparken,2024-03-16 12:00:00+00:00,85.0,-0.06,1.5,µg/m³
Sofienbergparken,2024-03-16 13:00:00+00:00,86.0,4.9,2.0,µg/m³
Sofienbergparken,2024-03-16 14:00:00+00:00,81.0,-0.39,1.8,µg/m³
Sofienbergparken,2024-03-16 15:00:00+00:00,77.0,-2.4,2.5,µg/m³
Sofienbergparken,2024-03-16 17:00:00+00:00,73.0,0.69,4.6,µg/m³
Sofienbergparken,2024-03-16 19:00:00+00:00,74.0,3.2,5.4,µg/m³
Sofienbergparken,2024-03-16 22:00:00+00:00,72.0,6.7,5.8,µg/m³
Sofienbergparken,2024-03-16 23:00:00+00:00,69.0,4.4,6.4,µg/m³
Sofienbergparken,2024-03-17 00:00:00+00:00,60.0,5.8,11.0,µg/m³
Sofienbergparken,2024-03-17 01:00:00+00:00,63.0,1.1,7.1,µg/m³
Sofienbergparken,2024-03-17 02:00:00+00:00,56.0,2.9,13.0,µg/m³
Sofienbergparken,2024-03-17 03:00:00+00:00,65.0,6.7,6.7,µg/m³
Sofienbergparken,2024-03-17 04:00:00+00:00,65.0,4.0,5.4,µg/m³
Sofienbergparken,2024-03-17 05:00:00+00:00,63.0,-2.8,4.8,µg/m³
Sofienbergparken,2024-03-17 06:00:00+00:00,53.0,2.0,12.0,µg/m³
Sofienbergparken,2024-03-17 07:00:00+00:00,51.0,4.0,14.0,µg/m³
Sofienbergparken,2024-03-17 08:00:00+00:00,60.0,2.9,7.6,µg/m³
Sofienbergparken,2024-03-17 09:00:00+00:00,63.0,3.0,8.2,µg/m³
Sofienbergparken,2024-03-17 11:00:00+00:00,73.0,-0.41,2.9,µg/m³
Sofienbergparken,2024-03-17 12:00:00+00:00,68.0,-3.3,7.6,µg/m³
Sofienbergparken,2024-03-17 13:00:00+00:00,70.0,-1.2,6.1,µg/m³
Sofienbergparken,2024-03-17 15:00:00+00:00,66.0,1.9,11.0,µg/m³
