location_name,datetimeUtc,o3,pm25,no2,unit
Sofienbergparken,2024-05-24 09:00:00+00:00,88.0,11.0,5.5,µg/m³
Sofienbergparken,2024-05-24 10:00:00+00:00,89.0,8.5,5.5,µg/m³
Sofienbergparken,2024-05-24 11:00:00+00:00,86.0,9.7,5.4,µg/m³
Sofienbergparken,2024-05-24 12:00:00+00:00,78.0,9.0,13.0,µg/m³
Sofienbergparken,2024-05-24 13:00:00+00:00,61.0,9.0,30.0,µg/m³
Sofienbergparken,2024-05-24 14:00:00+00:00,82.0,,13.0,µg/m³
Sofienbergparken,2024-05-24 15:00:00+00:00,89.0,,4.9,µg/m³
Sofienbergparken,2024-05-24 16:00:00+00:00,87.0,,7.6,µg/m³
Sofienbergparken,2024-05-24 17:00:00+00:00,86.0,,8.6,µg/m³
Sofienbergparken,2024-05-24 18:00:00+00:00,83.0,-1.0,13.0,µg/m³
Sofienbergparken,2024-05-24 19:00:00+00:00,89.0,-1.0,9.2,µg/m³
Sofienbergparken,2024-05-24 20:00:00+00:00,90.0,-1.0,5.7,µg/m³
Sofienbergparken,2024-05-24 21:00:00+00:00,77.0,0.16,9.1,µg/m³
Sofienbergparken,2024-05-24 22:00:00+00:00,66.0,0.7,8.8,µg/m³
Sofienbergparken,2024-05-24 23:00:00+00:00,48.0,0.41,12.0,µg/m³
Sofienbergparken,2024-05-25 00:00:00+00:00,30.0,1.4,13.0,µg/m³
Sofienbergparken,2024-05-25 01:00:00+00:00,23.0,-0.016,9.0,µg/m³
Sofienbergparken,2024-05-25 02:00:00+00:00,35.0,2.8,8.8,µg/m³
Sofienbergparken,2024-05-25 03:00:00+00:00,32.0,-3.4,6.5,µg/m³
Sofienbergparken,2024-05-25 04:00:00+00:00,31.0,0.84,6.7,µg/m³
Sofienbergparken,2024-05-25 05:00:00+00:00,38.0,-0.34,7.5,µg/m³
Sofienbergparken,2024-05-25 06:00:00+00:00,40.0,,7.7,µg/m³
Sofienbergparken,2024-05-25 07:00:00+00:00,44.0,,7.5,µg/m³
Sofienbergparken,2024-05-25 08:00:00+00:00,47.0,,8.4,µg/m³
Sofienbergparken,2024-05-25 09:00:00+00:00,37.0,,20.0,µg/m³
Sofienbergparken,2024-05-25 10:00:00+00:00,53.0,,8.7,µg/m³
Sofienbergparken,2024-05-25 11:00:00+00:00,70.0,,6.7,µg/m³
Sofienbergparken,2024-05-25 12:00:00+00:00,81.0,-1.0,4.7,µg/m³
Sofienbergparken,2024-05-25 13:00:00+00:00,77.0,-1.0,5.1,µg/m³
Sofienbergparken,2024-05-25 14:00:00+00:00,82.0,-1.0,4.1,µg/m³
Sofienbergparken,2024-05-25 15:00:00+00:00,84.0,3.3,7.5,µg/m³
Sofienbergparken,2024-05-25 16:00:00+00:00,90.0,0.42,5.8,µg/m³
Sofienbergparken,2024-05-25 17:00:00+00:00,89.0,-3.7,3.4,µg/m³
Sofienbergparken,2024-05-25 18:00:00+00:00,89.0,0.28,3.5,µg/m³
Sofienbergparken,2024-05-25 19:00:00+00:00,89.0,3.1,3.2,µg/m³
Sofienbergparken,2024-05-25 20:00:00+00:00,89.0,2.8,4.1,µg/m³
Sofienbergparken,2024-05-25 21:00:00+00:00,81.0,-2.9,6.1,µg/m³
Sofienbergparken,2024-05-25 22:00:00+00:00,74.0,1.1,7.9,µg/m³
Sofienbergparken,2024-05-25 23:00:00+00:00,73.0,1.4,9.3,µg/m³
Sofienbergparken,2024-05-26 00:00:00+00:00,69.0,1.2,7.6,µg/m³
Sofienbergparken,2024-05-26 01:00:00+00:00,68.0,4.2,5.4,µg/m³
Sofienbergparken,2024-05-26 02:00:00+00:00,69.0,4.7,4.3,µg/m³
Sofienbergparken,2024-05-26 03:00:00+00:00,64.0,1.7,4.3,µg/m³
Sofienbergparken,2024-05-26 04:00:00+00:00,58.0,-2.8,5.1,µg/m³
Sofienbergparken,2024-05-26 05:00:00+00:00,61.0,-3.0,3.9,µg/m³
Sofienbergparken,2024-05-26 06:00:00+00:00,66.0,-0.97,2.9,µg/m³
Sofienbergparken,2024-05-26 07:00:00+00:00,67.0,1.3,2.4,µg/m³
Sofienbergparken,2024-05-26 08:00:00+00:00,69.0,2.5,3.9,µg/m³
Sofienbergparken,2024-05-26 09:00:00+00:00,77.0,1.0,3.2,µg/m³
Sofienbergparken,2024-05-26 10:00:00+00:00,85.0,-0.26,4.2,µg/m³
Sofienbergparken,2024-05-26 11:00:00+00:00,96.0,0.62,2.6,µg/m³
Sofienbergparken,2024-05-26 12:00:00+00:00,100.0,0.2,2.6,µg/m³
Sofienbergparken,2024-05-26 13:00:00+00:00,110.0,3.8,2.6,µg/m³
Sofienbergparken,2024-05-26 14:00:00+00:00,110.0,1.7,3.4,µg/m³
Sofienbergparken,2024-05-26 15:00:00+00:00,120.0,-2.8,3.5,µg/m³
Sofienbergparken,2024-05-26 16:00:00+00:00,120.0,3.0,3.8,µg/m³
Sofienbergparken,2024-05-26 17:00:00+00:00,120.0,-0.72,2.6,µg/m³
Sofienbergparken,2024-05-26 18:00:00+00:00,120.0,-0.7,3.4,µg/m³
Sofienbergparken,2024-05-26 19:00:00+00:00,110.0,-1.6,4.5,µg/m³
Sofienbergparken,2024-05-26 20:00:00+00:00,110.0,0.66,5.0,µg/m³
Sofienbergparken,2024-05-26 21:00:00+00:00,110.0,-0.44,4.1,µg/m³
Sofienbergparken,2024-05-26 22:00:00+00:00,89.0,-0.43,6.2,µg/m³
Sofienbergparken,2024-05-26 23:00:00+00:00,78.0,0.19,4.0,µg/m³
Sofienbergparken,2024-05-27 00:00:00+00:00,63.0,-1.1,4.6,µg/m³
Sofienbergparken,2024-05-27 01:00:00+00:00,66.0,-0.21,5.6,µg/m³
Sofienbergparken,2024-05-27 02:00:00+00:00,67.0,1.9,5.7,µg/m³
Sofienbergparken,2024-05-27 03:00:00+00:00,65.0,0.3,6.9,µg/m³
Sofienbergparken,2024-05-27 04:00:00+00:00,64.0,1.3,6.1,µg/m³
Sofienbergparken,2024-05-27 05:00:00+00:00,60.0,-3.9,9.1,µg/m³
Sofienbergparken,2024-05-27 06:00:00+00:00,54.0,1.7,12.0,µg/m³
Sofienbergparken,2024-05-27 07:00:00+00:00,57.0,-2.0,12.0,µg/m³
Sofienbergparken,2024-05-27 08:00:00+00:00,63.0,1.3,8.2,µg/m³
Sofienbergparken,2024-05-27 09:00:00+00:00,70.0,-0.035,6.3,µg/m³
Sofienbergparken,2024-05-27 10:00:00+00:00,75.0,,6.9,µg/m³
Sofienbergparken,2024-05-27 11:00:00+00:00,71.0,-1.0,8.4,µg/m³
Sofienbergparken,2024-05-27 12:00:00+00:00,58.0,-1.0,7.8,µg/m³
Sofienbergparken,2024-05-27 13:00:00+00:00,60.0,-1.0,10.0,µg/m³
Sofienbergparken,2024-05-27 14:00:00+00:00,79.0,-1.0,6.2,µg/m³
Sofienbergparken,2024-05-27 15:00:00+00:00,79.0,-1.0,4.4,µg/m³
Sofienbergparken,2024-05-27 16:00:00+00:00,80.0,3.8,5.0,µg/m³
Sofienbergparken,2024-05-27 17:00:00+00:00,83.0,4.7,5.1,µg/m³
Sofienbergparken,2024-05-27 18:00:00+00:00,73.0,8.3,7.0,µg/m³
Sofienbergparken,2024-05-27 19:00:00+00:00,70.0,5.8,6.0,µg/m³
Sofienbergparken,2024-05-27 20:00:00+00:00,74.0,8.2,4.9,µg/m³
Sofienbergparken,2024-05-27 21:00:00+00:00,79.0,7.6,4.4,µg/m³
Sofienbergparken,2024-05-27 22:00:00+00:00,80.0,9.9,4.0,µg/m³
Sofienbergparken,2024-05-27 23:00:00+00:00,80.0,8.1,3.3,µg/m³
Sofienbergparken,2024-05-28 00:00:00+00:00,82.0,7.4,2.6,µg/m³
Sofienbergparken,2024-05-28 01:00:00+00:00,84.0,7.0,2.4,µg/m³
Sofienbergparken,2024-05-28 02:00:00+00:00,74.0,6.5,2.2,µg/m³
Sofienbergparken,2024-05-28 03:00:00+00:00,59.0,8.9,4.3,µg/m³
Sofienbergparken,2024-05-28 04:00:00+00:00,55.0,4.0,6.4,µg/m³
Sofienbergparken,2024-05-28 05:00:00+00:00,63.0,7.2,5.2,µg/m³
Sofienbergparken,2024-05-28 06:00:00+00:00,73.0,6.5,2.7,µg/m³
Sofienbergparken,2024-05-28 07:00:00+00:00,79.0,5.3,3.6,µg/m³
Sofienbergparken,2024-05-28 08:00:00+00:00,74.0,7.1,5.0,µg/m³
Sofienbergparken,2024-05-28 09:00:00+00:00,74.0,6.4,6.1,µg/m³
Sofienbergparken,2024-05-28 10:00:00+00:00,76.0,12.0,6.3,µg/m³
Sofienbergparken,2024-05-28 11:00:00+00:00,77.0,7.6,6.4,µg/m³
Sofienbergparken,2024-05-28 12:00:00+00:00,77.0,9.9,7.5,µg/m³
Sofienbergparken,2024-05-28 13:00:00+00:00,81.0,7.3,5.1,µg/m³
Sofienbergparken,2024-05-28 14:00:00+00:00,81.0,7.2,5.3,µg/m³
Sofienbergparken,2024-05-28 15:00:00+00:00,82.0,4.5,6.2,µg/m³
Sofienbergparken,2024-05-28 16:00:00+00:00,81.0,6.4,6.7,µg/m³
Sofienbergparken,2024-05-28 17:00:00+00:00,82.0,6.5,11.0,µg/m³
Sofienbergparken,2024-05-28 18:00:00+00:00,73.0,14.0,8.3,µg/m³
Sofienbergparken,2024-05-28 19:00:00+00:00,75.0,9.1,6.1,µg/m³
Sofienbergparken,2024-05-28 20:00:00+00:00,77.0,4.6,7.8,µg/m³
Sofienbergparken,2024-05-28 21:00:00+00:00,74.0,4.7,6.3,µg/m³
Sofienbergparken,2024-05-28 22:00:00+00:00,72.0,2.6,6.0,µg/m³
Sofienbergparken,2024-05-28 23:00:00+00:00,70.0,5.9,3.9,µg/m³
Sofienbergparken,2024-05-29 00:00:00+00:00,77.0,1.4,1.0,µg/m³
Sofienbergparken,2024-05-29 01:00:00+00:00,79.0,0.95,1.0,µg/m³
Sofienbergparken,2024-05-29 02:00:00+00:00,73.0,4.8,1.2,µg/m³
Sofienbergparken,2024-05-29 03:00:00+00:00,64.0,2.7,1.9,µg/m³
Sofienbergparken,2024-05-29 04:00:00+00:00,63.0,0.66,2.7,µg/m³
Sofienbergparken,2024-05-29 05:00:00+00:00,63.0,1.8,3.0,µg/m³
Sofienbergparken,2024-05-29 06:00:00+00:00,66.0,0.97,4.3,µg/m³
Sofienbergparken,2024-05-29 07:00:00+00:00,74.0,1.9,4.9,µg/m³
Sofienbergparken,2024-05-29 08:00:00+00:00,79.0,3.3,5.0,µg/m³
Sofienbergparken,2024-05-29 09:00:00+00:00,85.0,6.0,3.6,µg/m³
Sofienbergparken,2024-05-29 10:00:00+00:00,86.0,4.6,3.6,µg/m³
Sofienbergparken,2024-05-29 11:00:00+00:00,97.0,3.2,2.1,µg/m³
Sofienbergparken,2024-05-29 12:00:00+00:00,98.0,5.2,1.7,µg/m³
Sofienbergparken,2024-05-29 13:00:00+00:00,99.0,3.9,2.4,µg/m³
Sofienbergparken,2024-05-29 14:00:00+00:00,100.0,2.9,2.6,µg/m³
Sofienbergparken,2024-05-29 15:00:00+00:00,100.0,4.3,2.4,µg/m³
Sofienbergparken,2024-05-29 16:00:00+00:00,110.0,1.3,2.6,µg/m³
Sofienbergparken,2024-05-29 17:00:00+00:00,110.0,4.3,3.6,µg/m³
Sofienbergparken,2024-05-29 18:00:00+00:00,110.0,2.5,2.4,µg/m³
Sofienbergparken,2024-05-29 19:00:00+00:00,110.0,3.8,1.9,µg/m³
Sofienbergparken,2024-05-29 20:00:00+00:00,93.0,6.7,8.2,µg/m³
Sofienbergparken,2024-05-29 21:00:00+00:00,70.0,6.9,11.0,µg/m³
Sofienbergparken,2024-05-29 22:00:00+00:00,82.0,3.9,6.1,µg/m³
Sofienbergparken,2024-05-29 23:00:00+00:00,82.0,3.6,5.0,µg/m³
Sofienbergparken,2024-05-30 00:00:00+00:00,76.0,3.7,4.8,µg/m³
