location_name,datetimeUtc,O3,No2,unit,AQI_O3,AQI_NO2,AQI
BARCELONA (CIUTADELLA),2024-04-22 19:00:00+00:00,78.0,12.0,µg/m³,34.0,11.0,34.0
BARCELONA (CIUTADELLA),2024-04-22 20:00:00+00:00,70.0,15.0,µg/m³,30.0,14.0,30.0
BARCELONA (CIUTADELLA),2024-04-22 21:00:00+00:00,55.0,14.0,µg/m³,24.0,13.0,24.0
BARCELONA (CIUTADELLA),2024-04-22 22:00:00+00:00,20.0,73.0,µg/m³,9.0,71.0,71.0
BARCELONA (CIUTADELLA),2024-04-22 23:00:00+00:00,53.0,37.0,µg/m³,23.0,35.0,35.0
BARCELONA (CIUTADELLA),2024-04-23 00:00:00+00:00,67.0,18.0,µg/m³,29.0,17.0,29.0
BARCELONA (CIUTADELLA),2024-04-23 01:00:00+00:00,74.0,17.0,µg/m³,32.0,16.0,32.0
BARCELONA (CIUTADELLA),2024-04-23 02:00:00+00:00,80.0,12.0,µg/m³,35.0,11.0,35.0
BARCELONA (CIUTADELLA),2024-04-23 03:00:00+00:00,75.0,10.0,µg/m³,32.0,9.0,32.0
BARCELONA (CIUTADELLA),2024-04-23 04:00:00+00:00,68.0,10.0,µg/m³,29.0,9.0,29.0
BARCELONA (CIUTADELLA),2024-04-23 05:00:00+00:00,71.0,10.0,µg/m³,31.0,9.0,31.0
BARCELONA (CIUTADELLA),2024-04-23 06:00:00+00:00,49.0,8.0,µg/m³,21.0,8.0,21.0
BARCELONA (CIUTADELLA),2024-04-23 07:00:00+00:00,22.0,45.0,µg/m³,10.0,42.0,42.0
BARCELONA (CIUTADELLA),2024-04-23 08:00:00+00:00,44.0,33.0,µg/m³,19.0,31.0,31.0
BARCELONA (CIUTADELLA),2024-04-23 09:00:00+00:00,49.0,28.0,µg/m³,21.0,26.0,26.0
BARCELONA (CIUTADELLA),2024-04-23 10:00:00+00:00,62.0,22.0,µg/m³,27.0,21.0,27.0
BARCELONA (CIUTADELLA),2024-04-23 11:00:00+00:00,63.0,23.0,µg/m³,27.0,22.0,27.0
BARCELONA (CIUTADELLA),2024-04-23 12:00:00+00:00,72.0,19.0,µg/m³,31.0,18.0,31.0
BARCELONA (CIUTADELLA),2024-04-23 13:00:00+00:00,81.0,12.0,µg/m³,35.0,11.0,35.0
BARCELONA (CIUTADELLA),2024-04-23 14:00:00+00:00,79.0,19.0,µg/m³,34.0,18.0,34.0
BARCELONA (CIUTADELLA),2024-04-23 15:00:00+00:00,80.0,24.0,µg/m³,35.0,23.0,35.0
BARCELONA (CIUTADELLA),2024-04-23 16:00:00+00:00,91.0,17.0,µg/m³,39.0,16.0,39.0
BARCELONA (CIUTADELLA),2024-04-23 17:00:00+00:00,94.0,14.0,µg/m³,41.0,13.0,41.0
BARCELONA (CIUTADELLA),2024-04-23 18:00:00+00:00,97.0,11.0,µg/m³,42.0,10.0,42.0
BARCELONA (CIUTADELLA),2024-04-23 19:00:00+00:00,90.0,11.0,µg/m³,39.0,10.0,39.0
BARCELONA (CIUTADELLA),2024-04-23 20:00:00+00:00,82.0,12.0,µg/m³,35.0,11.0,35.0
BARCELONA (CIUTADELLA),2024-04-23 21:00:00+00:00,66.0,17.0,µg/m³,29.0,16.0,29.0
BARCELONA (CIUTADELLA),2024-04-23 22:00:00+00:00,83.0,11.0,µg/m³,36.0,10.0,36.0
BARCELONA (CIUTADELLA),2024-04-23 23:00:00+00:00,66.0,16.0,µg/m³,29.0,15.0,29.0
BARCELONA (CIUTADELLA),2024-04-24 00:00:00+00:00,25.0,58.0,µg/m³,11.0,55.0,55.0
BARCELONA (CIUTADELLA),2024-04-24 01:00:00+00:00,25.0,44.0,µg/m³,11.0,42.0,42.0
BARCELONA (CIUTADELLA),2024-04-24 02:00:00+00:00,21.0,42.0,µg/m³,9.0,40.0,40.0
BARCELONA (CIUTADELLA),2024-04-24 03:00:00+00:00,25.0,35.0,µg/m³,11.0,33.0,33.0
BARCELONA (CIUTADELLA),2024-04-24 04:00:00+00:00,17.0,34.0,µg/m³,7.0,32.0,32.0
BARCELONA (CIUTADELLA),2024-04-24 05:00:00+00:00,13.0,34.0,µg/m³,6.0,32.0,32.0
BARCELONA (CIUTADELLA),2024-04-24 06:00:00+00:00,22.0,31.0,µg/m³,10.0,29.0,29.0
BARCELONA (CIUTADELLA),2024-04-24 07:00:00+00:00,59.0,27.0,µg/m³,26.0,25.0,26.0
BARCELONA (CIUTADELLA),2024-04-24 08:00:00+00:00,63.0,24.0,µg/m³,27.0,23.0,27.0
BARCELONA (CIUTADELLA),2024-04-24 09:00:00+00:00,74.0,16.0,µg/m³,32.0,15.0,32.0
BARCELONA (CIUTADELLA),2024-04-24 10:00:00+00:00,75.0,15.0,µg/m³,32.0,14.0,32.0
BARCELONA (CIUTADELLA),2024-04-24 11:00:00+00:00,69.0,25.0,µg/m³,30.0,24.0,30.0
BARCELONA (CIUTADELLA),2024-04-24 12:00:00+00:00,80.0,22.0,µg/m³,35.0,21.0,35.0
BARCELONA (CIUTADELLA),2024-04-24 13:00:00+00:00,81.0,17.0,µg/m³,35.0,16.0,35.0
BARCELONA (CIUTADELLA),2024-04-24 14:00:00+00:00,89.0,17.0,µg/m³,39.0,16.0,39.0
BARCELONA (CIUTADELLA),2024-04-24 15:00:00+00:00,100.0,16.0,µg/m³,43.0,15.0,43.0
BARCELONA (CIUTADELLA),2024-04-24 16:00:00+00:00,100.0,10.0,µg/m³,43.0,9.0,43.0
BARCELONA (CIUTADELLA),2024-04-24 17:00:00+00:00,97.0,16.0,µg/m³,42.0,15.0,42.0
BARCELONA (CIUTADELLA),2024-04-24 18:00:00+00:00,90.0,23.0,µg/m³,39.0,22.0,39.0
BARCELONA (CIUTADELLA),2024-04-24 19:00:00+00:00,85.0,26.0,µg/m³,37.0,25.0,37.0
BARCELONA (CIUTADELLA),2024-04-24 20:00:00+00:00,86.0,27.0,µg/m³,37.0,25.0,37.0
BARCELONA (CIUTADELLA),2024-04-24 21:00:00+00:00,68.0,43.0,µg/m³,29.0,41.0,41.0
BARCELONA (CIUTADELLA),2024-04-24 22:00:00+00:00,37.0,72.0,µg/m³,16.0,70.0,70.0
BARCELONA (CIUTADELLA),2024-04-24 23:00:00+00:00,25.0,84.0,µg/m³,11.0,83.0,83.0
BARCELONA (CIUTADELLA),2024-04-25 00:00:00+00:00,40.0,47.0,µg/m³,17.0,44.0,44.0
BARCELONA (CIUTADELLA),2024-04-25 01:00:00+00:00,42.0,38.0,µg/m³,18.0,36.0,36.0
BARCELONA (CIUTADELLA),2024-04-25 02:00:00+00:00,53.0,28.0,µg/m³,23.0,26.0,26.0
BARCELONA (CIUTADELLA),2024-04-25 03:00:00+00:00,68.0,20.0,µg/m³,29.0,19.0,29.0
BARCELONA (CIUTADELLA),2024-04-25 04:00:00+00:00,75.0,17.0,µg/m³,32.0,16.0,32.0
BARCELONA (CIUTADELLA),2024-04-25 05:00:00+00:00,84.0,14.0,µg/m³,36.0,13.0,36.0
BARCELONA (CIUTADELLA),2024-04-25 06:00:00+00:00,95.0,10.0,µg/m³,41.0,9.0,41.0
BARCELONA (CIUTADELLA),2024-04-25 07:00:00+00:00,83.0,15.0,µg/m³,36.0,14.0,36.0
BARCELONA (CIUTADELLA),2024-04-25 08:00:00+00:00,86.0,14.0,µg/m³,37.0,13.0,37.0
BARCELONA (CIUTADELLA),2024-04-25 09:00:00+00:00,84.0,15.0,µg/m³,36.0,14.0,36.0
BARCELONA (CIUTADELLA),2024-04-25 10:00:00+00:00,80.0,15.0,µg/m³,35.0,14.0,35.0
BARCELONA (CIUTADELLA),2024-04-25 11:00:00+00:00,82.0,13.0,µg/m³,35.0,12.0,35.0
BARCELONA (CIUTADELLA),2024-04-25 12:00:00+00:00,85.0,12.0,µg/m³,37.0,11.0,37.0
BARCELONA (CIUTADELLA),2024-04-25 13:00:00+00:00,89.0,8.0,µg/m³,39.0,8.0,39.0
BARCELONA (CIUTADELLA),2024-04-25 14:00:00+00:00,91.0,8.0,µg/m³,39.0,8.0,39.0
BARCELONA (CIUTADELLA),2024-04-25 15:00:00+00:00,88.0,10.0,µg/m³,38.0,9.0,38.0
BARCELONA (CIUTADELLA),2024-04-25 16:00:00+00:00,87.0,9.0,µg/m³,38.0,8.0,38.0
BARCELONA (CIUTADELLA),2024-04-25 17:00:00+00:00,86.0,10.0,µg/m³,37.0,9.0,37.0
BARCELONA (CIUTADELLA),2024-04-25 18:00:00+00:00,91.0,6.0,µg/m³,39.0,6.0,39.0
BARCELONA (CIUTADELLA),2024-04-25 19:00:00+00:00,91.0,6.0,µg/m³,39.0,6.0,39.0
BARCELONA (CIUTADELLA),2024-04-25 20:00:00+00:00,90.0,6.0,µg/m³,39.0,6.0,39.0
BARCELONA (CIUTADELLA),2024-04-25 21:00:00+00:00,87.0,8.0,µg/m³,38.0,8.0,38.0
BARCELONA (CIUTADELLA),2024-04-25 22:00:00+00:00,77.0,13.0,µg/m³,33.0,12.0,33.0
BARCELONA (CIUTADELLA),2024-04-25 23:00:00+00:00,71.0,18.0,µg/m³,31.0,17.0,31.0
BARCELONA (CIUTADELLA),2024-04-26 00:00:00+00:00,58.0,21.0,µg/m³,25.0,20.0,25.0
BARCELONA (CIUTADELLA),2024-04-26 01:00:00+00:00,33.0,20.0,µg/m³,14.0,19.0,19.0
BARCELONA (CIUTADELLA),2024-04-26 02:00:00+00:00,24.0,20.0,µg/m³,10.0,19.0,19.0
BARCELONA (CIUTADELLA),2024-04-26 03:00:00+00:00,22.0,22.0,µg/m³,10.0,21.0,21.0
BARCELONA (CIUTADELLA),2024-04-26 04:00:00+00:00,43.0,13.0,µg/m³,19.0,12.0,19.0
BARCELONA (CIUTADELLA),2024-04-26 05:00:00+00:00,31.0,13.0,µg/m³,13.0,12.0,13.0
BARCELONA (CIUTADELLA),2024-04-26 06:00:00+00:00,16.0,20.0,µg/m³,7.0,19.0,19.0
BARCELONA (CIUTADELLA),2024-04-26 07:00:00+00:00,6.0,29.0,µg/m³,3.0,27.0,27.0
BARCELONA (CIUTADELLA),2024-04-26 08:00:00+00:00,11.0,44.0,µg/m³,5.0,42.0,42.0
BARCELONA (CIUTADELLA),2024-04-26 09:00:00+00:00,22.0,46.0,µg/m³,10.0,43.0,43.0
BARCELONA (CIUTADELLA),2024-04-26 10:00:00+00:00,32.0,64.0,µg/m³,14.0,62.0,62.0
BARCELONA (CIUTADELLA),2024-04-26 11:00:00+00:00,68.0,25.0,µg/m³,29.0,24.0,29.0
BARCELONA (CIUTADELLA),2024-04-26 12:00:00+00:00,88.0,13.0,µg/m³,38.0,12.0,38.0
BARCELONA (CIUTADELLA),2024-04-26 13:00:00+00:00,94.0,11.0,µg/m³,41.0,10.0,41.0
BARCELONA (CIUTADELLA),2024-04-26 14:00:00+00:00,92.0,10.0,µg/m³,40.0,9.0,40.0
BARCELONA (CIUTADELLA),2024-04-26 15:00:00+00:00,91.0,12.0,µg/m³,39.0,11.0,39.0
BARCELONA (CIUTADELLA),2024-04-26 16:00:00+00:00,97.0,12.0,µg/m³,42.0,11.0,42.0
BARCELONA (CIUTADELLA),2024-04-26 17:00:00+00:00,100.0,11.0,µg/m³,43.0,10.0,43.0
BARCELONA (CIUTADELLA),2024-04-26 18:00:00+00:00,96.0,16.0,µg/m³,42.0,15.0,42.0
BARCELONA (CIUTADELLA),2024-04-26 19:00:00+00:00,89.0,21.0,µg/m³,39.0,20.0,39.0
BARCELONA (CIUTADELLA),2024-04-26 20:00:00+00:00,89.0,15.0,µg/m³,39.0,14.0,39.0
BARCELONA (CIUTADELLA),2024-04-26 21:00:00+00:00,87.0,14.0,µg/m³,38.0,13.0,38.0
BARCELONA (CIUTADELLA),2024-04-26 22:00:00+00:00,93.0,6.0,µg/m³,40.0,6.0,40.0
BARCELONA (CIUTADELLA),2024-04-26 23:00:00+00:00,93.0,6.0,µg/m³,40.0,6.0,40.0
BARCELONA (CIUTADELLA),2024-04-27 00:00:00+00:00,93.0,6.0,µg/m³,40.0,6.0,40.0
BARCELONA (CIUTADELLA),2024-04-27 01:00:00+00:00,93.0,6.0,µg/m³,40.0,6.0,40.0
BARCELONA (CIUTADELLA),2024-04-27 02:00:00+00:00,92.0,5.0,µg/m³,40.0,5.0,40.0
BARCELONA (CIUTADELLA),2024-04-27 03:00:00+00:00,90.0,5.0,µg/m³,39.0,5.0,39.0
BARCELONA (CIUTADELLA),2024-04-27 04:00:00+00:00,87.0,7.0,µg/m³,38.0,7.0,38.0
BARCELONA (CIUTADELLA),2024-04-27 05:00:00+00:00,91.0,6.0,µg/m³,39.0,6.0,39.0
BARCELONA (CIUTADELLA),2024-04-27 06:00:00+00:00,95.0,4.0,µg/m³,41.0,4.0,41.0
BARCELONA (CIUTADELLA),2024-04-27 07:00:00+00:00,93.0,5.0,µg/m³,40.0,5.0,40.0
BARCELONA (CIUTADELLA),2024-04-27 08:00:00+00:00,89.0,11.0,µg/m³,39.0,10.0,39.0
BARCELONA (CIUTADELLA),2024-04-27 09:00:00+00:00,98.0,8.0,µg/m³,42.0,8.0,42.0
BARCELONA (CIUTADELLA),2024-04-27 10:00:00+00:00,100.0,7.0,µg/m³,43.0,7.0,43.0
BARCELONA (CIUTADELLA),2024-04-27 11:00:00+00:00,110.0,6.0,µg/m³,48.0,6.0,48.0
BARCELONA (CIUTADELLA),2024-04-27 12:00:00+00:00,100.0,4.0,µg/m³,43.0,4.0,43.0
BARCELONA (CIUTADELLA),2024-04-27 13:00:00+00:00,97.0,13.0,µg/m³,42.0,12.0,42.0
BARCELONA (CIUTADELLA),2024-04-27 14:00:00+00:00,110.0,9.0,µg/m³,48.0,8.0,48.0
BARCELONA (CIUTADELLA),2024-04-27 15:00:00+00:00,110.0,8.0,µg/m³,48.0,8.0,48.0
BARCELONA (CIUTADELLA),2024-04-27 16:00:00+00:00,99.0,5.0,µg/m³,43.0,5.0,43.0
BARCELONA (CIUTADELLA),2024-04-27 17:00:00+00:00,98.0,8.0,µg/m³,42.0,8.0,42.0
BARCELONA (CIUTADELLA),2024-04-27 18:00:00+00:00,97.0,12.0,µg/m³,42.0,11.0,42.0
BARCELONA (CIUTADELLA),2024-04-27 19:00:00+00:00,81.0,22.0,µg/m³,35.0,21.0,35.0
BARCELONA (CIUTADELLA),2024-04-27 20:00:00+00:00,66.0,32.0,µg/m³,29.0,30.0,30.0
BARCELONA (CIUTADELLA),2024-04-27 21:00:00+00:00,72.0,17.0,µg/m³,31.0,16.0,31.0
BARCELONA (CIUTADELLA),2024-04-27 22:00:00+00:00,68.0,15.0,µg/m³,29.0,14.0,29.0
BARCELONA (CIUTADELLA),2024-04-27 23:00:00+00:00,76.0,7.0,µg/m³,33.0,7.0,33.0
BARCELONA (CIUTADELLA),2024-04-28 00:00:00+00:00,71.0,6.0,µg/m³,31.0,6.0,31.0
BARCELONA (CIUTADELLA),2024-04-28 01:00:00+00:00,42.0,18.0,µg/m³,18.0,17.0,18.0
BARCELONA (CIUTADELLA),2024-04-28 02:00:00+00:00,32.0,23.0,µg/m³,14.0,22.0,22.0
BARCELONA (CIUTADELLA),2024-04-28 03:00:00+00:00,48.0,8.0,µg/m³,21.0,8.0,21.0
BARCELONA (CIUTADELLA),2024-04-28 04:00:00+00:00,58.0,10.0,µg/m³,25.0,9.0,25.0
BARCELONA (CIUTADELLA),2024-04-28 05:00:00+00:00,69.0,8.0,µg/m³,30.0,8.0,30.0
BARCELONA (CIUTADELLA),2024-04-28 06:00:00+00:00,60.0,19.0,µg/m³,26.0,18.0,26.0
BARCELONA (CIUTADELLA),2024-04-28 07:00:00+00:00,23.0,71.0,µg/m³,10.0,69.0,69.0
BARCELONA (CIUTADELLA),2024-04-28 08:00:00+00:00,54.0,29.0,µg/m³,23.0,27.0,27.0
BARCELONA (CIUTADELLA),2024-04-28 09:00:00+00:00,59.0,24.0,µg/m³,26.0,23.0,26.0
BARCELONA (CIUTADELLA),2024-04-28 10:00:00+00:00,70.0,11.0,µg/m³,30.0,10.0,30.0
BARCELONA (CIUTADELLA),2024-04-28 11:00:00+00:00,73.0,11.0,µg/m³,32.0,10.0,32.0
BARCELONA (CIUTADELLA),2024-04-28 12:00:00+00:00,77.0,9.0,µg/m³,33.0,8.0,33.0
BARCELONA (CIUTADELLA),2024-04-28 13:00:00+00:00,79.0,10.0,µg/m³,34.0,9.0,34.0
BARCELONA (CIUTADELLA),2024-04-28 14:00:00+00:00,80.0,8.0,µg/m³,35.0,8.0,35.0
BARCELONA (CIUTADELLA),2024-04-28 15:00:00+00:00,88.0,9.0,µg/m³,38.0,8.0,38.0
BARCELONA (CIUTADELLA),2024-04-28 16:00:00+00:00,85.0,12.0,µg/m³,37.0,11.0,37.0
BARCELONA (CIUTADELLA),2024-04-28 17:00:00+00:00,81.0,15.0,µg/m³,35.0,14.0,35.0
BARCELONA (CIUTADELLA),2024-04-28 18:00:00+00:00,85.0,9.0,µg/m³,37.0,8.0,37.0
BARCELONA (CIUTADELLA),2024-04-28 19:00:00+00:00,84.0,6.0,µg/m³,36.0,6.0,36.0
BARCELONA (CIUTADELLA),2024-04-28 20:00:00+00:00,84.0,5.0,µg/m³,36.0,5.0,36.0
BARCELONA (CIUTADELLA),2024-04-28 21:00:00+00:00,91.0,3.0,µg/m³,39.0,3.0,39.0
BARCELONA (CIUTADELLA),2024-04-28 22:00:00+00:00,92.0,4.0,µg/m³,40.0,4.0,40.0
BARCELONA (CIUTADELLA),2024-04-28 23:00:00+00:00,82.0,6.0,µg/m³,35.0,6.0,35.0
BARCELONA (CIUTADELLA),2024-04-29 00:00:00+00:00,67.0,8.0,µg/m³,29.0,8.0,29.0
BARCELONA (CIUTADELLA),2024-04-29 01:00:00+00:00,58.0,5.0,µg/m³,25.0,5.0,25.0
BARCELONA (CIUTADELLA),2024-04-29 02:00:00+00:00,61.0,5.0,µg/m³,26.0,5.0,26.0
BARCELONA (CIUTADELLA),2024-04-29 03:00:00+00:00,46.0,10.0,µg/m³,20.0,9.0,20.0
BARCELONA (CIUTADELLA),2024-04-29 04:00:00+00:00,55.0,8.0,µg/m³,24.0,8.0,24.0
BARCELONA (CIUTADELLA),2024-04-29 05:00:00+00:00,75.0,5.0,µg/m³,32.0,5.0,32.0
BARCELONA (CIUTADELLA),2024-04-29 06:00:00+00:00,54.0,19.0,µg/m³,23.0,18.0,23.0
BARCELONA (CIUTADELLA),2024-04-29 07:00:00+00:00,39.0,36.0,µg/m³,17.0,34.0,34.0
BARCELONA (CIUTADELLA),2024-04-29 08:00:00+00:00,28.0,48.0,µg/m³,12.0,45.0,45.0
BARCELONA (CIUTADELLA),2024-04-29 09:00:00+00:00,28.0,50.0,µg/m³,12.0,47.0,47.0
BARCELONA (CIUTADELLA),2024-04-29 10:00:00+00:00,35.0,43.0,µg/m³,15.0,41.0,41.0
BARCELONA (CIUTADELLA),2024-04-29 11:00:00+00:00,37.0,44.0,µg/m³,16.0,42.0,42.0
BARCELONA (CIUTADELLA),2024-04-29 12:00:00+00:00,39.0,36.0,µg/m³,17.0,34.0,34.0
BARCELONA (CIUTADELLA),2024-04-29 13:00:00+00:00,28.0,36.0,µg/m³,12.0,34.0,34.0
BARCELONA (CIUTADELLA),2024-04-29 14:00:00+00:00,65.0,20.0,µg/m³,28.0,19.0,28.0
BARCELONA (CIUTADELLA),2024-04-29 15:00:00+00:00,64.0,17.0,µg/m³,28.0,16.0,28.0
BARCELONA (CIUTADELLA),2024-04-29 16:00:00+00:00,55.0,29.0,µg/m³,24.0,27.0,27.0
BARCELONA (CIUTADELLA),2024-04-29 17:00:00+00:00,69.0,21.0,µg/m³,30.0,20.0,30.0
BARCELONA (CIUTADELLA),2024-04-29 18:00:00+00:00,82.0,9.0,µg/m³,35.0,8.0,35.0
BARCELONA (CIUTADELLA),2024-04-29 19:00:00+00:00,85.0,6.0,µg/m³,37.0,6.0,37.0
BARCELONA (CIUTADELLA),2024-04-29 20:00:00+00:00,84.0,6.0,µg/m³,36.0,6.0,36.0
BARCELONA (CIUTADELLA),2024-04-29 21:00:00+00:00,82.0,6.0,µg/m³,35.0,6.0,35.0
BARCELONA (CIUTADELLA),2024-04-29 22:00:00+00:00,86.0,4.0,µg/m³,37.0,4.0,37.0
BARCELONA (CIUTADELLA),2024-04-29 23:00:00+00:00,91.0,4.0,µg/m³,39.0,4.0,39.0
BARCELONA (CIUTADELLA),2024-04-30 00:00:00+00:00,88.0,3.0,µg/m³,38.0,3.0,38.0
BARCELONA (CIUTADELLA),2024-05-01 01:00:00+00:00,20.0,40.0,µg/m³,9.0,38.0,38.0
BARCELONA (CIUTADELLA),2024-05-01 02:00:00+00:00,12.0,33.0,µg/m³,5.0,31.0,31.0
BARCELONA (CIUTADELLA),2024-05-01 03:00:00+00:00,13.0,33.0,µg/m³,6.0,31.0,31.0
BARCELONA (CIUTADELLA),2024-05-01 04:00:00+00:00,7.0,26.0,µg/m³,3.0,25.0,25.0
BARCELONA (CIUTADELLA),2024-05-01 05:00:00+00:00,4.0,25.0,µg/m³,2.0,24.0,24.0
BARCELONA (CIUTADELLA),2024-05-01 06:00:00+00:00,3.0,24.0,µg/m³,1.0,23.0,23.0
BARCELONA (CIUTADELLA),2024-05-01 07:00:00+00:00,2.0,28.0,µg/m³,1.0,26.0,26.0
BARCELONA (CIUTADELLA),2024-05-01 08:00:00+00:00,11.0,23.0,µg/m³,5.0,22.0,22.0
BARCELONA (CIUTADELLA),2024-05-01 09:00:00+00:00,30.0,25.0,µg/m³,13.0,24.0,24.0
BARCELONA (CIUTADELLA),2024-05-01 10:00:00+00:00,42.0,30.0,µg/m³,18.0,28.0,28.0
BARCELONA (CIUTADELLA),2024-05-01 11:00:00+00:00,54.0,19.0,µg/m³,23.0,18.0,23.0
BARCELONA (CIUTADELLA),2024-05-01 12:00:00+00:00,81.0,10.0,µg/m³,35.0,9.0,35.0
BARCELONA (CIUTADELLA),2024-05-01 13:00:00+00:00,85.0,12.0,µg/m³,37.0,11.0,37.0
BARCELONA (CIUTADELLA),2024-05-01 14:00:00+00:00,81.0,8.0,µg/m³,35.0,8.0,35.0
BARCELONA (CIUTADELLA),2024-05-01 15:00:00+00:00,83.0,10.0,µg/m³,36.0,9.0,36.0
BARCELONA (CIUTADELLA),2024-05-01 16:00:00+00:00,91.0,6.0,µg/m³,39.0,6.0,39.0
BARCELONA (CIUTADELLA),2024-05-01 17:00:00+00:00,93.0,5.0,µg/m³,40.0,5.0,40.0
BARCELONA (CIUTADELLA),2024-05-01 18:00:00+00:00,92.0,7.0,µg/m³,40.0,7.0,40.0
BARCELONA (CIUTADELLA),2024-05-01 19:00:00+00:00,91.0,8.0,µg/m³,39.0,8.0,39.0
BARCELONA (CIUTADELLA),2024-05-01 20:00:00+00:00,90.0,9.0,µg/m³,39.0,8.0,39.0
BARCELONA (CIUTADELLA),2024-05-01 21:00:00+00:00,87.0,10.0,µg/m³,38.0,9.0,38.0
BARCELONA (CIUTADELLA),2024-05-01 22:00:00+00:00,83.0,10.0,µg/m³,36.0,9.0,36.0
BARCELONA (CIUTADELLA),2024-05-01 23:00:00+00:00,80.0,9.0,µg/m³,35.0,8.0,35.0
BARCELONA (CIUTADELLA),2024-05-02 00:00:00+00:00,78.0,9.0,µg/m³,34.0,8.0,34.0
BARCELONA (CIUTADELLA),2024-05-02 01:00:00+00:00,78.0,8.0,µg/m³,34.0,8.0,34.0
BARCELONA (CIUTADELLA),2024-05-02 02:00:00+00:00,78.0,6.0,µg/m³,34.0,6.0,34.0
BARCELONA (CIUTADELLA),2024-05-02 03:00:00+00:00,78.0,4.0,µg/m³,34.0,4.0,34.0
BARCELONA (CIUTADELLA),2024-05-02 04:00:00+00:00,74.0,5.0,µg/m³,32.0,5.0,32.0
BARCELONA (CIUTADELLA),2024-05-02 05:00:00+00:00,70.0,7.0,µg/m³,30.0,7.0,30.0
BARCELONA (CIUTADELLA),2024-05-02 06:00:00+00:00,70.0,7.0,µg/m³,30.0,7.0,30.0
BARCELONA (CIUTADELLA),2024-05-02 07:00:00+00:00,62.0,14.0,µg/m³,27.0,13.0,27.0
BARCELONA (CIUTADELLA),2024-05-02 08:00:00+00:00,-1.0,-1.0,µg/m³,,,
BARCELONA (CIUTADELLA),2024-05-02 09:00:00+00:00,51.0,-1.0,µg/m³,22.0,,22.0
BARCELONA (CIUTADELLA),2024-05-02 10:00:00+00:00,-1.0,-1.0,µg/m³,,,
BARCELONA (CIUTADELLA),2024-05-02 11:00:00+00:00,72.0,10.0,µg/m³,31.0,9.0,31.0
BARCELONA (CIUTADELLA),2024-05-02 12:00:00+00:00,76.0,10.0,µg/m³,33.0,9.0,33.0
BARCELONA (CIUTADELLA),2024-05-02 13:00:00+00:00,83.0,9.0,µg/m³,36.0,8.0,36.0
BARCELONA (CIUTADELLA),2024-05-02 14:00:00+00:00,90.0,8.0,µg/m³,39.0,8.0,39.0
BARCELONA (CIUTADELLA),2024-05-02 15:00:00+00:00,86.0,15.0,µg/m³,37.0,14.0,37.0
BARCELONA (CIUTADELLA),2024-05-02 16:00:00+00:00,82.0,20.0,µg/m³,35.0,19.0,35.0
BARCELONA (CIUTADELLA),2024-05-02 17:00:00+00:00,96.0,10.0,µg/m³,42.0,9.0,42.0
BARCELONA (CIUTADELLA),2024-05-02 18:00:00+00:00,84.0,8.0,µg/m³,36.0,8.0,36.0
BARCELONA (CIUTADELLA),2024-05-02 19:00:00+00:00,86.0,11.0,µg/m³,37.0,10.0,37.0
BARCELONA (CIUTADELLA),2024-05-02 20:00:00+00:00,83.0,14.0,µg/m³,36.0,13.0,36.0
BARCELONA (CIUTADELLA),2024-05-02 21:00:00+00:00,80.0,15.0,µg/m³,35.0,14.0,35.0
BARCELONA (CIUTADELLA),2024-05-02 22:00:00+00:00,78.0,12.0,µg/m³,34.0,11.0,34.0
BARCELONA (CIUTADELLA),2024-05-02 23:00:00+00:00,73.0,9.0,µg/m³,32.0,8.0,32.0
BARCELONA (CIUTADELLA),2024-05-03 00:00:00+00:00,67.0,14.0,µg/m³,29.0,13.0,29.0
BARCELONA (CIUTADELLA),2024-05-03 01:00:00+00:00,41.0,24.0,µg/m³,18.0,23.0,23.0
BARCELONA (CIUTADELLA),2024-05-03 02:00:00+00:00,31.0,24.0,µg/m³,13.0,23.0,23.0
BARCELONA (CIUTADELLA),2024-05-03 03:00:00+00:00,21.0,24.0,µg/m³,9.0,23.0,23.0
BARCELONA (CIUTADELLA),2024-05-03 04:00:00+00:00,33.0,22.0,µg/m³,14.0,21.0,21.0
BARCELONA (CIUTADELLA),2024-05-03 05:00:00+00:00,48.0,14.0,µg/m³,21.0,13.0,21.0
BARCELONA (CIUTADELLA),2024-05-03 06:00:00+00:00,27.0,27.0,µg/m³,12.0,25.0,25.0
BARCELONA (CIUTADELLA),2024-05-03 07:00:00+00:00,20.0,38.0,µg/m³,9.0,36.0,36.0
BARCELONA (CIUTADELLA),2024-05-03 08:00:00+00:00,17.0,45.0,µg/m³,7.0,42.0,42.0
BARCELONA (CIUTADELLA),2024-05-03 09:00:00+00:00,23.0,48.0,µg/m³,10.0,45.0,45.0
BARCELONA (CIUTADELLA),2024-05-03 10:00:00+00:00,31.0,74.0,µg/m³,13.0,72.0,72.0
BARCELONA (CIUTADELLA),2024-05-03 11:00:00+00:00,43.0,41.0,µg/m³,19.0,39.0,39.0
BARCELONA (CIUTADELLA),2024-05-03 12:00:00+00:00,37.0,67.0,µg/m³,16.0,65.0,65.0
BARCELONA (CIUTADELLA),2024-05-03 13:00:00+00:00,51.0,60.0,µg/m³,22.0,57.0,57.0
BARCELONA (CIUTADELLA),2024-05-03 14:00:00+00:00,70.0,45.0,µg/m³,30.0,42.0,42.0
