location_name,datetimeUtc,O3,No2,unit,AQI_O3,AQI_NO2,AQI
BARCELONA (CIUTADELLA),2024-05-03 15:00:00+00:00,82.0,35.0,µg/m³,35.0,33.0,35.0
BARCELONA (CIUTADELLA),2024-05-03 16:00:00+00:00,89.0,25.0,µg/m³,39.0,24.0,39.0
BARCELONA (CIUTADELLA),2024-05-03 17:00:00+00:00,89.0,22.0,µg/m³,39.0,21.0,39.0
BARCELONA (CIUTADELLA),2024-05-03 18:00:00+00:00,92.0,19.0,µg/m³,40.0,18.0,40.0
BARCELONA (CIUTADELLA),2024-05-03 19:00:00+00:00,97.0,14.0,µg/m³,42.0,13.0,42.0
BARCELONA (CIUTADELLA),2024-05-03 20:00:00+00:00,89.0,18.0,µg/m³,39.0,17.0,39.0
BARCELONA (CIUTADELLA),2024-05-03 21:00:00+00:00,78.0,24.0,µg/m³,34.0,23.0,34.0
BARCELONA (CIUTADELLA),2024-05-03 22:00:00+00:00,68.0,29.0,µg/m³,29.0,27.0,29.0
BARCELONA (CIUTADELLA),2024-05-03 23:00:00+00:00,70.0,29.0,µg/m³,30.0,27.0,30.0
BARCELONA (CIUTADELLA),2024-05-04 00:00:00+00:00,60.0,36.0,µg/m³,26.0,34.0,34.0
BARCELONA (CIUTADELLA),2024-05-04 01:00:00+00:00,55.0,32.0,µg/m³,24.0,30.0,30.0
BARCELONA (CIUTADELLA),2024-05-04 02:00:00+00:00,32.0,41.0,µg/m³,14.0,39.0,39.0
BARCELONA (CIUTADELLA),2024-05-04 03:00:00+00:00,17.0,48.0,µg/m³,7.0,45.0,45.0
BARCELONA (CIUTADELLA),2024-05-04 04:00:00+00:00,11.0,45.0,µg/m³,5.0,42.0,42.0
BARCELONA (CIUTADELLA),2024-05-04 05:00:00+00:00,5.0,47.0,µg/m³,2.0,44.0,44.0
BARCELONA (CIUTADELLA),2024-05-04 06:00:00+00:00,9.0,39.0,µg/m³,4.0,37.0,37.0
BARCELONA (CIUTADELLA),2024-05-04 07:00:00+00:00,10.0,44.0,µg/m³,4.0,42.0,42.0
BARCELONA (CIUTADELLA),2024-05-04 08:00:00+00:00,50.0,30.0,µg/m³,22.0,28.0,28.0
BARCELONA (CIUTADELLA),2024-05-04 09:00:00+00:00,71.0,23.0,µg/m³,31.0,22.0,31.0
BARCELONA (CIUTADELLA),2024-05-04 10:00:00+00:00,50.0,51.0,µg/m³,22.0,48.0,48.0
BARCELONA (CIUTADELLA),2024-05-04 11:00:00+00:00,56.0,53.0,µg/m³,24.0,50.0,50.0
BARCELONA (CIUTADELLA),2024-05-04 12:00:00+00:00,63.0,55.0,µg/m³,27.0,52.0,52.0
BARCELONA (CIUTADELLA),2024-05-04 13:00:00+00:00,45.0,77.0,µg/m³,19.0,76.0,76.0
BARCELONA (CIUTADELLA),2024-05-04 14:00:00+00:00,73.0,43.0,µg/m³,32.0,41.0,41.0
BARCELONA (CIUTADELLA),2024-05-04 15:00:00+00:00,67.0,47.0,µg/m³,29.0,44.0,44.0
BARCELONA (CIUTADELLA),2024-05-04 16:00:00+00:00,76.0,33.0,µg/m³,33.0,31.0,33.0
BARCELONA (CIUTADELLA),2024-05-04 17:00:00+00:00,110.0,10.0,µg/m³,48.0,9.0,48.0
BARCELONA (CIUTADELLA),2024-05-04 18:00:00+00:00,110.0,11.0,µg/m³,48.0,10.0,48.0
BARCELONA (CIUTADELLA),2024-05-04 19:00:00+00:00,110.0,12.0,µg/m³,48.0,11.0,48.0
BARCELONA (CIUTADELLA),2024-05-04 20:00:00+00:00,100.0,20.0,µg/m³,43.0,19.0,43.0
BARCELONA (CIUTADELLA),2024-05-04 21:00:00+00:00,96.0,17.0,µg/m³,42.0,16.0,42.0
BARCELONA (CIUTADELLA),2024-05-04 22:00:00+00:00,86.0,21.0,µg/m³,37.0,20.0,37.0
BARCELONA (CIUTADELLA),2024-05-04 23:00:00+00:00,86.0,17.0,µg/m³,37.0,16.0,37.0
BARCELONA (CIUTADELLA),2024-05-05 00:00:00+00:00,61.0,30.0,µg/m³,26.0,28.0,28.0
BARCELONA (CIUTADELLA),2024-05-05 01:00:00+00:00,24.0,60.0,µg/m³,10.0,57.0,57.0
BARCELONA (CIUTADELLA),2024-05-05 02:00:00+00:00,15.0,67.0,µg/m³,6.0,65.0,65.0
BARCELONA (CIUTADELLA),2024-05-05 03:00:00+00:00,14.0,60.0,µg/m³,6.0,57.0,57.0
BARCELONA (CIUTADELLA),2024-05-05 04:00:00+00:00,23.0,56.0,µg/m³,10.0,53.0,53.0
BARCELONA (CIUTADELLA),2024-05-05 05:00:00+00:00,45.0,25.0,µg/m³,19.0,24.0,24.0
BARCELONA (CIUTADELLA),2024-05-05 06:00:00+00:00,28.0,32.0,µg/m³,12.0,30.0,30.0
BARCELONA (CIUTADELLA),2024-05-05 07:00:00+00:00,31.0,32.0,µg/m³,13.0,30.0,30.0
BARCELONA (CIUTADELLA),2024-05-05 08:00:00+00:00,58.0,21.0,µg/m³,25.0,20.0,25.0
BARCELONA (CIUTADELLA),2024-05-05 09:00:00+00:00,89.0,5.0,µg/m³,39.0,5.0,39.0
BARCELONA (CIUTADELLA),2024-05-05 10:00:00+00:00,90.0,5.0,µg/m³,39.0,5.0,39.0
BARCELONA (CIUTADELLA),2024-05-05 11:00:00+00:00,97.0,3.0,µg/m³,42.0,3.0,42.0
BARCELONA (CIUTADELLA),2024-05-05 12:00:00+00:00,100.0,3.0,µg/m³,43.0,3.0,43.0
BARCELONA (CIUTADELLA),2024-05-05 13:00:00+00:00,94.0,5.0,µg/m³,41.0,5.0,41.0
BARCELONA (CIUTADELLA),2024-05-05 14:00:00+00:00,96.0,5.0,µg/m³,42.0,5.0,42.0
BARCELONA (CIUTADELLA),2024-05-05 15:00:00+00:00,98.0,3.0,µg/m³,42.0,3.0,42.0
BARCELONA (CIUTADELLA),2024-05-05 16:00:00+00:00,100.0,4.0,µg/m³,43.0,4.0,43.0
BARCELONA (CIUTADELLA),2024-05-05 17:00:00+00:00,110.0,6.0,µg/m³,48.0,6.0,48.0
BARCELONA (CIUTADELLA),2024-05-05 18:00:00+00:00,110.0,7.0,µg/m³,48.0,7.0,48.0
BARCELONA (CIUTADELLA),2024-05-05 19:00:00+00:00,88.0,20.0,µg/m³,38.0,19.0,38.0
BARCELONA (CIUTADELLA),2024-05-05 20:00:00+00:00,74.0,27.0,µg/m³,32.0,25.0,32.0
BARCELONA (CIUTADELLA),2024-05-05 21:00:00+00:00,70.0,22.0,µg/m³,30.0,21.0,30.0
BARCELONA (CIUTADELLA),2024-05-05 22:00:00+00:00,58.0,31.0,µg/m³,25.0,29.0,29.0
BARCELONA (CIUTADELLA),2024-05-05 23:00:00+00:00,46.0,33.0,µg/m³,20.0,31.0,31.0
BARCELONA (CIUTADELLA),2024-05-06 00:00:00+00:00,67.0,21.0,µg/m³,29.0,20.0,29.0
BARCELONA (CIUTADELLA),2024-05-06 01:00:00+00:00,80.0,10.0,µg/m³,35.0,9.0,35.0
BARCELONA (CIUTADELLA),2024-05-06 02:00:00+00:00,65.0,12.0,µg/m³,28.0,11.0,28.0
BARCELONA (CIUTADELLA),2024-05-06 03:00:00+00:00,41.0,25.0,µg/m³,18.0,24.0,24.0
BARCELONA (CIUTADELLA),2024-05-06 04:00:00+00:00,58.0,18.0,µg/m³,25.0,17.0,25.0
BARCELONA (CIUTADELLA),2024-05-06 05:00:00+00:00,63.0,12.0,µg/m³,27.0,11.0,27.0
BARCELONA (CIUTADELLA),2024-05-06 06:00:00+00:00,43.0,21.0,µg/m³,19.0,20.0,20.0
BARCELONA (CIUTADELLA),2024-05-06 07:00:00+00:00,4.0,76.0,µg/m³,2.0,74.0,74.0
BARCELONA (CIUTADELLA),2024-05-06 08:00:00+00:00,-1.0,-1.0,µg/m³,,,
BARCELONA (CIUTADELLA),2024-05-06 09:00:00+00:00,46.0,25.0,µg/m³,20.0,24.0,24.0
BARCELONA (CIUTADELLA),2024-05-06 10:00:00+00:00,69.0,15.0,µg/m³,30.0,14.0,30.0
BARCELONA (CIUTADELLA),2024-05-06 11:00:00+00:00,-1.0,-1.0,µg/m³,,,
BARCELONA (CIUTADELLA),2024-05-06 12:00:00+00:00,86.0,13.0,µg/m³,37.0,12.0,37.0
BARCELONA (CIUTADELLA),2024-05-06 13:00:00+00:00,88.0,6.0,µg/m³,38.0,6.0,38.0
BARCELONA (CIUTADELLA),2024-05-06 14:00:00+00:00,95.0,7.0,µg/m³,41.0,7.0,41.0
BARCELONA (CIUTADELLA),2024-05-06 15:00:00+00:00,93.0,8.0,µg/m³,40.0,8.0,40.0
BARCELONA (CIUTADELLA),2024-05-06 16:00:00+00:00,86.0,9.0,µg/m³,37.0,8.0,37.0
BARCELONA (CIUTADELLA),2024-05-06 17:00:00+00:00,85.0,8.0,µg/m³,37.0,8.0,37.0
BARCELONA (CIUTADELLA),2024-05-06 18:00:00+00:00,85.0,6.0,µg/m³,37.0,6.0,37.0
BARCELONA (CIUTADELLA),2024-05-06 19:00:00+00:00,85.0,5.0,µg/m³,37.0,5.0,37.0
BARCELONA (CIUTADELLA),2024-05-06 20:00:00+00:00,83.0,6.0,µg/m³,36.0,6.0,36.0
BARCELONA (CIUTADELLA),2024-05-06 21:00:00+00:00,60.0,23.0,µg/m³,26.0,22.0,26.0
BARCELONA (CIUTADELLA),2024-05-06 22:00:00+00:00,44.0,39.0,µg/m³,19.0,37.0,37.0
BARCELONA (CIUTADELLA),2024-05-06 23:00:00+00:00,59.0,23.0,µg/m³,26.0,22.0,26.0
BARCELONA (CIUTADELLA),2024-05-07 00:00:00+00:00,65.0,18.0,µg/m³,28.0,17.0,28.0
BARCELONA (CIUTADELLA),2024-05-07 01:00:00+00:00,65.0,12.0,µg/m³,28.0,11.0,28.0
BARCELONA (CIUTADELLA),2024-05-07 02:00:00+00:00,59.0,15.0,µg/m³,26.0,14.0,26.0
BARCELONA (CIUTADELLA),2024-05-07 03:00:00+00:00,54.0,20.0,µg/m³,23.0,19.0,23.0
BARCELONA (CIUTADELLA),2024-05-07 04:00:00+00:00,58.0,11.0,µg/m³,25.0,10.0,25.0
BARCELONA (CIUTADELLA),2024-05-07 05:00:00+00:00,66.0,10.0,µg/m³,29.0,9.0,29.0
BARCELONA (CIUTADELLA),2024-05-07 06:00:00+00:00,64.0,17.0,µg/m³,28.0,16.0,28.0
BARCELONA (CIUTADELLA),2024-05-07 07:00:00+00:00,64.0,20.0,µg/m³,28.0,19.0,28.0
BARCELONA (CIUTADELLA),2024-05-07 08:00:00+00:00,61.0,21.0,µg/m³,26.0,20.0,26.0
BARCELONA (CIUTADELLA),2024-05-07 09:00:00+00:00,69.0,15.0,µg/m³,30.0,14.0,30.0
BARCELONA (CIUTADELLA),2024-05-07 10:00:00+00:00,69.0,17.0,µg/m³,30.0,16.0,30.0
BARCELONA (CIUTADELLA),2024-05-07 11:00:00+00:00,57.0,25.0,µg/m³,25.0,24.0,25.0
BARCELONA (CIUTADELLA),2024-05-07 12:00:00+00:00,75.0,15.0,µg/m³,32.0,14.0,32.0
BARCELONA (CIUTADELLA),2024-05-07 13:00:00+00:00,81.0,16.0,µg/m³,35.0,15.0,35.0
BARCELONA (CIUTADELLA),2024-05-07 14:00:00+00:00,94.0,10.0,µg/m³,41.0,9.0,41.0
BARCELONA (CIUTADELLA),2024-05-07 15:00:00+00:00,96.0,15.0,µg/m³,42.0,14.0,42.0
BARCELONA (CIUTADELLA),2024-05-07 16:00:00+00:00,99.0,9.0,µg/m³,43.0,8.0,43.0
BARCELONA (CIUTADELLA),2024-05-07 17:00:00+00:00,90.0,9.0,µg/m³,39.0,8.0,39.0
BARCELONA (CIUTADELLA),2024-05-07 18:00:00+00:00,87.0,10.0,µg/m³,38.0,9.0,38.0
BARCELONA (CIUTADELLA),2024-05-07 19:00:00+00:00,90.0,6.0,µg/m³,39.0,6.0,39.0
BARCELONA (CIUTADELLA),2024-05-07 20:00:00+00:00,87.0,7.0,µg/m³,38.0,7.0,38.0
BARCELONA (CIUTADELLA),2024-05-07 21:00:00+00:00,85.0,8.0,µg/m³,37.0,8.0,37.0
BARCELONA (CIUTADELLA),2024-05-07 22:00:00+00:00,82.0,8.0,µg/m³,35.0,8.0,35.0
BARCELONA (CIUTADELLA),2024-05-07 23:00:00+00:00,61.0,28.0,µg/m³,26.0,26.0,26.0
BARCELONA (CIUTADELLA),2024-05-08 00:00:00+00:00,46.0,39.0,µg/m³,20.0,37.0,37.0
BARCELONA (CIUTADELLA),2024-05-08 01:00:00+00:00,42.0,23.0,µg/m³,18.0,22.0,22.0
BARCELONA (CIUTADELLA),2024-05-08 02:00:00+00:00,45.0,16.0,µg/m³,19.0,15.0,19.0
BARCELONA (CIUTADELLA),2024-05-08 03:00:00+00:00,53.0,13.0,µg/m³,23.0,12.0,23.0
BARCELONA (CIUTADELLA),2024-05-08 04:00:00+00:00,74.0,9.0,µg/m³,32.0,8.0,32.0
BARCELONA (CIUTADELLA),2024-05-08 05:00:00+00:00,55.0,11.0,µg/m³,24.0,10.0,24.0
BARCELONA (CIUTADELLA),2024-05-08 06:00:00+00:00,29.0,26.0,µg/m³,13.0,25.0,25.0
BARCELONA (CIUTADELLA),2024-05-08 07:00:00+00:00,34.0,28.0,µg/m³,15.0,26.0,26.0
BARCELONA (CIUTADELLA),2024-05-08 08:00:00+00:00,21.0,57.0,µg/m³,9.0,54.0,54.0
BARCELONA (CIUTADELLA),2024-05-08 09:00:00+00:00,34.0,43.0,µg/m³,15.0,41.0,41.0
BARCELONA (CIUTADELLA),2024-05-08 10:00:00+00:00,41.0,39.0,µg/m³,18.0,37.0,37.0
BARCELONA (CIUTADELLA),2024-05-08 11:00:00+00:00,45.0,41.0,µg/m³,19.0,39.0,39.0
BARCELONA (CIUTADELLA),2024-05-08 12:00:00+00:00,46.0,42.0,µg/m³,20.0,40.0,40.0
BARCELONA (CIUTADELLA),2024-05-08 13:00:00+00:00,52.0,39.0,µg/m³,22.0,37.0,37.0
BARCELONA (CIUTADELLA),2024-05-08 14:00:00+00:00,48.0,69.0,µg/m³,21.0,67.0,67.0
BARCELONA (CIUTADELLA),2024-05-08 15:00:00+00:00,64.0,46.0,µg/m³,28.0,43.0,43.0
BARCELONA (CIUTADELLA),2024-05-08 16:00:00+00:00,58.0,51.0,µg/m³,25.0,48.0,48.0
BARCELONA (CIUTADELLA),2024-05-08 17:00:00+00:00,65.0,40.0,µg/m³,28.0,38.0,38.0
BARCELONA (CIUTADELLA),2024-05-08 18:00:00+00:00,60.0,48.0,µg/m³,26.0,45.0,45.0
BARCELONA (CIUTADELLA),2024-05-08 19:00:00+00:00,21.0,90.0,µg/m³,9.0,89.0,89.0
BARCELONA (CIUTADELLA),2024-05-08 20:00:00+00:00,78.0,26.0,µg/m³,34.0,25.0,34.0
BARCELONA (CIUTADELLA),2024-05-08 21:00:00+00:00,86.0,16.0,µg/m³,37.0,15.0,37.0
BARCELONA (CIUTADELLA),2024-05-08 22:00:00+00:00,91.0,11.0,µg/m³,39.0,10.0,39.0
BARCELONA (CIUTADELLA),2024-05-08 23:00:00+00:00,81.0,18.0,µg/m³,35.0,17.0,35.0
BARCELONA (CIUTADELLA),2024-05-09 00:00:00+00:00,82.0,17.0,µg/m³,35.0,16.0,35.0
BARCELONA (CIUTADELLA),2024-05-09 01:00:00+00:00,81.0,14.0,µg/m³,35.0,13.0,35.0
BARCELONA (CIUTADELLA),2024-05-09 02:00:00+00:00,73.0,14.0,µg/m³,32.0,13.0,32.0
BARCELONA (CIUTADELLA),2024-05-09 03:00:00+00:00,69.0,14.0,µg/m³,30.0,13.0,30.0
BARCELONA (CIUTADELLA),2024-05-09 04:00:00+00:00,62.0,17.0,µg/m³,27.0,16.0,27.0
BARCELONA (CIUTADELLA),2024-05-09 05:00:00+00:00,38.0,21.0,µg/m³,16.0,20.0,20.0
BARCELONA (CIUTADELLA),2024-05-09 06:00:00+00:00,24.0,36.0,µg/m³,10.0,34.0,34.0
BARCELONA (CIUTADELLA),2024-05-09 07:00:00+00:00,17.0,50.0,µg/m³,7.0,47.0,47.0
BARCELONA (CIUTADELLA),2024-05-09 08:00:00+00:00,18.0,61.0,µg/m³,8.0,58.0,58.0
BARCELONA (CIUTADELLA),2024-05-09 09:00:00+00:00,36.0,57.0,µg/m³,16.0,54.0,54.0
BARCELONA (CIUTADELLA),2024-05-09 10:00:00+00:00,56.0,38.0,µg/m³,24.0,36.0,36.0
BARCELONA (CIUTADELLA),2024-05-09 11:00:00+00:00,71.0,15.0,µg/m³,31.0,14.0,31.0
BARCELONA (CIUTADELLA),2024-05-09 12:00:00+00:00,64.0,35.0,µg/m³,28.0,33.0,33.0
BARCELONA (CIUTADELLA),2024-05-09 13:00:00+00:00,73.0,28.0,µg/m³,32.0,26.0,32.0
BARCELONA (CIUTADELLA),2024-05-09 14:00:00+00:00,110.0,17.0,µg/m³,48.0,16.0,48.0
BARCELONA (CIUTADELLA),2024-05-09 15:00:00+00:00,110.0,17.0,µg/m³,48.0,16.0,48.0
BARCELONA (CIUTADELLA),2024-05-09 16:00:00+00:00,100.0,14.0,µg/m³,43.0,13.0,43.0
BARCELONA (CIUTADELLA),2024-05-09 17:00:00+00:00,100.0,11.0,µg/m³,43.0,10.0,43.0
BARCELONA (CIUTADELLA),2024-05-09 18:00:00+00:00,90.0,27.0,µg/m³,39.0,25.0,39.0
BARCELONA (CIUTADELLA),2024-05-09 19:00:00+00:00,77.0,41.0,µg/m³,33.0,39.0,39.0
BARCELONA (CIUTADELLA),2024-05-09 20:00:00+00:00,53.0,63.0,µg/m³,23.0,61.0,61.0
BARCELONA (CIUTADELLA),2024-05-09 21:00:00+00:00,70.0,40.0,µg/m³,30.0,38.0,38.0
BARCELONA (CIUTADELLA),2024-05-09 22:00:00+00:00,88.0,21.0,µg/m³,38.0,20.0,38.0
BARCELONA (CIUTADELLA),2024-05-09 23:00:00+00:00,64.0,33.0,µg/m³,28.0,31.0,31.0
BARCELONA (CIUTADELLA),2024-05-10 00:00:00+00:00,32.0,55.0,µg/m³,14.0,52.0,52.0
BARCELONA (CIUTADELLA),2024-05-10 01:00:00+00:00,16.0,71.0,µg/m³,7.0,69.0,69.0
BARCELONA (CIUTADELLA),2024-05-10 02:00:00+00:00,5.0,79.0,µg/m³,2.0,78.0,78.0
BARCELONA (CIUTADELLA),2024-05-10 03:00:00+00:00,1.0,74.0,µg/m³,0.0,72.0,72.0
BARCELONA (CIUTADELLA),2024-05-10 04:00:00+00:00,2.0,59.0,µg/m³,1.0,56.0,56.0
BARCELONA (CIUTADELLA),2024-05-10 05:00:00+00:00,7.0,44.0,µg/m³,3.0,42.0,42.0
BARCELONA (CIUTADELLA),2024-05-10 06:00:00+00:00,6.0,43.0,µg/m³,3.0,41.0,41.0
BARCELONA (CIUTADELLA),2024-05-10 07:00:00+00:00,5.0,47.0,µg/m³,2.0,44.0,44.0
BARCELONA (CIUTADELLA),2024-05-10 08:00:00+00:00,6.0,74.0,µg/m³,3.0,72.0,72.0
BARCELONA (CIUTADELLA),2024-05-10 09:00:00+00:00,7.0,92.0,µg/m³,3.0,91.0,91.0
BARCELONA (CIUTADELLA),2024-05-10 10:00:00+00:00,28.0,75.0,µg/m³,12.0,73.0,73.0
BARCELONA (CIUTADELLA),2024-05-10 11:00:00+00:00,54.0,60.0,µg/m³,23.0,57.0,57.0
BARCELONA (CIUTADELLA),2024-05-10 12:00:00+00:00,49.0,73.0,µg/m³,21.0,71.0,71.0
BARCELONA (CIUTADELLA),2024-05-10 13:00:00+00:00,54.0,67.0,µg/m³,23.0,65.0,65.0
BARCELONA (CIUTADELLA),2024-05-10 14:00:00+00:00,65.0,52.0,µg/m³,28.0,49.0,49.0
BARCELONA (CIUTADELLA),2024-05-10 15:00:00+00:00,71.0,47.0,µg/m³,31.0,44.0,44.0
BARCELONA (CIUTADELLA),2024-05-10 16:00:00+00:00,71.0,48.0,µg/m³,31.0,45.0,45.0
BARCELONA (CIUTADELLA),2024-05-10 17:00:00+00:00,72.0,44.0,µg/m³,31.0,42.0,42.0
BARCELONA (CIUTADELLA),2024-05-10 18:00:00+00:00,88.0,28.0,µg/m³,38.0,26.0,38.0
BARCELONA (CIUTADELLA),2024-05-10 19:00:00+00:00,79.0,36.0,µg/m³,34.0,34.0,34.0
BARCELONA (CIUTADELLA),2024-05-10 20:00:00+00:00,60.0,50.0,µg/m³,26.0,47.0,47.0
BARCELONA (CIUTADELLA),2024-05-10 21:00:00+00:00,65.0,39.0,µg/m³,28.0,37.0,37.0
BARCELONA (CIUTADELLA),2024-05-10 22:00:00+00:00,75.0,28.0,µg/m³,32.0,26.0,32.0
BARCELONA (CIUTADELLA),2024-05-10 23:00:00+00:00,51.0,45.0,µg/m³,22.0,42.0,42.0
BARCELONA (CIUTADELLA),2024-05-11 00:00:00+00:00,34.0,60.0,µg/m³,15.0,57.0,57.0
BARCELONA (CIUTADELLA),2024-05-11 01:00:00+00:00,39.0,44.0,µg/m³,17.0,42.0,42.0
BARCELONA (CIUTADELLA),2024-05-11 02:00:00+00:00,26.0,50.0,µg/m³,11.0,47.0,47.0
BARCELONA (CIUTADELLA),2024-05-11 03:00:00+00:00,12.0,62.0,µg/m³,5.0,60.0,60.0
BARCELONA (CIUTADELLA),2024-05-11 04:00:00+00:00,12.0,55.0,µg/m³,5.0,52.0,52.0
BARCELONA (CIUTADELLA),2024-05-11 05:00:00+00:00,6.0,57.0,µg/m³,3.0,54.0,54.0
BARCELONA (CIUTADELLA),2024-05-11 06:00:00+00:00,5.0,54.0,µg/m³,2.0,51.0,51.0
BARCELONA (CIUTADELLA),2024-05-11 07:00:00+00:00,8.0,54.0,µg/m³,3.0,51.0,51.0
BARCELONA (CIUTADELLA),2024-05-11 08:00:00+00:00,15.0,68.0,µg/m³,6.0,66.0,66.0
BARCELONA (CIUTADELLA),2024-05-11 09:00:00+00:00,32.0,76.0,µg/m³,14.0,74.0,74.0
BARCELONA (CIUTADELLA),2024-05-11 10:00:00+00:00,24.0,110.0,µg/m³,10.0,103.0,103.0
BARCELONA (CIUTADELLA),2024-05-11 11:00:00+00:00,20.0,110.0,µg/m³,9.0,103.0,103.0
BARCELONA (CIUTADELLA),2024-05-11 12:00:00+00:00,38.0,96.0,µg/m³,16.0,96.0,96.0
BARCELONA (CIUTADELLA),2024-05-11 13:00:00+00:00,53.0,76.0,µg/m³,23.0,74.0,74.0
BARCELONA (CIUTADELLA),2024-05-11 14:00:00+00:00,54.0,68.0,µg/m³,23.0,66.0,66.0
BARCELONA (CIUTADELLA),2024-05-11 15:00:00+00:00,75.0,44.0,µg/m³,32.0,42.0,42.0
BARCELONA (CIUTADELLA),2024-05-11 16:00:00+00:00,74.0,41.0,µg/m³,32.0,39.0,39.0
BARCELONA (CIUTADELLA),2024-05-11 17:00:00+00:00,100.0,11.0,µg/m³,43.0,10.0,43.0
BARCELONA (CIUTADELLA),2024-05-11 18:00:00+00:00,77.0,43.0,µg/m³,33.0,41.0,41.0
BARCELONA (CIUTADELLA),2024-05-11 19:00:00+00:00,87.0,29.0,µg/m³,38.0,27.0,38.0
BARCELONA (CIUTADELLA),2024-05-11 20:00:00+00:00,72.0,46.0,µg/m³,31.0,43.0,43.0
BARCELONA (CIUTADELLA),2024-05-11 21:00:00+00:00,49.0,64.0,µg/m³,21.0,62.0,62.0
BARCELONA (CIUTADELLA),2024-05-11 22:00:00+00:00,82.0,24.0,µg/m³,35.0,23.0,35.0
BARCELONA (CIUTADELLA),2024-05-11 23:00:00+00:00,92.0,16.0,µg/m³,40.0,15.0,40.0
BARCELONA (CIUTADELLA),2024-05-12 00:00:00+00:00,92.0,11.0,µg/m³,40.0,10.0,40.0
BARCELONA (CIUTADELLA),2024-05-12 01:00:00+00:00,59.0,24.0,µg/m³,26.0,23.0,26.0
BARCELONA (CIUTADELLA),2024-05-12 02:00:00+00:00,27.0,37.0,µg/m³,12.0,35.0,35.0
BARCELONA (CIUTADELLA),2024-05-12 03:00:00+00:00,13.0,42.0,µg/m³,6.0,40.0,40.0
BARCELONA (CIUTADELLA),2024-05-12 04:00:00+00:00,8.0,43.0,µg/m³,3.0,41.0,41.0
BARCELONA (CIUTADELLA),2024-05-12 05:00:00+00:00,4.0,53.0,µg/m³,2.0,50.0,50.0
BARCELONA (CIUTADELLA),2024-05-12 06:00:00+00:00,2.0,47.0,µg/m³,1.0,44.0,44.0
BARCELONA (CIUTADELLA),2024-05-12 07:00:00+00:00,7.0,38.0,µg/m³,3.0,36.0,36.0
BARCELONA (CIUTADELLA),2024-05-12 08:00:00+00:00,4.0,70.0,µg/m³,2.0,68.0,68.0
BARCELONA (CIUTADELLA),2024-05-12 09:00:00+00:00,12.0,74.0,µg/m³,5.0,72.0,72.0
BARCELONA (CIUTADELLA),2024-05-12 10:00:00+00:00,11.0,87.0,µg/m³,5.0,86.0,86.0
BARCELONA (CIUTADELLA),2024-05-12 11:00:00+00:00,9.0,86.0,µg/m³,4.0,85.0,85.0
BARCELONA (CIUTADELLA),2024-05-12 12:00:00+00:00,34.0,56.0,µg/m³,15.0,53.0,53.0
BARCELONA (CIUTADELLA),2024-05-12 13:00:00+00:00,58.0,40.0,µg/m³,25.0,38.0,38.0
BARCELONA (CIUTADELLA),2024-05-12 14:00:00+00:00,65.0,44.0,µg/m³,28.0,42.0,42.0
BARCELONA (CIUTADELLA),2024-05-12 15:00:00+00:00,69.0,35.0,µg/m³,30.0,33.0,33.0
BARCELONA (CIUTADELLA),2024-05-12 16:00:00+00:00,87.0,19.0,µg/m³,38.0,18.0,38.0
BARCELONA (CIUTADELLA),2024-05-12 17:00:00+00:00,86.0,30.0,µg/m³,37.0,28.0,37.0
BARCELONA (CIUTADELLA),2024-05-12 18:00:00+00:00,85.0,23.0,µg/m³,37.0,22.0,37.0
BARCELONA (CIUTADELLA),2024-05-12 19:00:00+00:00,73.0,34.0,µg/m³,32.0,32.0,32.0
BARCELONA (CIUTADELLA),2024-05-12 20:00:00+00:00,87.0,14.0,µg/m³,38.0,13.0,38.0
BARCELONA (CIUTADELLA),2024-05-12 21:00:00+00:00,77.0,10.0,µg/m³,33.0,9.0,33.0
BARCELONA (CIUTADELLA),2024-05-12 22:00:00+00:00,70.0,15.0,µg/m³,30.0,14.0,30.0
BARCELONA (CIUTADELLA),2024-05-12 23:00:00+00:00,67.0,13.0,µg/m³,29.0,12.0,29.0
BARCELONA (CIUTADELLA),2024-05-13 00:00:00+00:00,50.0,16.0,µg/m³,22.0,15.0,22.0
BARCELONA (CIUTADELLA),2024-05-13 01:00:00+00:00,46.0,22.0,µg/m³,20.0,21.0,21.0
BARCELONA (CIUTADELLA),2024-05-13 02:00:00+00:00,46.0,18.0,µg/m³,20.0,17.0,20.0
BARCELONA (CIUTADELLA),2024-05-13 03:00:00+00:00,44.0,14.0,µg/m³,19.0,13.0,19.0
BARCELONA (CIUTADELLA),2024-05-13 04:00:00+00:00,21.0,25.0,µg/m³,9.0,24.0,24.0
BARCELONA (CIUTADELLA),2024-05-13 05:00:00+00:00,12.0,29.0,µg/m³,5.0,27.0,27.0
BARCELONA (CIUTADELLA),2024-05-13 06:00:00+00:00,12.0,38.0,µg/m³,5.0,36.0,36.0
BARCELONA (CIUTADELLA),2024-05-13 07:00:00+00:00,10.0,50.0,µg/m³,4.0,47.0,47.0
BARCELONA (CIUTADELLA),2024-05-13 08:00:00+00:00,30.0,44.0,µg/m³,13.0,42.0,42.0
BARCELONA (CIUTADELLA),2024-05-13 09:00:00+00:00,65.0,22.0,µg/m³,28.0,21.0,28.0
BARCELONA (CIUTADELLA),2024-05-13 10:00:00+00:00,75.0,19.0,µg/m³,32.0,18.0,32.0
