location_name,datetimeUtc,O3,Co,pm25,No2,unit,AQI_O3,AQI_PM25,AQI_NO2,AQI_CO,AQI
Los Angeles - N. Mai,2024-03-01 01:00:00+00:00,74.60122699386503,229.120654396728,6.7,9.97256237218814,µg/m³,32.0,28.0,9,2,32.0
Los Angeles - N. Mai,2024-03-01 02:00:00+00:00,70.67484662576686,229.120654396728,5.0,10.160723926380369,µg/m³,31.0,21.0,10,2,31.0
Los Angeles - N. Mai,2024-03-01 03:00:00+00:00,68.7116564417178,229.120654396728,3.5,11.854177914110428,µg/m³,30.0,15.0,11,2,30.0
Los Angeles - N. Mai,2024-03-01 04:00:00+00:00,68.7116564417178,229.120654396728,3.0,9.97256237218814,µg/m³,30.0,12.0,9,2,30.0
Los Angeles - N. Mai,2024-03-01 05:00:00+00:00,70.67484662576686,229.120654396728,4.2,8.467269938650306,µg/m³,31.0,18.0,8,2,31.0
Los Angeles - N. Mai,2024-03-01 06:00:00+00:00,70.67484662576686,229.120654396728,3.8,7.526462167689162,µg/m³,31.0,16.0,7,2,31.0
Los Angeles - N. Mai,2024-03-01 07:00:00+00:00,25.52147239263804,572.80163599182,4.2,39.5139263803681,µg/m³,11.0,18.0,37,6,37.0
Los Angeles - N. Mai,2024-03-01 08:00:00+00:00,25.52147239263804,458.241308793456,3.8,41.395541922290384,µg/m³,11.0,16.0,39,5,39.0
Los Angeles - N. Mai,2024-03-01 09:00:00+00:00,11.779141104294482,458.241308793456,3.8,47.040388548057265,µg/m³,5.0,16.0,44,5,44.0
Los Angeles - N. Mai,2024-03-01 10:00:00+00:00,9.815950920245399,458.241308793456,5.0,52.68523517382413,µg/m³,4.0,21.0,50,5,50.0
Los Angeles - N. Mai,2024-03-01 11:00:00+00:00,13.742331288343559,343.680981595092,4.2,48.92200408997955,µg/m³,6.0,18.0,46,3,46.0
Los Angeles - N. Mai,2024-03-01 12:00:00+00:00,23.558282208588963,343.680981595092,4.7,41.395541922290384,µg/m³,10.0,20.0,39,3,39.0
Los Angeles - N. Mai,2024-03-01 13:00:00+00:00,23.558282208588963,343.680981595092,8.3,39.5139263803681,µg/m³,10.0,35.0,37,3,37.0
Los Angeles - N. Mai,2024-03-01 14:00:00+00:00,23.558282208588963,458.241308793456,6.9,41.395541922290384,µg/m³,10.0,29.0,39,5,39.0
Los Angeles - N. Mai,2024-03-01 15:00:00+00:00,13.742331288343559,458.241308793456,7.1,52.68523517382413,µg/m³,6.0,30.0,50,5,50.0
Los Angeles - N. Mai,2024-03-01 16:00:00+00:00,35.33742331288343,458.241308793456,7.1,35.75069529652352,µg/m³,15.0,30.0,34,5,34.0
Los Angeles - N. Mai,2024-03-01 17:00:00+00:00,56.932515337423325,458.241308793456,5.2,17.4990245398773,µg/m³,25.0,22.0,17,5,25.0
Los Angeles - N. Mai,2024-03-01 18:00:00+00:00,58.895705521472394,343.680981595092,4.0,18.816155419222905,µg/m³,25.0,17.0,18,3,25.0
Los Angeles - N. Mai,2024-03-01 19:00:00+00:00,62.82208588957055,229.120654396728,3.3,18.816155419222905,µg/m³,27.0,14.0,18,2,27.0
Los Angeles - N. Mai,2024-03-01 20:00:00+00:00,66.74846625766872,229.120654396728,2.5,14.488439672801636,µg/m³,29.0,10.0,14,2,29.0
Los Angeles - N. Mai,2024-03-01 21:00:00+00:00,64.78527607361963,229.120654396728,3.5,16.93453987730061,µg/m³,28.0,15.0,16,2,28.0
Los Angeles - N. Mai,2024-03-01 22:00:00+00:00,66.74846625766872,229.120654396728,4.5,13.92395501022495,µg/m³,29.0,19.0,13,2,29.0
Los Angeles - N. Mai,2024-03-01 23:00:00+00:00,68.7116564417178,229.120654396728,3.2,12.606824130879346,µg/m³,30.0,13.0,12,2,30.0
Los Angeles - N. Mai,2024-03-02 00:00:00+00:00,68.7116564417178,229.120654396728,2.7,11.477854805725972,µg/m³,30.0,11.0,11,2,30.0
Los Angeles - N. Mai,2024-03-02 01:00:00+00:00,66.74846625766872,229.120654396728,2.8,9.219916155419222,µg/m³,29.0,12.0,9,2,29.0
Los Angeles - N. Mai,2024-03-02 02:00:00+00:00,58.895705521472394,229.120654396728,2.3,14.864762781186094,µg/m³,25.0,10.0,14,2,25.0
Los Angeles - N. Mai,2024-03-02 03:00:00+00:00,56.932515337423325,229.120654396728,0.3,13.547631901840491,µg/m³,25.0,1.0,13,2,25.0
Los Angeles - N. Mai,2024-03-02 04:00:00+00:00,58.895705521472394,229.120654396728,-0.6,13.359470347648262,µg/m³,25.0,,13,2,25.0
Los Angeles - N. Mai,2024-03-02 05:00:00+00:00,56.932515337423325,229.120654396728,0.3,14.488439672801636,µg/m³,25.0,1.0,14,2,25.0
Los Angeles - N. Mai,2024-03-02 06:00:00+00:00,58.895705521472394,229.120654396728,1.3,11.289693251533741,µg/m³,25.0,5.0,11,2,25.0
Los Angeles - N. Mai,2024-03-02 07:00:00+00:00,58.895705521472394,229.120654396728,2.0,12.042339468302659,µg/m³,25.0,8.0,11,2,25.0
Los Angeles - N. Mai,2024-03-02 08:00:00+00:00,60.858895705521476,229.120654396728,2.8,9.784400817995909,µg/m³,26.0,12.0,9,2,26.0
Los Angeles - N. Mai,2024-03-02 09:00:00+00:00,58.895705521472394,229.120654396728,4.0,13.171308793456033,µg/m³,25.0,17.0,12,2,25.0
Los Angeles - N. Mai,2024-03-02 10:00:00+00:00,66.74846625766872,229.120654396728,2.5,7.338300613496933,µg/m³,29.0,10.0,7,2,29.0
Los Angeles - N. Mai,2024-03-02 11:00:00+00:00,68.7116564417178,114.560327198364,0.8,2.6342617586912063,µg/m³,30.0,3.0,2,1,30.0
Los Angeles - N. Mai,2024-03-02 12:00:00+00:00,62.82208588957055,229.120654396728,2.3,6.0211697341513295,µg/m³,27.0,10.0,6,2,27.0
Los Angeles - N. Mai,2024-03-02 13:00:00+00:00,60.858895705521476,229.120654396728,4.2,9.031754601226993,µg/m³,26.0,18.0,9,2,26.0
Los Angeles - N. Mai,2024-03-02 14:00:00+00:00,68.7116564417178,229.120654396728,2.0,6.209331288343558,µg/m³,30.0,8.0,6,2,30.0
Los Angeles - N. Mai,2024-03-02 15:00:00+00:00,64.78527607361963,229.120654396728,-0.6,13.171308793456033,µg/m³,28.0,,12,2,28.0
Los Angeles - N. Mai,2024-03-02 16:00:00+00:00,49.079754601227,343.680981595092,4.7,30.105848670756647,µg/m³,21.0,20.0,28,3,28.0
Los Angeles - N. Mai,2024-03-02 17:00:00+00:00,60.858895705521476,229.120654396728,4.7,20.697770961145192,µg/m³,26.0,20.0,20,2,26.0
Los Angeles - N. Mai,2024-03-02 18:00:00+00:00,68.7116564417178,229.120654396728,3.5,10.348885480572596,µg/m³,30.0,15.0,10,2,30.0
Los Angeles - N. Mai,2024-03-02 19:00:00+00:00,68.7116564417178,229.120654396728,2.8,9.784400817995909,µg/m³,30.0,12.0,9,2,30.0
Los Angeles - N. Mai,2024-03-02 20:00:00+00:00,70.67484662576686,229.120654396728,-0.1,8.279108384458077,µg/m³,31.0,,8,2,31.0
Los Angeles - N. Mai,2024-03-02 21:00:00+00:00,72.63803680981594,229.120654396728,0.0,7.150139059304704,µg/m³,31.0,0.0,7,2,31.0
Los Angeles - N. Mai,2024-03-02 22:00:00+00:00,72.63803680981594,229.120654396728,3.0,5.644846625766871,µg/m³,31.0,12.0,5,2,31.0
Los Angeles - N. Mai,2024-03-02 23:00:00+00:00,78.52760736196319,114.560327198364,0.5,3.386907975460123,µg/m³,34.0,2.0,3,1,34.0
Los Angeles - N. Mai,2024-03-03 00:00:00+00:00,78.52760736196319,229.120654396728,0.5,3.95139263803681,µg/m³,34.0,2.0,4,2,34.0
Los Angeles - N. Mai,2024-03-03 01:00:00+00:00,78.52760736196319,229.120654396728,2.8,3.95139263803681,µg/m³,34.0,12.0,4,2,34.0
Los Angeles - N. Mai,2024-03-03 02:00:00+00:00,74.60122699386503,229.120654396728,4.2,5.644846625766871,µg/m³,32.0,18.0,5,2,32.0
Los Angeles - N. Mai,2024-03-03 03:00:00+00:00,72.63803680981594,229.120654396728,3.2,6.585654396728017,µg/m³,31.0,13.0,6,2,31.0
Los Angeles - N. Mai,2024-03-03 04:00:00+00:00,68.7116564417178,229.120654396728,2.7,9.031754601226993,µg/m³,30.0,11.0,9,2,30.0
Los Angeles - N. Mai,2024-03-03 05:00:00+00:00,60.858895705521476,229.120654396728,2.0,15.429247443762781,µg/m³,26.0,8.0,15,2,26.0
Los Angeles - N. Mai,2024-03-03 06:00:00+00:00,62.82208588957055,229.120654396728,4.0,11.289693251533741,µg/m³,27.0,17.0,11,2,27.0
Los Angeles - N. Mai,2024-03-03 07:00:00+00:00,54.969325153374236,343.680981595092,5.4,16.370055214723926,µg/m³,24.0,23.0,15,3,24.0
Los Angeles - N. Mai,2024-03-03 08:00:00+00:00,72.63803680981594,229.120654396728,2.8,7.150139059304704,µg/m³,31.0,12.0,7,2,31.0
Los Angeles - N. Mai,2024-03-03 09:00:00+00:00,33.37423312883436,343.680981595092,3.2,30.105848670756647,µg/m³,14.0,13.0,28,3,28.0
Los Angeles - N. Mai,2024-03-03 10:00:00+00:00,33.37423312883436,343.680981595092,4.0,30.105848670756647,µg/m³,14.0,17.0,28,3,28.0
Los Angeles - N. Mai,2024-03-03 11:00:00+00:00,58.895705521472394,229.120654396728,1.0,12.230501022494888,µg/m³,25.0,4.0,12,2,25.0
Los Angeles - N. Mai,2024-03-03 12:00:00+00:00,35.33742331288343,343.680981595092,0.5,24.461002044989776,µg/m³,15.0,2.0,23,3,23.0
Los Angeles - N. Mai,2024-03-03 13:00:00+00:00,27.484662576687118,343.680981595092,2.0,20.697770961145192,µg/m³,12.0,8.0,20,3,20.0
Los Angeles - N. Mai,2024-03-03 14:00:00+00:00,19.631901840490798,343.680981595092,3.0,28.224233128834356,µg/m³,8.0,12.0,27,3,27.0
Los Angeles - N. Mai,2024-03-03 15:00:00+00:00,29.447852760736197,343.680981595092,3.7,24.461002044989776,µg/m³,13.0,15.0,23,3,23.0
Los Angeles - N. Mai,2024-03-03 16:00:00+00:00,37.30061349693251,343.680981595092,4.9,20.697770961145192,µg/m³,16.0,20.0,20,3,20.0
Los Angeles - N. Mai,2024-03-03 17:00:00+00:00,60.858895705521476,229.120654396728,6.9,11.854177914110428,µg/m³,26.0,29.0,11,2,29.0
Los Angeles - N. Mai,2024-03-03 18:00:00+00:00,64.78527607361963,229.120654396728,5.9,9.219916155419222,µg/m³,28.0,25.0,9,2,28.0
Los Angeles - N. Mai,2024-03-03 19:00:00+00:00,62.82208588957055,229.120654396728,3.5,12.606824130879346,µg/m³,27.0,15.0,12,2,27.0
Los Angeles - N. Mai,2024-03-03 20:00:00+00:00,72.63803680981594,229.120654396728,1.5,7.150139059304704,µg/m³,31.0,6.0,7,2,31.0
Los Angeles - N. Mai,2024-03-03 21:00:00+00:00,80.49079754601227,229.120654396728,1.7,2.4461002044989772,µg/m³,35.0,7.0,2,2,35.0
Los Angeles - N. Mai,2024-03-03 22:00:00+00:00,84.41717791411043,229.120654396728,4.7,1.8816155419222904,µg/m³,37.0,20.0,2,2,37.0
Los Angeles - N. Mai,2024-03-03 23:00:00+00:00,86.38036809815951,114.560327198364,5.7,1.8816155419222904,µg/m³,37.0,24.0,2,1,37.0
Los Angeles - N. Mai,2024-03-04 00:00:00+00:00,82.45398773006136,114.560327198364,4.2,2.069777096114519,µg/m³,36.0,18.0,2,1,36.0
Los Angeles - N. Mai,2024-03-04 01:00:00+00:00,78.52760736196319,229.120654396728,3.0,3.575069529652352,µg/m³,34.0,12.0,3,2,34.0
Los Angeles - N. Mai,2024-03-04 02:00:00+00:00,76.56441717791411,229.120654396728,2.3,5.080361963190184,µg/m³,33.0,10.0,5,2,33.0
Los Angeles - N. Mai,2024-03-04 03:00:00+00:00,68.7116564417178,229.120654396728,8.3,10.348885480572596,µg/m³,30.0,35.0,10,2,35.0
Los Angeles - N. Mai,2024-03-04 04:00:00+00:00,58.895705521472394,343.680981595092,8.5,15.241085889570552,µg/m³,25.0,35.0,14,3,35.0
Los Angeles - N. Mai,2024-03-04 05:00:00+00:00,31.411042944785276,572.80163599182,7.8,30.105848670756647,µg/m³,14.0,32.0,28,6,32.0
Los Angeles - N. Mai,2024-03-04 07:00:00+00:00,5.889570552147241,687.361963190184,8.5,43.277157464212685,µg/m³,3.0,35.0,41,7,41.0
Los Angeles - N. Mai,2024-03-04 08:00:00+00:00,5.889570552147241,687.361963190184,8.5,43.277157464212685,µg/m³,3.0,35.0,41,7,41.0
Los Angeles - N. Mai,2024-03-04 09:00:00+00:00,5.889570552147241,572.80163599182,11.0,45.158773006134965,µg/m³,3.0,46.0,43,6,46.0
Los Angeles - N. Mai,2024-03-04 10:00:00+00:00,5.889570552147241,458.241308793456,7.4,45.158773006134965,µg/m³,3.0,31.0,43,5,43.0
Los Angeles - N. Mai,2024-03-04 11:00:00+00:00,1.9631901840490797,572.80163599182,7.1,45.158773006134965,µg/m³,1.0,30.0,43,6,43.0
Los Angeles - N. Mai,2024-03-04 12:00:00+00:00,1.9631901840490797,572.80163599182,12.0,45.158773006134965,µg/m³,1.0,50.0,43,6,50.0
Los Angeles - N. Mai,2024-03-04 13:00:00+00:00,0.0,687.361963190184,9.5,45.158773006134965,µg/m³,0.0,40.0,43,7,43.0
Los Angeles - N. Mai,2024-03-04 14:00:00+00:00,0.0,916.482617586912,9.7,43.277157464212685,µg/m³,0.0,40.0,41,9,41.0
Los Angeles - N. Mai,2024-03-04 15:00:00+00:00,0.0,1031.0429447852762,10.0,45.158773006134965,µg/m³,0.0,42.0,43,10,43.0
Los Angeles - N. Mai,2024-03-04 16:00:00+00:00,13.742331288343559,572.80163599182,9.2,37.63231083844581,µg/m³,6.0,38.0,36,6,38.0
Los Angeles - N. Mai,2024-03-04 17:00:00+00:00,43.190184049079754,343.680981595092,5.9,18.251670756646217,µg/m³,19.0,25.0,17,3,25.0
Los Angeles - N. Mai,2024-03-04 18:00:00+00:00,51.04294478527608,343.680981595092,3.7,20.697770961145192,µg/m³,22.0,15.0,20,3,22.0
Los Angeles - N. Mai,2024-03-04 19:00:00+00:00,66.74846625766872,229.120654396728,5.2,10.913370143149283,µg/m³,29.0,22.0,10,2,29.0
Los Angeles - N. Mai,2024-03-04 20:00:00+00:00,76.56441717791411,229.120654396728,4.5,6.0211697341513295,µg/m³,33.0,19.0,6,2,33.0
Los Angeles - N. Mai,2024-03-04 21:00:00+00:00,80.49079754601227,229.120654396728,3.7,6.3974928425357875,µg/m³,35.0,15.0,6,2,35.0
Los Angeles - N. Mai,2024-03-04 22:00:00+00:00,84.41717791411043,229.120654396728,3.2,9.408077709611453,µg/m³,37.0,13.0,9,2,37.0
Los Angeles - N. Mai,2024-03-04 23:00:00+00:00,74.60122699386503,229.120654396728,8.3,22.579386503067482,µg/m³,32.0,35.0,21,2,35.0
Los Angeles - N. Mai,2024-03-05 00:00:00+00:00,74.60122699386503,229.120654396728,8.5,15.61740899795501,µg/m³,32.0,35.0,15,2,35.0
Los Angeles - N. Mai,2024-03-05 01:00:00+00:00,76.56441717791411,229.120654396728,5.2,15.993732106339468,µg/m³,33.0,22.0,15,2,33.0
Los Angeles - N. Mai,2024-03-05 02:00:00+00:00,76.56441717791411,229.120654396728,6.4,17.68718609406953,µg/m³,33.0,27.0,17,2,33.0
Los Angeles - N. Mai,2024-03-05 03:00:00+00:00,74.60122699386503,343.680981595092,5.2,18.251670756646217,µg/m³,32.0,22.0,17,3,32.0
Los Angeles - N. Mai,2024-03-05 04:00:00+00:00,31.411042944785276,572.80163599182,4.0,50.80361963190183,µg/m³,14.0,17.0,48,6,48.0
Los Angeles - N. Mai,2024-03-05 05:00:00+00:00,23.558282208588963,572.80163599182,10.0,50.80361963190183,µg/m³,10.0,42.0,48,6,48.0
Los Angeles - N. Mai,2024-03-05 06:00:00+00:00,3.9263803680981595,801.922290388548,7.6,67.73815950920245,µg/m³,2.0,32.0,66,8,66.0
Los Angeles - N. Mai,2024-03-05 07:00:00+00:00,1.9631901840490797,801.922290388548,6.9,65.85654396728017,µg/m³,1.0,29.0,64,8,64.0
Los Angeles - N. Mai,2024-03-05 08:00:00+00:00,0.0,916.482617586912,14.0,63.974928425357874,µg/m³,0.0,55.0,62,9,62.0
Los Angeles - N. Mai,2024-03-05 09:00:00+00:00,1.9631901840490797,687.361963190184,12.0,50.80361963190183,µg/m³,1.0,50.0,48,7,50.0
Los Angeles - N. Mai,2024-03-05 10:00:00+00:00,0.0,687.361963190184,8.8,47.040388548057265,µg/m³,0.0,37.0,44,7,44.0
Los Angeles - N. Mai,2024-03-05 11:00:00+00:00,0.0,572.80163599182,10.0,43.277157464212685,µg/m³,0.0,42.0,41,6,42.0
Los Angeles - N. Mai,2024-03-05 12:00:00+00:00,0.0,572.80163599182,8.7,41.395541922290384,µg/m³,0.0,36.0,39,6,39.0
Los Angeles - N. Mai,2024-03-05 13:00:00+00:00,0.0,572.80163599182,6.6,39.5139263803681,µg/m³,0.0,28.0,37,6,37.0
Los Angeles - N. Mai,2024-03-05 14:00:00+00:00,0.0,801.922290388548,6.1,43.277157464212685,µg/m³,0.0,25.0,41,8,41.0
Los Angeles - N. Mai,2024-03-05 15:00:00+00:00,0.0,1031.0429447852762,12.0,45.158773006134965,µg/m³,0.0,50.0,43,10,50.0
Los Angeles - N. Mai,2024-03-05 16:00:00+00:00,5.889570552147241,687.361963190184,9.0,43.277157464212685,µg/m³,3.0,38.0,41,7,41.0
Los Angeles - N. Mai,2024-03-05 17:00:00+00:00,37.30061349693251,343.680981595092,6.4,24.461002044989776,µg/m³,16.0,27.0,23,3,27.0
Los Angeles - N. Mai,2024-03-05 18:00:00+00:00,54.969325153374236,229.120654396728,5.4,18.627993865030675,µg/m³,24.0,23.0,18,2,24.0
Los Angeles - N. Mai,2024-03-05 19:00:00+00:00,64.78527607361963,229.120654396728,7.9,18.816155419222905,µg/m³,28.0,33.0,18,2,33.0
Los Angeles - N. Mai,2024-03-05 20:00:00+00:00,66.74846625766872,229.120654396728,9.2,24.461002044989776,µg/m³,29.0,38.0,23,2,38.0
Los Angeles - N. Mai,2024-03-05 21:00:00+00:00,76.56441717791411,343.680981595092,10.0,22.579386503067482,µg/m³,33.0,42.0,21,3,42.0
Los Angeles - N. Mai,2024-03-05 22:00:00+00:00,72.63803680981594,229.120654396728,7.4,22.579386503067482,µg/m³,31.0,31.0,21,2,31.0
Los Angeles - N. Mai,2024-03-05 23:00:00+00:00,76.56441717791411,229.120654396728,10.0,18.063509202453986,µg/m³,33.0,42.0,17,2,42.0
Los Angeles - N. Mai,2024-03-06 00:00:00+00:00,78.52760736196319,229.120654396728,8.3,16.746378323108384,µg/m³,34.0,35.0,16,2,35.0
Los Angeles - N. Mai,2024-03-06 01:00:00+00:00,84.41717791411043,229.120654396728,9.0,10.537047034764825,µg/m³,37.0,38.0,10,2,38.0
Los Angeles - N. Mai,2024-03-06 02:00:00+00:00,72.63803680981594,229.120654396728,9.5,13.171308793456033,µg/m³,31.0,40.0,12,2,40.0
Los Angeles - N. Mai,2024-03-06 03:00:00+00:00,51.04294478527608,229.120654396728,6.2,22.579386503067482,µg/m³,22.0,26.0,21,2,26.0
Los Angeles - N. Mai,2024-03-06 04:00:00+00:00,54.969325153374236,229.120654396728,3.2,17.87534764826176,µg/m³,24.0,13.0,17,2,24.0
Los Angeles - N. Mai,2024-03-06 05:00:00+00:00,60.858895705521476,229.120654396728,3.0,12.418662576687115,µg/m³,26.0,12.0,12,2,26.0
Los Angeles - N. Mai,2024-03-06 06:00:00+00:00,45.15337423312884,458.241308793456,3.2,22.579386503067482,µg/m³,20.0,13.0,21,5,21.0
Los Angeles - N. Mai,2024-03-06 07:00:00+00:00,25.52147239263804,458.241308793456,4.4,37.63231083844581,µg/m³,11.0,18.0,36,5,36.0
Los Angeles - N. Mai,2024-03-06 08:00:00+00:00,3.9263803680981595,687.361963190184,7.8,56.44846625766871,µg/m³,2.0,32.0,54,7,54.0
Los Angeles - N. Mai,2024-03-06 09:00:00+00:00,5.889570552147241,572.80163599182,6.6,50.80361963190183,µg/m³,3.0,28.0,48,6,48.0
Los Angeles - N. Mai,2024-03-06 10:00:00+00:00,15.705521472392638,343.680981595092,3.2,39.5139263803681,µg/m³,7.0,13.0,37,3,37.0
Los Angeles - N. Mai,2024-03-06 11:00:00+00:00,13.742331288343559,343.680981595092,1.3,35.75069529652352,µg/m³,6.0,5.0,34,3,34.0
Los Angeles - N. Mai,2024-03-06 12:00:00+00:00,5.889570552147241,343.680981595092,5.7,41.395541922290384,µg/m³,3.0,24.0,39,3,39.0
Los Angeles - N. Mai,2024-03-06 13:00:00+00:00,0.0,458.241308793456,5.7,41.395541922290384,µg/m³,0.0,24.0,39,5,39.0
Los Angeles - N. Mai,2024-03-06 14:00:00+00:00,1.9631901840490797,458.241308793456,3.2,41.395541922290384,µg/m³,1.0,13.0,39,5,39.0
Los Angeles - N. Mai,2024-03-06 15:00:00+00:00,5.889570552147241,458.241308793456,9.2,45.158773006134965,µg/m³,3.0,38.0,43,5,43.0
Los Angeles - N. Mai,2024-03-06 16:00:00+00:00,13.742331288343559,458.241308793456,7.1,41.395541922290384,µg/m³,6.0,30.0,39,5,39.0
Los Angeles - N. Mai,2024-03-06 17:00:00+00:00,43.190184049079754,229.120654396728,5.0,18.063509202453986,µg/m³,19.0,21.0,17,2,21.0
Los Angeles - N. Mai,2024-03-06 18:00:00+00:00,51.04294478527608,229.120654396728,0.0,17.4990245398773,µg/m³,22.0,0.0,17,2,22.0
Los Angeles - N. Mai,2024-03-06 19:00:00+00:00,60.858895705521476,229.120654396728,0.0,12.606824130879346,µg/m³,26.0,0.0,12,2,26.0
Los Angeles - N. Mai,2024-03-06 20:00:00+00:00,60.858895705521476,229.120654396728,0.0,16.181893660531696,µg/m³,26.0,0.0,15,2,26.0
Los Angeles - N. Mai,2024-03-06 21:00:00+00:00,62.82208588957055,229.120654396728,8.3,14.488439672801636,µg/m³,27.0,35.0,14,2,35.0
Los Angeles - N. Mai,2024-03-06 22:00:00+00:00,53.00613496932515,229.120654396728,7.4,20.697770961145192,µg/m³,23.0,31.0,20,2,31.0
Los Angeles - N. Mai,2024-03-06 23:00:00+00:00,54.969325153374236,114.560327198364,5.9,15.052924335378323,µg/m³,24.0,25.0,14,1,25.0
Los Angeles - N. Mai,2024-03-07 00:00:00+00:00,54.969325153374236,229.120654396728,4.5,15.993732106339468,µg/m³,24.0,19.0,15,2,24.0
Los Angeles - N. Mai,2024-03-07 01:00:00+00:00,53.00613496932515,229.120654396728,3.2,18.816155419222905,µg/m³,23.0,13.0,18,2,23.0
Los Angeles - N. Mai,2024-03-07 02:00:00+00:00,51.04294478527608,229.120654396728,3.0,20.697770961145192,µg/m³,22.0,12.0,20,2,22.0
Los Angeles - N. Mai,2024-03-07 03:00:00+00:00,54.969325153374236,229.120654396728,3.0,16.93453987730061,µg/m³,24.0,12.0,16,2,24.0
Los Angeles - N. Mai,2024-03-07 04:00:00+00:00,60.858895705521476,229.120654396728,3.5,11.666016359918201,µg/m³,26.0,15.0,11,2,26.0
Los Angeles - N. Mai,2024-03-07 05:00:00+00:00,54.969325153374236,229.120654396728,3.5,15.052924335378323,µg/m³,24.0,15.0,14,2,24.0
Los Angeles - N. Mai,2024-03-07 06:00:00+00:00,54.969325153374236,229.120654396728,2.2,12.794985685071575,µg/m³,24.0,9.0,12,2,24.0
Los Angeles - N. Mai,2024-03-07 07:00:00+00:00,25.52147239263804,343.680981595092,3.2,35.75069529652352,µg/m³,11.0,13.0,34,3,34.0
Los Angeles - N. Mai,2024-03-07 08:00:00+00:00,21.595092024539877,343.680981595092,5.2,35.75069529652352,µg/m³,9.0,22.0,34,3,34.0
Los Angeles - N. Mai,2024-03-07 09:00:00+00:00,15.705521472392638,343.680981595092,6.2,41.395541922290384,µg/m³,7.0,26.0,39,3,39.0
Los Angeles - N. Mai,2024-03-07 10:00:00+00:00,29.447852760736197,343.680981595092,4.9,26.342617586912066,µg/m³,13.0,20.0,25,3,25.0
Los Angeles - N. Mai,2024-03-07 11:00:00+00:00,17.668711656441715,229.120654396728,4.2,35.75069529652352,µg/m³,8.0,18.0,34,2,34.0
Los Angeles - N. Mai,2024-03-07 12:00:00+00:00,17.668711656441715,343.680981595092,7.6,31.987464212678937,µg/m³,8.0,32.0,30,3,32.0
Los Angeles - N. Mai,2024-03-07 13:00:00+00:00,23.558282208588963,343.680981595092,6.1,31.987464212678937,µg/m³,10.0,25.0,30,3,30.0
Los Angeles - N. Mai,2024-03-07 14:00:00+00:00,31.411042944785276,229.120654396728,1.5,26.342617586912066,µg/m³,14.0,6.0,25,2,25.0
Los Angeles - N. Mai,2024-03-07 15:00:00+00:00,7.852760736196319,458.241308793456,5.9,48.92200408997955,µg/m³,3.0,25.0,46,5,46.0
Los Angeles - N. Mai,2024-03-07 16:00:00+00:00,23.558282208588963,343.680981595092,5.4,35.75069529652352,µg/m³,10.0,23.0,34,3,34.0
Los Angeles - N. Mai,2024-03-07 17:00:00+00:00,35.33742331288343,343.680981595092,5.9,24.461002044989776,µg/m³,15.0,25.0,23,3,25.0
Los Angeles - N. Mai,2024-03-07 18:00:00+00:00,31.411042944785276,572.80163599182,5.5,43.277157464212685,µg/m³,14.0,23.0,41,6,41.0
Los Angeles - N. Mai,2024-03-07 19:00:00+00:00,45.15337423312884,343.680981595092,4.2,31.987464212678937,µg/m³,20.0,18.0,30,3,30.0
Los Angeles - N. Mai,2024-03-07 20:00:00+00:00,53.00613496932515,343.680981595092,6.6,24.461002044989776,µg/m³,23.0,28.0,23,3,28.0
Los Angeles - N. Mai,2024-03-07 21:00:00+00:00,58.895705521472394,343.680981595092,5.7,24.461002044989776,µg/m³,25.0,24.0,23,3,25.0
Los Angeles - N. Mai,2024-03-07 22:00:00+00:00,66.74846625766872,229.120654396728,5.4,17.87534764826176,µg/m³,29.0,23.0,17,2,29.0
Los Angeles - N. Mai,2024-03-07 23:00:00+00:00,72.63803680981594,229.120654396728,4.5,11.666016359918201,µg/m³,31.0,19.0,11,2,31.0
Los Angeles - N. Mai,2024-03-08 00:00:00+00:00,70.67484662576686,229.120654396728,4.2,12.418662576687115,µg/m³,31.0,18.0,12,2,31.0
Los Angeles - N. Mai,2024-03-08 01:00:00+00:00,70.67484662576686,229.120654396728,2.7,7.526462167689162,µg/m³,31.0,11.0,7,2,31.0
Los Angeles - N. Mai,2024-03-08 02:00:00+00:00,58.895705521472394,229.120654396728,1.3,16.370055214723926,µg/m³,25.0,5.0,15,2,25.0
Los Angeles - N. Mai,2024-03-08 03:00:00+00:00,51.04294478527608,343.680981595092,5.9,24.461002044989776,µg/m³,22.0,25.0,23,3,25.0
Los Angeles - N. Mai,2024-03-08 04:00:00+00:00,49.079754601227,343.680981595092,6.9,22.579386503067482,µg/m³,21.0,29.0,21,3,29.0
Los Angeles - N. Mai,2024-03-08 05:00:00+00:00,51.04294478527608,343.680981595092,4.0,20.697770961145192,µg/m³,22.0,17.0,20,3,22.0
Los Angeles - N. Mai,2024-03-08 06:00:00+00:00,29.447852760736197,458.241308793456,6.2,35.75069529652352,µg/m³,13.0,26.0,34,5,34.0
Los Angeles - N. Mai,2024-03-08 07:00:00+00:00,7.852760736196319,572.80163599182,7.9,45.158773006134965,µg/m³,3.0,33.0,43,6,43.0
Los Angeles - N. Mai,2024-03-08 08:00:00+00:00,9.815950920245399,458.241308793456,9.0,39.5139263803681,µg/m³,4.0,38.0,37,5,38.0
Los Angeles - N. Mai,2024-03-08 09:00:00+00:00,9.815950920245399,458.241308793456,9.0,41.395541922290384,µg/m³,4.0,38.0,39,5,39.0
