,location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
0,7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-01T01:00:00+00:00,2024-03-31T18:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
1,7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-01T02:00:00+00:00,2024-03-31T19:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
2,7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-01T03:00:00+00:00,2024-03-31T20:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
3,7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-01T04:00:00+00:00,2024-03-31T21:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
4,7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-01T05:00:00+00:00,2024-03-31T22:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
5,7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-01T06:00:00+00:00,2024-03-31T23:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
6,7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-01T07:00:00+00:00,2024-04-01T00:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7,7936,Los Angeles - N. Mai,co,0.5,ppm,2024-04-01T08:00:00+00:00,2024-04-01T01:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
8,7936,Los Angeles - N. Mai,co,0.5,ppm,2024-04-01T09:00:00+00:00,2024-04-01T02:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
9,7936,Los Angeles - N. Mai,co,0.5,ppm,2024-04-01T10:00:00+00:00,2024-04-01T03:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
10,7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-01T11:00:00+00:00,2024-04-01T04:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
11,7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-01T12:00:00+00:00,2024-04-01T05:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
12,7936,Los Angeles - N. Mai,co,0.5,ppm,2024-04-01T13:00:00+00:00,2024-04-01T06:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
13,7936,Los Angeles - N. Mai,co,0.6,ppm,2024-04-01T14:00:00+00:00,2024-04-01T07:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
14,7936,Los Angeles - N. Mai,co,0.5,ppm,2024-04-01T15:00:00+00:00,2024-04-01T08:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
15,7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-01T16:00:00+00:00,2024-04-01T09:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
16,7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-01T17:00:00+00:00,2024-04-01T10:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
17,7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-01T18:00:00+00:00,2024-04-01T11:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
18,7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-01T19:00:00+00:00,2024-04-01T12:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
19,7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-01T20:00:00+00:00,2024-04-01T13:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
20,7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-01T21:00:00+00:00,2024-04-01T14:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
21,7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-01T22:00:00+00:00,2024-04-01T15:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
22,7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-01T23:00:00+00:00,2024-04-01T16:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
23,7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-02T00:00:00+00:00,2024-04-01T17:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
24,7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-02T01:00:00+00:00,2024-04-01T18:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
25,7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-02T02:00:00+00:00,2024-04-01T19:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
26,7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-02T03:00:00+00:00,2024-04-01T20:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
27,7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-02T04:00:00+00:00,2024-04-01T21:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
28,7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-02T05:00:00+00:00,2024-04-01T22:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
29,7936,Los Angeles - N. Mai,co,0.5,ppm,2024-04-02T06:00:00+00:00,2024-04-01T23:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
30,7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-02T07:00:00+00:00,2024-04-02T00:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
31,7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-02T08:00:00+00:00,2024-04-02T01:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
32,7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-02T09:00:00+00:00,2024-04-02T02:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
33,7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-02T10:00:00+00:00,2024-04-02T03:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
34,7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-02T11:00:00+00:00,2024-04-02T04:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
35,7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-02T12:00:00+00:00,2024-04-02T05:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
36,7936,Los Angeles - N. Mai,co,0.7,ppm,2024-04-02T13:00:00+00:00,2024-04-02T06:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
37,7936,Los Angeles - N. Mai,co,0.8,ppm,2024-04-02T14:00:00+00:00,2024-04-02T07:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
38,7936,Los Angeles - N. Mai,co,0.7,ppm,2024-04-02T15:00:00+00:00,2024-04-02T08:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
39,7936,Los Angeles - N. Mai,co,0.5,ppm,2024-04-02T16:00:00+00:00,2024-04-02T09:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
40,7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-02T17:00:00+00:00,2024-04-02T10:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
41,7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-02T18:00:00+00:00,2024-04-02T11:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
42,7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-02T19:00:00+00:00,2024-04-02T12:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
43,7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-02T20:00:00+00:00,2024-04-02T13:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
44,7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-02T21:00:00+00:00,2024-04-02T14:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
45,7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-02T22:00:00+00:00,2024-04-02T15:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
46,7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-02T23:00:00+00:00,2024-04-02T16:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
47,7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-03T00:00:00+00:00,2024-04-02T17:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
48,7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-03T01:00:00+00:00,2024-04-02T18:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
49,7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-03T02:00:00+00:00,2024-04-02T19:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
